source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments
PELAGIE,pelagie_q6,"QE6_A1,QE6_A4,QE6_A4_DATE_AAMM",,,LifeCycle_CDM,core,cohab_7,partial,final,"Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date.","if qe6_a4_date_aamm ne . and qe6_a4_date_aamm ge 100  then
nb_an_splitup=int(qe6_a4_date_aamm/100);
if qe6_a4_date_aamm ne . and qe6_a4_date_aamm ge 100  then
nb_mois_splitup=qe6_a4_date_aamm-(int(qe6_a4_date_aamm/100)*100);
if qe6_a4_date_aamm ne . and qe6_a4_date_aamm lt 100  then do;nb_an_splitup=0;nb_mois_splitup=qe6_a4_date_aamm;end;
if qe6_a4 in (3 4) then splitup_q6=1;
else if nb_mois_splitup ge 0 then splitup_q6=1;

if qe6_a1 eq 1 then do;cohab_6=1;splitup_q6=0;end;
else if qe6_a1 eq 0 then cohab_6=2;","Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date."
PELAGIE,pelagie_q0,V162,,,LifeCycle_CDM,core,cob_m,complete,final,Women born in the French Overseas Departments and Territories were considered as born in the country of the cohort,from free text,Women born in the French Overseas Departments and Territories were considered as born in the country of the cohort
PELAGIE,harmonized,DEATH_M_AGE,,,LifeCycle_CDM,core,death_m_age,partial,final,non-exhaustive information,from free text,non-exhaustive information
PELAGIE,pelagie_q0,V166,,,LifeCycle_CDM,core,prepreg_weight,complete,final,,prepreg_weight=v166;,
PELAGIE,pelagie_q6,"QE6_A1,QE6_A4,QE6_A4_DATE_AAMM",,,LifeCycle_CDM,core,cohab_8,partial,final,"Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date.","if qe6_a4_date_aamm ne . and qe6_a4_date_aamm ge 100  then
nb_an_splitup=int(qe6_a4_date_aamm/100);
if qe6_a4_date_aamm ne . and qe6_a4_date_aamm ge 100  then
nb_mois_splitup=qe6_a4_date_aamm-(int(qe6_a4_date_aamm/100)*100);
if qe6_a4_date_aamm ne . and qe6_a4_date_aamm lt 100  then do;nb_an_splitup=0;nb_mois_splitup=qe6_a4_date_aamm;end;
if qe6_a4 in (3 4) then splitup_q6=1;
else if nb_mois_splitup ge 0 then splitup_q6=1;

if qe6_a1 eq 1 then do;cohab_6=1;splitup_q6=0;end;
else if qe6_a1 eq 0 then cohab_6=2;","Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date."
PELAGIE,pelagie_q12,"FA_Q2_1,FA_Q2_2_M,FA_Q2_2_A",,,LifeCycle_CDM,core,cohab_12,partial,final,"Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date.","if FA_Q2_1 in (6) and FA_Q1_a eq 1 then do;dc_pere=1;date_dc_p=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;
if FA_Q2_1 in (6) and FA_Q1_a eq 2 then do;dc_mere=1;date_dc_m=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;

if FA_Q2_1 in (5 4) then do;ageenf_sep=(mdy(FA_Q2_2_M,15,FA_Q2_2_A)-ddn_2021)/365.25;
splitup=1;date_splitup=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;
if 0<=ageenf_sep<1 then fam_splitup0=1;
else if 1<=ageenf_sep<2 then fam_splitup1=1;
else if 2<=ageenf_sep<3 then fam_splitup2=1;
else if 3<=ageenf_sep<4 then fam_splitup3=1;
else if 4<=ageenf_sep<5 then fam_splitup4=1;
else if 5<=ageenf_sep<6 then fam_splitup5=1;
else if 6<=ageenf_sep<7 then fam_splitup6=1;
else if 7<=ageenf_sep<8 then fam_splitup7=1;
else if 8<=ageenf_sep<9 then fam_splitup8=1;
else if 9<=ageenf_sep<10 then fam_splitup9=1;
else if 10<=ageenf_sep<11 then fam_splitup10=1;
else if 11<=ageenf_sep<12 then fam_splitup11=1;
else if 12<=ageenf_sep<13 then fam_splitup12=1;

if FA_Q2_1 in (1 2 3) then cohab_12=1;
else if FA_Q2_1 in (. 4 5 6 7) and FA_Q2_3 eq 1 then cohab_12=1;
else if FA_Q2_1 in (4 5 6) and FA_Q2_3 eq 2 then cohab_12=2;


if FA_Q2_3 eq 1 and FA_Q3_1 eq 1 then pbnbadult=1;
else if FA_Q2_1 eq 1 and FA_Q3_1 eq 1 then pbnbadult=1;
else if cohab_12 eq 2 and FA_Q3_1 eq 0 then pbnbadult=1;","Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date."
PELAGIE,pelagie_q12,"FA_Q2_1,FA_Q2_2_M,FA_Q2_2_A",,,LifeCycle_CDM,core,cohab_13,partial,final,"Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date.","if FA_Q2_1 in (6) and FA_Q1_a eq 1 then do;dc_pere=1;date_dc_p=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;
if FA_Q2_1 in (6) and FA_Q1_a eq 2 then do;dc_mere=1;date_dc_m=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;

if FA_Q2_1 in (5 4) then do;ageenf_sep=(mdy(FA_Q2_2_M,15,FA_Q2_2_A)-ddn_2021)/365.25;
splitup=1;date_splitup=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;
if 0<=ageenf_sep<1 then fam_splitup0=1;
else if 1<=ageenf_sep<2 then fam_splitup1=1;
else if 2<=ageenf_sep<3 then fam_splitup2=1;
else if 3<=ageenf_sep<4 then fam_splitup3=1;
else if 4<=ageenf_sep<5 then fam_splitup4=1;
else if 5<=ageenf_sep<6 then fam_splitup5=1;
else if 6<=ageenf_sep<7 then fam_splitup6=1;
else if 7<=ageenf_sep<8 then fam_splitup7=1;
else if 8<=ageenf_sep<9 then fam_splitup8=1;
else if 9<=ageenf_sep<10 then fam_splitup9=1;
else if 10<=ageenf_sep<11 then fam_splitup10=1;
else if 11<=ageenf_sep<12 then fam_splitup11=1;
else if 12<=ageenf_sep<13 then fam_splitup12=1;

if FA_Q2_1 in (1 2 3) then cohab_12=1;
else if FA_Q2_1 in (. 4 5 6 7) and FA_Q2_3 eq 1 then cohab_12=1;
else if FA_Q2_1 in (4 5 6) and FA_Q2_3 eq 2 then cohab_12=2;


if FA_Q2_3 eq 1 and FA_Q3_1 eq 1 then pbnbadult=1;
else if FA_Q2_1 eq 1 and FA_Q3_1 eq 1 then pbnbadult=1;
else if cohab_12 eq 2 and FA_Q3_1 eq 0 then pbnbadult=1;","Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date."
PELAGIE,pelagie_q12,"FA_Q2_1,FA_Q2_2_M,FA_Q2_2_A",,,LifeCycle_CDM,core,cohab_14,partial,final,"Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date.","if FA_Q2_1 in (6) and FA_Q1_a eq 1 then do;dc_pere=1;date_dc_p=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;
if FA_Q2_1 in (6) and FA_Q1_a eq 2 then do;dc_mere=1;date_dc_m=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;

if FA_Q2_1 in (5 4) then do;ageenf_sep=(mdy(FA_Q2_2_M,15,FA_Q2_2_A)-ddn_2021)/365.25;
splitup=1;date_splitup=mdy(FA_Q2_2_M,15,FA_Q2_2_A);end;
if 0<=ageenf_sep<1 then fam_splitup0=1;
else if 1<=ageenf_sep<2 then fam_splitup1=1;
else if 2<=ageenf_sep<3 then fam_splitup2=1;
else if 3<=ageenf_sep<4 then fam_splitup3=1;
else if 4<=ageenf_sep<5 then fam_splitup4=1;
else if 5<=ageenf_sep<6 then fam_splitup5=1;
else if 6<=ageenf_sep<7 then fam_splitup6=1;
else if 7<=ageenf_sep<8 then fam_splitup7=1;
else if 8<=ageenf_sep<9 then fam_splitup8=1;
else if 9<=ageenf_sep<10 then fam_splitup9=1;
else if 10<=ageenf_sep<11 then fam_splitup10=1;
else if 11<=ageenf_sep<12 then fam_splitup11=1;
else if 12<=ageenf_sep<13 then fam_splitup12=1;

if FA_Q2_1 in (1 2 3) then cohab_12=1;
else if FA_Q2_1 in (. 4 5 6 7) and FA_Q2_3 eq 1 then cohab_12=1;
else if FA_Q2_1 in (4 5 6) and FA_Q2_3 eq 2 then cohab_12=2;


if FA_Q2_3 eq 1 and FA_Q3_1 eq 1 then pbnbadult=1;
else if FA_Q2_1 eq 1 and FA_Q3_1 eq 1 then pbnbadult=1;
else if cohab_12 eq 2 and FA_Q3_1 eq 0 then pbnbadult=1;","Reported from the follow-ups at 2, 6 and 12 years of age, with extrapolation between these follow-ups when there was no split-up or a split-up with available date."
PELAGIE,pelagie_q12,APP_Q2,,,LifeCycle_CDM,core,edu_m_14,complete,final,,"if APP_q2 eq 1 then edu_m_12=3;
else if APP_q2 in (2) then edu_m_12=2;
else if APP_q2 in (3 4 5 6) then edu_m_12=1;
if edu_m_12 eq 2 and edu_m_0 eq 1 then edu_m_12=1; /*on garde le plus élévé*/
if edu_m_12 eq 3 and edu_m_0 eq 2 then edu_m_12=2; /*on garde le plus élévé*/",
PELAGIE,harmonized,PREPREG_WEIGHT_MES,,,LifeCycle_CDM,core,prepreg_weight_mes,complete,final,,prepreg_weight_mes=0;,
PELAGIE,pelagie_q0,"V163M,V163P",,,LifeCycle_CDM,core,ethn1_m,complete,final,,"If v163p eq 1 and v163m eq 11 then ethn1_m=1;
else If v163p eq 1 and v163m gt 11 then ethn1_m=3;
else If v163p gt 1 and v163m eq 11 then ethn1_m=3;
else If v163p ne . and v163m ne . then ethn1_m=2;",
PELAGIE,pelagie_q0,V50,,,LifeCycle_CDM,core,occup_m_0,partial,final,"The ""6) Inactive/other"" category includes the ""Housewife status"", the ""Unemployed"", and ""the Student/apprentice"". 
The ""1) Employed"" category includes also the ""self-employed""
The ""parental/childcare leave"" is considered in ""5) Domestic tasks (housewife etc.)""","if v50 eq 1 then occup_m_0=1;
else if v50 eq 0 then occup_m_0=6;","The ""6) Inactive/other"" category includes the ""Housewife status"", the ""Unemployed"", and ""the Student/apprentice"". 
The ""1) Employed"" category includes also the ""self-employed""
The ""parental/childcare leave"" is considered in ""5) Domestic tasks (housewife etc.)"""
PELAGIE,pelagie_q0,PCSM1CL,,,LifeCycle_CDM,core,occupcode_m_0,complete,final,,Coded,
PELAGIE,pelagie_q2,C618,,,LifeCycle_CDM,core,occup_m_1,complete,final,,"if c618 in (6 1) then occup_m_2=1;
else if c618 eq 3 then occup_m_2=4;
else if c618 in (2 0) then occup_m_2=5;
else if c618 eq 4 then occup_m_2=3;
else if c618 eq 5 then occup_m_2=6;",
PELAGIE,pelagie_q6,QE6_A7,,,LifeCycle_CDM,core,occup_m_5,complete,final,,"if qe6_a7 in (6 1) then occup_m_6=1;
else if qe6_a7 eq 3 then occup_m_6=4;
else if qe6_a7 in (2 0) then occup_m_6=5;
else if qe6_a7 eq 4 then occup_m_6=3;
else if qe6_a7 eq 5 then occup_m_6=6;",
PELAGIE,harmonized,WEIGHT_F1,,,LifeCycle_CDM,core,weight_mes_f1,complete,final,,if weight_f1 ne . then do;weight_mes_f1=1;weight_f1_fath=1;end;,
PELAGIE,pelagie_q6,QE6_A7,,,LifeCycle_CDM,core,occup_m_7,complete,final,,"if qe6_a7 in (6 1) then occup_m_6=1;
else if qe6_a7 eq 3 then occup_m_6=4;
else if qe6_a7 in (2 0) then occup_m_6=5;
else if qe6_a7 eq 4 then occup_m_6=3;
else if qe6_a7 eq 5 then occup_m_6=6;",
PELAGIE,pelagie_q6,QE6_A7,,,LifeCycle_CDM,core,occup_m_8,complete,final,,"if qe6_a7 in (6 1) then occup_m_6=1;
else if qe6_a7 eq 3 then occup_m_6=4;
else if qe6_a7 in (2 0) then occup_m_6=5;
else if qe6_a7 eq 4 then occup_m_6=3;
else if qe6_a7 eq 5 then occup_m_6=6;",
PELAGIE,maj_ddn_2021,DDN_2021,pelagie_q0,V160,LifeCycle_CDM,core,agebirth_m_y,complete,final,,agebirth_m_y=int((ddn_2021-v160)/365.2422);,
PELAGIE,maj_ddn_2021,DDN_2021,pelagie_q0,V160,LifeCycle_CDM,core,agebirth_m_d,complete,final,,agebirth_m_d=ddn_2021-v160;,
PELAGIE,pelagie_q0,M11,,,LifeCycle_CDM,core,preeclam,complete,final,,preeclam=m11,
PELAGIE,pelagie_q12,APP_Q1_1,,,LifeCycle_CDM,core,occup_m_12,partial,final,"The ""6) Inactive/other"" category also includes the ""Unemployed"".
The ""5) Domestic tasks (housewife etc.)"" includes  also ""the Student/apprentice"",""Childcare/parental leave""   and the ""maternity leave""
The ""1) Employed"" category includes also the ""self-employed""","if app_q1_1 eq 1 then occup_m_12=1;
else if app_q1_1 in (0 2) then occup_m_12=5;
else if app_q1_1 eq 3 then occup_m_12=6;","The ""6) Inactive/other"" category also includes the ""Unemployed"".
The ""5) Domestic tasks (housewife etc.)"" includes  also ""the Student/apprentice"",""Childcare/parental leave""   and the ""maternity leave""
The ""1) Employed"" category includes also the ""self-employed"""
PELAGIE,pelagie_q12,APP_Q1_1,,,LifeCycle_CDM,core,occup_m_13,partial,final,"The ""6) Inactive/other"" category also includes the ""Unemployed"".
The ""5) Domestic tasks (housewife etc.)"" includes  also ""the Student/apprentice"",""Childcare/parental leave""   and the ""maternity leave""
The ""1) Employed"" category includes also the ""self-employed""","if app_q1_1 eq 1 then occup_m_12=1;
else if app_q1_1 in (0 2) then occup_m_12=5;
else if app_q1_1 eq 3 then occup_m_12=6;","The ""6) Inactive/other"" category also includes the ""Unemployed"".
The ""5) Domestic tasks (housewife etc.)"" includes  also ""the Student/apprentice"",""Childcare/parental leave""   and the ""maternity leave""
The ""1) Employed"" category includes also the ""self-employed"""
PELAGIE,harmonized,OCCUP_F1_2,,,LifeCycle_CDM,core,occup_f1_fath2,partial,final,Biological father by default,if  occup_f1_2 ne . then occup_f1_fath2=1;,Biological father by default
PELAGIE,pelagie_q12,APP_Q1_1,,,LifeCycle_CDM,core,occup_m_14,partial,final,"The ""6) Inactive/other"" category also includes the ""Unemployed"".
The ""5) Domestic tasks (housewife etc.)"" includes  also ""the Student/apprentice"",""Childcare/parental leave""   and the ""maternity leave""
The ""1) Employed"" category includes also the ""self-employed""","if app_q1_1 eq 1 then occup_m_12=1;
else if app_q1_1 in (0 2) then occup_m_12=5;
else if app_q1_1 eq 3 then occup_m_12=6;","The ""6) Inactive/other"" category also includes the ""Unemployed"".
The ""5) Domestic tasks (housewife etc.)"" includes  also ""the Student/apprentice"",""Childcare/parental leave""   and the ""maternity leave""
The ""1) Employed"" category includes also the ""self-employed"""
PELAGIE,pelagie_q0,V49,,,LifeCycle_CDM,core,edu_m_0,complete,final,,"if v49 eq 1 then edu_m_0=3;
else if v49 in (2,3) then edu_m_0=2;
else if v49 in (4,5,6) then edu_m_0=1;",
PELAGIE,pelagie_q12,APP_Q2,,,LifeCycle_CDM,core,edu_m_12,complete,final,,"if APP_q2 eq 1 then edu_m_12=3;
else if APP_q2 in (2) then edu_m_12=2;
else if APP_q2 in (3 4 5 6) then edu_m_12=1;
if edu_m_12 eq 2 and edu_m_0 eq 1 then edu_m_12=1; /*on garde le plus élévé*/
if edu_m_12 eq 3 and edu_m_0 eq 2 then edu_m_12=2; /*on garde le plus élévé*/",
PELAGIE,pelagie_q12,APP_Q2,,,LifeCycle_CDM,core,edu_m_13,complete,final,,"if APP_q2 eq 1 then edu_m_12=3;
else if APP_q2 in (2) then edu_m_12=2;
else if APP_q2 in (3 4 5 6) then edu_m_12=1;
if edu_m_12 eq 2 and edu_m_0 eq 1 then edu_m_12=1; /*on garde le plus élévé*/
if edu_m_12 eq 3 and edu_m_0 eq 2 then edu_m_12=2; /*on garde le plus élévé*/",
PELAGIE,pelagie_q0,M49,,,LifeCycle_CDM,core,latepreg_weight,partial,final,partially harmonized (late pregnancy weight = closest to delivery from 32 weeks gestation),latepreg_weight = m49;,partially harmonized (late pregnancy weight = closest to delivery from 32 weeks gestation)
PELAGIE,harmonized,LATEPREG_WEIGHT_MES,,,LifeCycle_CDM,core,latepreg_weight_mes,complete,final,,latepreg_weight_mes=1,
PELAGIE,pelagie_q0,"M49,M50",maj_ddn_2021,DDN_2021,LifeCycle_CDM,core,latepreg_weight_ga,complete,final,,"if m49 ne .  and m50 ne . then nbjavtnais=ddn_2021-m50;
if m49 ne .  and m50 ne . then termepoids=round(((m50-v5)/7)+2,1);
if m49 ne .  and m50 ne . then termepoids2=term_mater_2021-(nbjavtnais/7);
latepreg_weight_ga=int(termepoids2*7);",
PELAGIE,pelagie_q0,"M49,V166",pelagie_q2,C7,LifeCycle_CDM,core,preg_gain,partial,final,late pregnancy weight = closest to delivery from 32 weeks gestation,"nbjavtnais=ddn_2021-m50;
if nbjavtnais lt 0 or nbjavtnais gt 15 then preg_gain=.;
if c7 ne .  and preg_gain ne . then dif= preg_gain-c7;",late pregnancy weight = closest to delivery from 32 weeks gestation
PELAGIE,pelagie_q0,M49,pelagie_q2,C7,LifeCycle_CDM,core,preg_gain_mes,complete,final,,"if c7 ne . then do; preg_gain=c7;preg_gain_mes=0;end;
if c7 eq . and preg_gain ne . then preg_gain_mes=3;",
PELAGIE,pelagie_q0,V165,,,LifeCycle_CDM,core,height_m,complete,final,,height_m=v165;,
PELAGIE,harmonized,HEIGHT_MES_M,,,LifeCycle_CDM,core,height_mes_m,complete,final,,height_mes_m=0;,
PELAGIE,pelagie_q0,M4,,,LifeCycle_CDM,core,prepreg_dia,partial,final,partially harmonized : type of diabetes unknown,"if m4 eq 1 then prepreg_dia=5;
else  if m4 eq 0 then prepreg_dia=0;",partially harmonized : type of diabetes unknown
PELAGIE,pelagie_q0,M9,,,LifeCycle_CDM,core,preg_dia,complete,final,,"preg_dia=m9;
if prepreg_dia=1 then preg_dia=0;",
PELAGIE,pelagie_q0,M15,,,LifeCycle_CDM,core,preg_thyroid,partial,final,"informations from the medical registry data:
=1 if Thyroid disorders reported in free text
otherwise =  missing","eq 1 if Thyroid disorders reported in free text
otherwise =  missing","informations from the medical registry data:
=1 if Thyroid disorders reported in free text
otherwise =  missing"
PELAGIE,harmonized,HIPCIRCMES_0,,,LifeCycle_CDM,outcome,hipcircmes_147,complete,final,,hipcircmes_147=0;,
PELAGIE,pelagie_q0,V181,,,LifeCycle_CDM,core,preg_fever,partial,final,covered the first 3 months of pregnancy maximum,preg_fever=v181,covered the first 3 months of pregnancy maximum
PELAGIE,pelagie_q0,M10,,,LifeCycle_CDM,core,preg_ht,partial,final,No information about if the hypertension started before or after 20 weeks of gestation,"preg_ht=m10;
if preeclam=1 then preg_ht=0;",No information about if the hypertension started before or after 20 weeks of gestation
PELAGIE,pelagie_q0,M15,,,LifeCycle_CDM,core,asthma_m,partial,final,"informations from the medical registry data:
=1 if Asthma reported in free text
otherwise =  missing","eq 1 if Asthma reported in free text
otherwise =  missing","informations from the medical registry data:
=1 if Asthma reported in free text
otherwise =  missing"
PELAGIE,pelagie_q0,"V135,V136",,,LifeCycle_CDM,core,prepreg_smk,complete,final,,"if v135=0 and v136=0 then do tabac=0;end; 	/*non fumeur*/
if v135=0 and v136=1 then do tabac=1; end; 	/*ex-fumeur*/
if v135=1 then do tabac=2;end; 				/*fumeur*/
if tabac ge 1 then prepreg_smk=1;
else if tabac eq 0 then prepreg_smk=0;",
PELAGIE,pelagie_q0,"V136,V137",,,LifeCycle_CDM,core,prepreg_cig,complete,final,,"if v137 lt 10 and v137 ne . then cigp=1;
else if v137 ge 10  then cigp=2;
if v140 lt 10 and v140 ne . then ciga=1;
else if v140 ge 10  then ciga=2;
if prepreg_smk eq 0 then prepreg_cig=0;
else if prepreg_smk eq 1 and cigp ne . then prepreg_cig=cigp;
else if prepreg_smk eq 1 and cigp eq . then prepreg_cig=ciga;",
PELAGIE,pelagie_q0,"V135,V136,V139",,,LifeCycle_CDM,core,preg_smk,complete,final,information collected at the inclusion (before 19 weeks),"*quand v136 manquant et dates renseignees;
	if v135=0 and v136 =. and v137 ne . and v138 ne . then v136=1;
	statutc=. ;
* non fumeuse;
	if v135=0 and v136=0 then statutc=0;
* ex-fumeuse;
	if (v135=0 and v136=1 and v139<yyDEBGROSF) then statutc=1;
* ex-fumeuse;
	if (v135=0 and v136=1 and v139=yyDEBGROSF and v138<mmDEBGROSF) then statutc=1;
* fumeuse en debut de grossesse et ayant arrete;
	if (v135=0 and v136=1 and v139=yyDEBGROSF and v138>=mmDEBGROSF) then statutc=2;
* fumeuse en debut de grossesse et ayant arrete;
	if (v135=0 and v136=1 and v139>yyDEBGROSF) then statutc=2;
* fumeuse a l inclusion;
	if v135=1 then statutc=3;
	                                                                                  ;
if statutc in (2 3) then preg_smk=1;
else if statutc in (1 0) then preg_smk=0;",information collected at the inclusion (before 19 weeks)
