resource,dataset,name,collection event,topics,label,format,unit,mandatory,description,example values,notes
ALSPAC,core,kg337,,,E5r: Number of times child has pasta,categorical,,,E5r: Number of times child has pasta,,,
ALSPAC,core,kg338,,,E5s: Number of times child has crisps,categorical,,,E5s: Number of times child has crisps,,,
ALSPAC,core,kg341,,,E7a: Number of times child eats baked beans,categorical,,,E7a: Number of times child eats baked beans,,,
ALSPAC,core,kg342,,,"E7b: Number of times child eats Peas, Sweetcorn or Broad Beans",categorical,,,"E7b: Number of times child eats Peas, Sweetcorn or Broad Beans",,,
ALSPAC,core,kg343,,,"E7c: Number of times child eats Cabbage, Brussel Sprouts, Kale or other green leafy vegetables",categorical,,,"E7c: Number of times child eats Cabbage, Brussel Sprouts, Kale or other green leafy vegetables",,,
ALSPAC,core,kg344,,,E7d: Number of times child eats other green vegetables,categorical,,,E7d: Number of times child eats other green vegetables,,,
ALSPAC,core,kg345,,,E7e: Number of times child eats Carrots,categorical,,,E7e: Number of times child eats Carrots,,,
ALSPAC,core,kg346,,,E7f: Number of times child eats other root vegetables,categorical,,,E7f: Number of times child eats other root vegetables,,,
ALSPAC,core,kg347,,,E7g: Number of times child eats salad,categorical,,,E7g: Number of times child eats salad,,,
ALSPAC,core,kg348,,,"E7h: Number of times child eats Pulses - dried peas, beans, chick peas, lentils, bean curd. tahini",categorical,,,"E7h: Number of times child eats Pulses - dried peas, beans, chick peas, lentils, bean curd. tahini",,,
ALSPAC,core,kg349,,,E7i: Number of times child eats nuts or nut roast,categorical,,,E7i: Number of times child eats nuts or nut roast,,,
ALSPAC,core,kg350,,,"E7j: Number of times child eats soya meat, T.V.P or vegeburgers",categorical,,,"E7j: Number of times child eats soya meat, T.V.P or vegeburgers",,,
ALSPAC,core,kg351,,,E7k: Number of times child eats fresh fruit,categorical,,,E7k: Number of times child eats fresh fruit,,,
ALSPAC,core,kg352,,,E7l: Number of times child eats milk deserts,categorical,,,E7l: Number of times child eats milk deserts,,,
ALSPAC,core,kg353,,,E7m: Number of times child eats pudding,categorical,,,E7m: Number of times child eats pudding,,,
ALSPAC,core,kg354,,,E7n: Number of times child eats oat cereals,categorical,,,E7n: Number of times child eats oat cereals,,,
ALSPAC,core,kg355,,,E7o: Number of times child eats wholegrain or bran cereal,categorical,,,E7o: Number of times child eats wholegrain or bran cereal,,,
ALSPAC,core,kg356,,,E7p: Number of times child eats other cereals,categorical,,,E7p: Number of times child eats other cereals,,,
ALSPAC,core,kg357,,,E7q: Number of times child eats cakes or buns,categorical,,,E7q: Number of times child eats cakes or buns,,,
ALSPAC,core,kg358,,,E7r: Number of times child eats crispbreads,categorical,,,E7r: Number of times child eats crispbreads,,,
ALSPAC,core,kg359,,,E7s: Number of times child eats biscuits,categorical,,,E7s: Number of times child eats biscuits,,,
ALSPAC,core,kg360,,,E7t: Number of times child eats chocolate biscuits,categorical,,,E7t: Number of times child eats chocolate biscuits,,,
ALSPAC,core,kg361,,,E7u: Number of times child eats chocolate bars,categorical,,,E7u: Number of times child eats chocolate bars,,,
ALSPAC,core,kg362,,,E7v: Number of times child eats chocolate,categorical,,,E7v: Number of times child eats chocolate,,,
ALSPAC,core,kg363,,,E7w: Number of times child eats sweets,categorical,,,E7w: Number of times child eats sweets,,,
ALSPAC,core,kg366,,,E10a: Times per week child has tinned fruit juice,categorical,,,E10a: Times per week child has tinned fruit juice,,,
ALSPAC,core,kg367,,,E10b: Times per week child has pure fruit juice,categorical,,,E10b: Times per week child has pure fruit juice,,,
ALSPAC,core,kg369,,,E10d: Times per week child has cola drinks,categorical,,,E10d: Times per week child has cola drinks,,,
ALSPAC,core,kg370,,,E10e: Times per week child has other fizzy drinks,categorical,,,E10e: Times per week child has other fizzy drinks,,,
ALSPAC,core,kg372,,,E10g: Times per week child has milk alone,categorical,,,E10g: Times per week child has milk alone,,,
ALSPAC,core,kg373,,,E10h: Times per week child has flavoured milk ready made,categorical,,,E10h: Times per week child has flavoured milk ready made,,,
ALSPAC,core,kg374,,,E10i: Times per week child has flavoured milk not ready made,categorical,,,E10i: Times per week child has flavoured milk not ready made,,,
ALSPAC,core,kg378,,,E13: Number of pieces of bread/rolls/chappatis child eats in a usual day,categorical,,,E13: Number of pieces of bread/rolls/chappatis child eats in a usual day,,,
ALSPAC,core,kg379,,,E14a: Child usually eats white bread,categorical,,,E14a: Child usually eats white bread,,,
ALSPAC,core,kg380,,,E14b: Child usually eats brown bread,categorical,,,E14b: Child usually eats brown bread,,,
ALSPAC,core,kg381,,,E14c: Child usually eats wholemeal bread,categorical,,,E14c: Child usually eats wholemeal bread,,,
ALSPAC,core,kg382,,,E14d: Child usually eats chappatis or nan bread,categorical,,,E14d: Child usually eats chappatis or nan bread,,,
ALSPAC,core,kg395,,,E17: Number of times per month child has takeaways for main meal,categorical,,,E17: Number of times per month child has takeaways for main meal,,,
ALSPAC,core,kg400,,,E18a: Type of milk child has: full fat milk,categorical,,,E18a: Type of milk child has: full fat milk,,,
ALSPAC,core,kg401,,,E18b: Type of milk child has: semi skimmed milk,categorical,,,E18b: Type of milk child has: semi skimmed milk,,,
ALSPAC,core,kg402,,,E18c: Type of milk child has: skimmed milk,categorical,,,E18c: Type of milk child has: skimmed milk,,,
ALSPAC,core,kg403,,,E18d: Type of milk child has: sterilised milk,categorical,,,E18d: Type of milk child has: sterilised milk,,,
ALSPAC,core,kg405,,,E18f: Type of milk child has: Goat/Sheep milk,categorical,,,E18f: Type of milk child has: Goat/Sheep milk,,,
ALSPAC,core,kg406,,,E18g: Type of milk child has: Soya milk,categorical,,,E18g: Type of milk child has: Soya milk,,,
ALSPAC,core,kg407,,,E18h: Type of milk child has: other type of milk,categorical,,,E18h: Type of milk child has: other type of milk,,,
ALSPAC,core,kg410,,,E19a: Number of times child has tea with milk,categorical,,,E19a: Number of times child has tea with milk,,,
ALSPAC,core,kg411,,,E19b: Number of times child has coffee with milk,categorical,,,E19b: Number of times child has coffee with milk,,,
ALSPAC,core,kg412,,,E19c: Number of times child has milk on cereal,categorical,,,E19c: Number of times child has milk on cereal,,,
ALSPAC,core,kg420,,,E20a: How many cups of tea does child drink per day,integer,unit,,E20a: How many cups of tea does child drink per day,,,
ALSPAC,core,kg423,,,E20d: How many cups of coffee child has per day,integer,unit,,E20d: How many cups of coffee child has per day,,,
ALSPAC,core,kg477,,,DV: Daily carbohydrate intake (g) from FFQ at 3 years,continuous,gram,,DV: Daily carbohydrate intake (g) from FFQ at 3 years,,,
ALSPAC,core,kg480,,,DV: Daily energy intake (kJ) from FFQ at 3 years,continuous,kJ,,DV: Daily energy intake (kJ) from FFQ at 3 years,,,
ALSPAC,core,kg481,,,DV: Daily fat intake (g) from FFQ at 3 years,continuous,gram,,DV: Daily fat intake (g) from FFQ at 3 years,,,
ALSPAC,core,kg496,,,DV: Daily protein intake (g) from FFQ at 3 years,continuous,gram,,DV: Daily protein intake (g) from FFQ at 3 years,,,
ALSPAC,core,kg501,,,DV: Daily sodium intake (mg) from FFQ at 3 years,continuous,mg,,DV: Daily sodium intake (mg) from FFQ at 3 years,,,
ALSPAC,core,kg602,,,EAS: Child likes to be with people,categorical,,,Item from Sociability subscale of the Emotionality Activity and Sociability (EAS) temperament measure,,,
ALSPAC,core,kg604,,,EAS: Child prefers playing with others than alone,categorical,,,Item from Sociability subscale of the Emotionality Activity and Sociability (EAS) temperament measure,,,
ALSPAC,core,kg609,,,EAS: Child finds people stimulating,categorical,,,Item from Sociability subscale of the Emotionality Activity and Sociability (EAS) temperament measure,,,
ALSPAC,core,kg615,,,EAS: Child is something of a loner,categorical,,,Item from Sociability subscale of the Emotionality Activity and Sociability (EAS) temperament measure,,,
ALSPAC,core,kg617,,,EAS: Child feels isolated when alone,categorical,,,Item from Sociability subscale of the Emotionality Activity and Sociability (EAS) temperament measure,,,
ALSPAC,core,kg997,,,J2: Date questionnaire completed - month,continuous,month,,J2: Date questionnaire completed - month,,,
ALSPAC,core,kg998a,,,Age of study child at completion (months),continuous,month,,"Exact age of the child in months, calculated from child date of birth and date of completing questionnaire",,,
ALSPAC,core,kg998b,,,DV: Age of child at completion (weeks),integer,week,,Child's age,,,
ALSPAC,core,kj042,,,Child Had Wheezing Past 12 Months,categorical,,,Maternal report of child wheeze in the past 12 months,,,
ALSPAC,core,kj090,,,Child Had Wheezing With Whistling Periods Past 12 Months,binary,,,Maternal report of child wheezing or whistling in the past 12 months,,,
ALSPAC,core,kj102,,,CH Has Skin Rash Now,binary,,,Maternal report of presence of rash on child,,,
ALSPAC,core,kj106,,,CH Had Dry Rash on Hands Past 12 Months,binary,,,Maternal report of presence of dry rash on hands of child within the past year,,,
ALSPAC,core,kj107,,,CH Had Dry Rash on Feet Past 12 Months,binary,,,Maternal report of presence of dry rash on feet of child within the past year,,,
ALSPAC,core,kj206,,,HRs CH Sleeps During Day,categorical,,,Maternal report of number of hours child sleep during day,,,
ALSPAC,core,kj207,,,Time CH Goes to Sleep in Evening,integer,unit,,Maternal report of time child goes to sleep. Unit is time expressed in 24 hour format,,,
ALSPAC,core,kj208,,,Time CH Wakes up in Morning,integer,unit,,Maternal report of time child wakes up in morning. Unit is time expressed in 24 hour format,,,
ALSPAC,core,kj701,,,DV: Fine motor score: 42 months: Complete cases,continuous,,,Denver Developmental Checklist - Fine motor score based on complete cases,,,
ALSPAC,core,kj702,,,DV: Gross motor score: 42 months: Complete cases,continuous,,,Denver Developmental Checklist - Communication motor score based on complete cases,,,
ALSPAC,core,kj705,,,DV: Fine motor score: 42 months: Prorated,continuous,,,Denver Developmental Checklist - Pro-rated fine motor score,,,
ALSPAC,core,kj706,,,DV: Gross motor score: 42 months: Prorated,continuous,,,Denver Developmental Checklist - Pro-rated gross motor score,,,
ALSPAC,core,kj999a,,,Age at completion (in months),continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,core,kk312,,,DV: Child's Exposure to Tobacco Smoke,categorical,,,Derived variable: child's exposure to tobacco smoke,,,
ALSPAC,core,kk356a,,,D2a1: Age Child Started Weekday Childcare 1 - Years,continuous,year,,Please list below all regular arrangements for your child during weekdays since she was 3. When did the childcare begin?,,,
ALSPAC,core,kk998a,,,DV: Age of child at completion (months),continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,core,kl102,,,A8c: Child has rash now,binary,,,Maternal report of presence of itchy rash on child,,,
ALSPAC,core,km3030,,,C4i: Time child in room with smokers on weekdays,categorical,,,Please indicate how often during the day your child is in a room or enclosed place where people are smoking (weekdays),,,
ALSPAC,core,km3031,,,C4ii: Time child in room with smokers at weekends,categorical,,,Please indicate how often during the day your child is in a room or enclosed place where people are smoking (weekend),,,
ALSPAC,core,km6003,,,F1: Head circumference measurement 1,continuous,cm,,Child's head circumferance measurement 1,,,
ALSPAC,core,km6013,,,F2: Head circumference measurement 2,continuous,cm,,Child's head circumferance measurement 2,,,
ALSPAC,core,km6021,,,Weight at 62 months,continuous,kg,,Maternal reported weight,,,
ALSPAC,core,km6022,,,Height at 62 months,continuous,cm,,Maternal reported height,,,
ALSPAC,core,km6023,,,F3: Head circumference measurement 3,continuous,cm,,Child's head circumferance measurement 3,,,
ALSPAC,core,km6033,,,F4: Head circumference measurement 4,continuous,cm,,Child's head circumferance measurement 4,,,
ALSPAC,core,km6100c,,,DV: Age of study child at measurement 1 (weeks),continuous,week,,Age of child in weeks at head circumferance measurement 1,,,
ALSPAC,core,km6110c,,,DV: Age of study child at measurement 2 (weeks),continuous,week,,Age of child in weeks at head circumferance measurement 2,,,
ALSPAC,core,km6120b,,,"Age of child at completion, mean age at 62 months",continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,core,km6120c,,,DV: Age of study child at measurement 3 (weeks),continuous,week,,Age of child in weeks at head circumferance measurement 3,,,
ALSPAC,core,km6130c,,,DV: Age of study child at measurement 4 (weeks),continuous,week,,Age of child in weeks at head circumferance measurement 4,,,
ALSPAC,core,km9991a,,,DV: Age of study child at completion (months),continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,core,kn1031,,,A3l: Child had wheezing in past 15 months,categorical,,,Maternal report of child wheeze in the past 15 months,,,
ALSPAC,core,kn1110,,,A6a: Child had periods of wheezing with whistling on chest when breathing in past 15 months,binary,,,Maternal report of child wheezing or whistling in the past 15 months,,,
ALSPAC,core,kn1122,,,A7c: Child have skin rash on joints and creases now,binary,,,Maternal report of child skin rash on joints or in creases,,,
ALSPAC,core,kn7000,,,Height at 69 months,continuous,cm,,Maternal reported height,,,
ALSPAC,core,kn7001,,,Weight at 69 months,continuous,kg,,Maternal reported weight,,,
ALSPAC,core,kn9991a,,,"Age of child at completion, mean age at 69 months",continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,core,kp7001,,,Weight at 76 months,continuous,kg,,Maternal reported weight,,,
ALSPAC,core,kp7002,,,Height at 76 months,continuous,cm,,Maternal reported height,,,
ALSPAC,core,kp7003,,,G1a: Child's head circumference measurement number 1 - cms,continuous,cm,,Child's head circumferance measurement 1,,,
ALSPAC,core,kp7006,,,Weight at 75 months,continuous,kg,,Maternal reported weight,,,
ALSPAC,core,kp7007,,,Height at 75 months,continuous,cm,,Maternal reported height,,,
ALSPAC,core,kp7008,,,G1b: Child's head circumference measurement number 2 - cms,continuous,cm,,Child's head circumferance measurement 2,,,
ALSPAC,core,kp7100b,,,"Age of child at completion, mean age at 76 months",continuous,month,,Age of child in months at completion of questionnaire,,,
