directory_table,directory_id,directory_name,catalogue_table,catalogue_id,mapping_rule,disposition,flag_reason,from_UMCG,notes,data_quality_error,data_quality_reason,collections_fold_review,name_coherence,part_of_possible_facts_fold
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427028,Cryo preserved tissue Collection - Angle of mandible,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427031,Cryo preserved tissue Collection - Fibula,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427030,Cryo preserved tissue Collection - Femur,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427032,Cryo preserved tissue Collection - Patella,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427033,Cryo preserved tissue Collection - Bone of foot,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427036,Cryo preserved tissue Collection - Sacrum,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427035,Cryo preserved tissue Collection - Pubis,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:9580-Complementmediatedrenaldiseases:Complementmediatedrenaldiseases-Serum,Complement mediated renal diseases - Serum,Collection facts,bbmri-eric:ID:AT_MUW:collection:9580-Complementmediatedrenaldiseases,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:BG_MMC:collection:autoimmunediseasesPROSPECTIVE,Autoimmune diseases,Collections,bbmri-eric:ID:BG_MMC:collection:autoimmunediseasesPROSPECTIVE,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427040,Cryo preserved tissue Collection - Scapula,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:9626-Spiroergometry:Spiroergometry-EDTAPlasma,Spiroergometry - EDTA Plasma,Collection facts,bbmri-eric:ID:AT_MUW:collection:9626-Spiroergometry,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:UK_GBR-1-19:collection:285-840,Surplus fresh skin tissue,Collections,bbmri-eric:ID:UK_GBR-1-19:collection:285-840,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427042,Cryo preserved tissue Collection - Humerus,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:CH_CHUV:collection:CH_SAPALDIA,SAPALDIA cohort study,Collections,bbmri-eric:ID:CH_CHUV:collection:CH_SAPALDIA,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427043,Cryo preserved tissue Collection - Radius,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:DE_BBM:collection:GHS,Gutenberg Health Study,Collections,bbmri-eric:ID:DE_BBM:collection:GHS,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:FR_BB-0033-00092:collection:mainCollection,Main Collection,Collections,bbmri-eric:ID:FR_BB-0033-00092:collection:mainCollection,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427044,Cryo preserved tissue Collection - Ligaments and Joints,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:SK_NCI:collection:1,Biological material from testicular germ cell tumor patients with long-term foll,Collections,bbmri-eric:ID:SK_NCI:collection:1,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427045,Cryo preserved tissue Collection - Talocrural joint,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Pilonidalcystandsinuswithoutabscess,FFPE Slides Collection - Pilonidal cyst and sinus without abscess,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427047,Cryo preserved tissue Collection - Acetabulum,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427048,Cryo preserved tissue Collection - Knee joint,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427051,Cryo preserved tissue Collection - Vertebral column,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427050,Cryo preserved tissue Collection - Cartilage,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:UK_GBR-1-29:collection:24-87,Cardiff School of Dentistry Tooth Bank,Collections,bbmri-eric:ID:UK_GBR-1-29:collection:24-87,standalone/parent collection -> Collections (direct),auto,,False,,True,[SuspiciousContent] description: suspiciously short (<3 words): 'permanent teeth',,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427053,Cryo preserved tissue Collection - Lumbar vertebra,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427054,Cryo preserved tissue Collection - Coccyx,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427057,Cryo preserved tissue Collection - Cervix uteri,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427055,Cryo preserved tissue Collection - Intervertebral disc or space,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427058,Cryo preserved tissue Collection - Uterus,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427059,Cryo preserved tissue Collection - Endometrium,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427060,Cryo preserved tissue Collection - Myometrium,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427061,Cryo preserved tissue Collection - Placenta,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427062,Cryo preserved tissue Collection - Fallopian tube,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUI:collection:47:231740,Urology DB - Tissue-Cancer-Prostate,Collection facts,bbmri-eric:ID:AT_MUI:collection:47,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427064,Cryo preserved tissue Collection - Vulva,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Othernoninflammatorydisordersofcervixuteri:Hypertrophicelongationofcervixuteri,FFPE Slides Collection - Other noninflammatory disorders of cervix uteri: Hypertrophic elongation of cervix uteri,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:FR_BB-0033-00053:collection:mainCollection,Main Collection,Collections,bbmri-eric:ID:FR_BB-0033-00053:collection:mainCollection,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427065,Cryo preserved tissue Collection - Penis,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:SK_DIABGENE:collection:3,Sensorineural hearing lossDNA and clinical phenotypes,Collections,bbmri-eric:ID:SK_DIABGENE:collection:3,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427066,Cryo preserved tissue Collection - Prostate gland,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:DE_BIPS:collection:IDEFICS_HTS,HodenTumor Studie,Collections,bbmri-eric:ID:DE_BIPS:collection:IDEFICS_HTS,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427068,Cryo preserved tissue Collection - Epididymis,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Cholecystitis:Cholecystitisunspecified,"FFPE Slides Collection - Cholecystitis: Cholecystitis, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427070,Cryo preserved tissue Collection - Kidney,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427071,Cryo preserved tissue Collection - Bladder,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427073,Cryo preserved tissue Collection - Ureter,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Crohnsdiseaseunspecified,"FFPE Slides Collection - Crohn's disease, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Crossingvesselandstrictureofureterwithouthydronephrosis,FFPE Slides Collection - Crossing vessel and stricture of ureter without hydronephrosis,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Chronickidneydisease:Chronickidneydiseaseunspecified,"FFPE Slides Collection - Chronic kidney disease: Chronic kidney disease, unspecified",Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUI:collection:76:231764,"Otorhinolaryngology and Head and Neck Surgery, Innsbruck",Collection facts,bbmri-eric:ID:AT_MUI:collection:76,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:CY_cybiobank:collection:Eye_diseases_cohort,Eye diseases cohort,Collections,bbmri-eric:ID:CY_cybiobank:collection:Eye_diseases_cohort,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUW:collection:BB9280:328373,Fructose 2.0 Biobank Inflammatory Parameters - Serum,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9280,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:CryoCollection:427089,Cryo preserved tissue Collection - Lymphatic system,Collection facts,bbmri-eric:ID:AT_MUG:collection:CryoCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:DE_ZBR:collection:COVID19,Covid19 samples,Collections,bbmri-eric:ID:DE_ZBR:collection:COVID19,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:EPATHstudy,EPATH Study: primary hyperparathyroidism,Collections,bbmri-eric:ID:AT_MUG:collection:EPATHstudy,standalone/parent collection -> Collections (direct),auto,,False,,True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='47,07492', lon='15,46588'",,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection:FFPESlidesCollection-Otherepidermalthickening:Otherspecifiedepidermalthickening,FFPE Slides Collection - Other epidermal thickening: Other specified epidermal thickening,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEslidesCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:DE_iBioTUM:collection:delayedcoldischemia,Tissue samples with prolonged cold ischemia duration,Collections,bbmri-eric:ID:DE_iBioTUM:collection:delayedcoldischemia,standalone/parent collection -> Collections (direct),auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,FFPE Blocks Collection,Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,standalone/parent collection -> Collections (direct),auto,,False,parent of 71 sub-collection(s),True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='47,07492', lon='15,46588'",,,TRUE
Collections,bbmri-eric:ID:AT_MUG:collection:EmmyStudy,Emmy Study: acute myocardial infarction,Collections,bbmri-eric:ID:AT_MUG:collection:EmmyStudy,standalone/parent collection -> Collections (direct),auto,,False,,True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='47,07492', lon='15,46588'",,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:9568-PancreaticTumors:PancreaticTumors-Serum,Pancreatic Tumors - Serum,Collection facts,bbmri-eric:ID:AT_MUW:collection:9568-PancreaticTumors,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUW:collection:BB9299:328377,Multiple Sclerosis Collection - Cerebrospinal Fluid,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9299,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection:427264,FFPE blocks Collection - Anus,Collection facts,bbmri-eric:ID:AT_MUG:collection:FFPEblocksCollection,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,TRUE
Collections,bbmri-eric:ID:AT_MUW:collection:BB9299:328378,Multiple Sclerosis Collection - Cerebrospinal Fluid Pellet,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9299,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
Collections,bbmri-eric:ID:AT_MUW:collection:BB9045:328309,Bleeding tendency of unknown cause - EDTA-Blood,Collection facts,bbmri-eric:ID:AT_MUW:collection:BB9045,sub-collection facts-dim (facts) -> Collection facts,auto,,False,,False,,,,
