name,order,code,parent,ontologyTermURI,definition,codesystem
"C84.6 Mature T/NK-cell lymphomas - Anaplastic large cell lymphoma, ALK-positive",1426,C84.6,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C84.6,ORPHAcode: 98841 Anaplastic large cell lymphoma,ICD10
"C84.7 Mature T/NK-cell lymphomas - Anaplastic large cell lymphoma, ALK-negative",1427,C84.7,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C84.7,,ICD10
"C84.8 Mature T/NK-cell lymphomas - Cutaneous T-cell lymphoma, unspecified",1428,C84.8,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C84.8,,ICD10
"C84.9 Mature T/NK-cell lymphoma, unspecified",1429,C84.9,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C84.9,,ICD10
C85 Other and unspecified types of non-Hodgkin lymphoma,1430,C85,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C85,,ICD10
"C85.1 B-cell lymphoma, unspecified",1431,C85.1,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C85.1,,ICD10
C85.2 Mediastinal (thymic) large B-cell lymphoma,1432,C85.2,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C85.2,,ICD10
C85.7 Other specified types of non-Hodgkin lymphoma,1433,C85.7,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C85.7,ORPHAcode: 2420 Primary pulmonary lymphoma,ICD10
"C85.9 Non-Hodgkin lymphoma, unspecified",1434,C85.9,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C85.9,,ICD10
C86 Other specified types of T/NK-cell lymphoma,1435,C86,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86,,ICD10
"C86.0 Extranodal NK/T-cell lymphoma, nasal type",1436,C86.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86.0,ORPHAcode: 86879 Extranodal nasal NK/T cell lymphoma,ICD10
C86.1 Hepatosplenic T-cell lymphoma,1437,C86.1,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86.1,ORPHAcode: 86882 Hepatosplenic T-cell lymphoma,ICD10
C86.2 Enteropathy-type (intestinal) T-cell lymphoma,1438,C86.2,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86.2,ORPHAcode: 86880 Enteropathy-associated T-cell lymphoma,ICD10
C86.3 Subcutaneous panniculitis-like T-cell lymphoma,1439,C86.3,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86.3,,ICD10
C86.4 Blastic NK-cell lymphoma,1440,C86.4,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86.4,ORPHAcode: 86870 CD4+/CD56+ hematodermic neoplasm,ICD10
C86.5 Angioimmunoblastic T-cell lymphoma,1441,C86.5,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86.5,ORPHAcode: 86886 Angioimmunoblastic T-cell lymphoma,ICD10
C86.6 Other specified types of T/NK-cell lymphoma - Primary cutaneous CD30-positive T-cell proliferations,1442,C86.6,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C86.6,ORPHAcode: 98842 Lymphomatoid papulosis,ICD10
C88 Malignant immunoproliferative diseases,1443,C88,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C88,,ICD10
C88.0 Waldenström macroglobulinaemi,1444,C88.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C88.0,ORPHAcode: 33226 Waldenstr  m macroglobul,ICD10
C88.2 Malignant immunoproliferative diseases - Other heavy chain disease,1445,C88.2,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C88.2,ORPHAcode: 86864 Heavy chain disease,ICD10
C88.3 Immunoproliferative small intestinal disease,1446,C88.3,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C88.3,,ICD10
C88.4 Malignant immunoproliferative diseases - Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma],1447,C88.4,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C88.4,ORPHAcode: 52417 MALT lymphoma,ICD10
C88.7 Other malignant immunoproliferative diseases,1448,C88.7,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C88.7,,ICD10
D02.0 Carcinoma in situ of middle ear and respiratory system - Larynx,1449,D02.0,D00-D09 In situ neoplasms,http://identifiers.org/icd/D02.0,,ICD10
"C88.9 Malignant immunoproliferative disease, unspecified",1450,C88.9,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C88.9,,ICD10
C90 Multiple myeloma and malignant plasma cell neoplasms,1451,C90,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C90,,ICD10
C90.0 Multiple myeloma,1452,C90.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C90.0,ORPHAcode: 29073 Multiple myeloma,ICD10
C90.1 Plasma cell leukaemia,1453,C90.1,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C90.1,ORPHAcode: 454714 Plasma cell leukemia,ICD10
C90.2 Extramedullary plasmacytoma,1454,C90.2,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C90.2,ORPHAcode: 86855 Plasmacytoma,ICD10
C90.3 Solitary plasmacytoma,1455,C90.3,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C90.3,,ICD10
C91 Lymphoid leukaemia,1456,C91,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91,,ICD10
C91.0 Acute lymphoblastic leukaemia [ALL],1457,C91.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.0,ORPHAcode: 99860 Precursor B-cell acute lymphoblastic leukemia,ICD10
C91.1 Chronic lymphocytic leukaemia of B-cell type,1458,C91.1,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.1,ORPHAcode: 67038 B-cell chronic lymphocytic leukemia,ICD10
C91.3 Prolymphocytic leukaemia of B-cell type,1459,C91.3,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.3,ORPHAcode: 86852 B-cell prolymphocytic leukemia,ICD10
C91.4 Hairy-cell leukaemia,1460,C91.4,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.4,ORPHAcode: 58017 Classic hairy cell leukemia,ICD10
C91.5 Adult T-cell lymphoma/leukaemia [HTLV-1-associated],1461,C91.5,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.5,ORPHAcode: 86875 Adult T-cell leukemia/lymphoma,ICD10
C91.6 Prolymphocytic leukaemia of T-cell type,1462,C91.6,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.6,ORPHAcode: 86871 T-cell prolymphocytic leukemia,ICD10
D02.1 Carcinoma in situ of middle ear and respiratory system - Trachea,1463,D02.1,D00-D09 In situ neoplasms,http://identifiers.org/icd/D02.1,,ICD10
C91.7 Other lymphoid leukaemia,1464,C91.7,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.7,ORPHAcode: 86872 T-cell large granular lymphocyte leukemia,ICD10
C91.8 Mature B-cell leukaemia Burkitt-type,1465,C91.8,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.8,,ICD10
"C91.9 Lymphoid leukaemia, unspecified",1466,C91.9,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C91.9,,ICD10
C92 Myeloid leukaemia,1467,C92,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92,,ICD10
C92.0 Acute myeloblastic leukaemia [AML],1468,C92.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.0,ORPHAcode: 98832 Acute myeloid leukemia with minimal differentiation,ICD10
"C92.1 Chronic myeloid leukaemia [CML], BCR/ABL-positive",1469,C92.1,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.1,ORPHAcode: 521 Chronic myeloid leukemia,ICD10
"C92.2 Atypical chronic myeloid leukaemia, BCR/ABL- negative",1470,C92.2,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.2,ORPHAcode: 98824 Atypical chronic myeloid leukemia,ICD10
C92.3 Myeloid sarcoma,1471,C92.3,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.3,ORPHAcode: 86850 Myeloid sarcoma,ICD10
C92.4 Acute promyelocytic leukaemia [PML],1472,C92.4,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.4,ORPHAcode: 520 Acute promyelocytic leukemia,ICD10
C92.5 Acute myelomonocytic leukaemia,1473,C92.5,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.5,ORPHAcode: 517 Acute myelomonocytic leukemia,ICD10
C92.6 Acute myeloid leukaemia with 11q23-abnormality,1474,C92.6,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.6,ORPHAcode: 98831 Acute myeloid leukemia with 11q23 abnormalities,ICD10
C92.7 Other myeloid leukaemia,1475,C92.7,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.7,ORPHAcode: 514 Acute monoblastic/monocytic leukemia,ICD10
C92.8 Acute myeloid leukaemia with multilineage dysplasia,1476,C92.8,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.8,ORPHAcode: 86845 Acute myeloid leukaemia with myelodysplasia-related features,ICD10
"C92.9 Myeloid leukaemia, unspecified",1477,C92.9,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C92.9,,ICD10
C93 Monocytic leukaemia,1478,C93,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C93,,ICD10
C93.0 Acute monoblastic/monocytic leukaemia,1479,C93.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C93.0,,ICD10
C93.1 Chronic myelomonocytic leukaemia,1480,C93.1,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C93.1,ORPHAcode: 98823 Chronic myelomonocytic leukemia,ICD10
C93.3 Juvenile myelomonocytic leukaemia,1481,C93.3,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C93.3,ORPHAcode: 86834 Juvenile myelomonocytic leukemia,ICD10
C93.7 Other monocytic leukaemia,1482,C93.7,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C93.7,,ICD10
"C93.9 Monocytic leukaemia, unspecified",1483,C93.9,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C93.9,,ICD10
C94 Other leukaemias of specified cell type,1484,C94,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C94,,ICD10
C94.0 Other leukaemias of specified cell type - Acute erythroid leukaemia,1485,C94.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C94.0,ORPHAcode: 318 Acute erythroid leukemia,ICD10
C94.2 Other leukaemias of specified cell type - Acute megakaryoblastic leukaemia,1486,C94.2,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C94.2,ORPHAcode: 518 Acute megakaryoblastic leukemia,ICD10
C94.3 Mast cell leukaemia,1487,C94.3,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C94.3,ORPHAcode: 98851 Mast cell leukemia,ICD10
C94.4 Acute panmyelosis with myelofibrosis,1488,C94.4,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C94.4,ORPHAcode: 86843 Acute panmyelosis with myelofibrosis,ICD10
"C94.6 Other leukaemias of specified cell type - Myelodysplastic and myeloproliferative disease, not elsewhere classified",1489,C94.6,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C94.6,ORPHAcode: 98825 Unclassified myelodysplastic/myeloproliferative disease,ICD10
L50-L54 Urticaria and erythema,1490,,XII Diseases of the skin and subcutaneous tissue,,,ICD10
C94.7 Other specified leukaemias,1491,C94.7,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C94.7,ORPHAcode: 86849 Acute basophilic leukemia,ICD10
C95 Leukaemia of unspecified cell type,1492,C95,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C95,,ICD10
C95.0 Acute leukaemia of unspecified cell type,1493,C95.0,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C95.0,ORPHAcode: 98835 Acute undifferentiated leukemia,ICD10
C95.1 Chronic leukaemia of unspecified cell type,1494,C95.1,"C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",http://identifiers.org/icd/C95.1,,ICD10
