name,code,order,parent,ontologyTermURI
C07FB (Beta blocking agents and calcium channel blockers),C07FB,1535,"C07F (BETA BLOCKING AGENTS, OTHER COMBINATIONS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095059
C07FB02 (metoprolol and felodipine),C07FB02,1536,C07FB (Beta blocking agents and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095060
C07FB03 (atenolol and nifedipine),C07FB03,1537,C07FB (Beta blocking agents and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095061
C08 (CALCIUM CHANNEL BLOCKERS),C08,1538,C (CARDIOVASCULAR SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095062
C08C (SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS),C08C,1539,C08 (CALCIUM CHANNEL BLOCKERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095063
C08CA (Dihydropyridine derivatives),C08CA,1540,C08C (SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095064
C08CA01 (amlodipine),C08CA01,1541,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095065
C08CA02 (felodipine),C08CA02,1542,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095066
C08CA03 (isradipine),C08CA03,1543,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095067
C08CA04 (nicardipine),C08CA04,1544,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095068
C08CA05 (nifedipine),C08CA05,1545,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095069
C08CA06 (nimodipine),C08CA06,1546,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095070
C08CA07 (nisoldipine),C08CA07,1547,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095071
C08CA08 (nitrendipine),C08CA08,1548,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095072
C08CA09 (lacidipine),C08CA09,1549,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095073
C08CA10 (nilvadipine),C08CA10,1550,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095074
C08CA11 (manidipine),C08CA11,1551,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095075
C08CA12 (barnidipine),C08CA12,1552,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095076
C08CA13 (lercanidipine),C08CA13,1553,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095077
C08CA14 (cilnidipine),C08CA14,1554,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095078
C08CA15 (benidipine),C08CA15,1555,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095079
"C08CA55 (nifedipine, combinations)",C08CA55,1556,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095080
C08CX (Other selective calcium channel blockers with mainly vascular effects),C08CX,1557,C08C (SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095081
C08CX01 (mibefradil),C08CX01,1558,C08CX (Other selective calcium channel blockers with mainly vascular effects),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095082
C08D (SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS),C08D,1559,C08 (CALCIUM CHANNEL BLOCKERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095083
C08DA (Phenylalkylamine derivatives),C08DA,1560,C08D (SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095084
C08DA01 (verapamil),C08DA01,1561,C08DA (Phenylalkylamine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095085
C08DA02 (gallopamil),C08DA02,1562,C08DA (Phenylalkylamine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095086
"C08DA51 (verapamil, combinations)",C08DA51,1563,C08DA (Phenylalkylamine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095087
C08DB (Benzothiazepine derivatives),C08DB,1564,C08D (SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095088
C08DB01 (diltiazem),C08DB01,1565,C08DB (Benzothiazepine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095089
C08E (NON-SELECTIVE CALCIUM CHANNEL BLOCKERS),C08E,1566,C08 (CALCIUM CHANNEL BLOCKERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095090
C08EA (Phenylalkylamine derivatives),C08EA,1567,C08E (NON-SELECTIVE CALCIUM CHANNEL BLOCKERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095091
C08EA01 (fendiline),C08EA01,1568,C08EA (Phenylalkylamine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095092
C08EA02 (bepridil),C08EA02,1569,C08EA (Phenylalkylamine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095093
C08EX (Other non-selective calcium channel blockers),C08EX,1570,C08E (NON-SELECTIVE CALCIUM CHANNEL BLOCKERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095094
C08EX01 (lidoflazine),C08EX01,1571,C08EX (Other non-selective calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095095
C08EX02 (perhexiline),C08EX02,1572,C08EX (Other non-selective calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095096
C08G (CALCIUM CHANNEL BLOCKERS AND DIURETICS),C08G,1573,C08 (CALCIUM CHANNEL BLOCKERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095097
C08GA (Calcium channel blockers and diuretics),C08GA,1574,C08G (CALCIUM CHANNEL BLOCKERS AND DIURETICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095098
C08GA01 (nifedipine and diuretics),C08GA01,1575,C08GA (Calcium channel blockers and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095099
C09 (AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),C09,1576,C (CARDIOVASCULAR SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095100
"C09A (ACE INHIBITORS, PLAIN)",C09A,1577,C09 (AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095101
"C09AA (ACE inhibitors, plain)",C09AA,1578,"C09A (ACE INHIBITORS, PLAIN)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095102
C09AA01 (captopril),C09AA01,1579,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095103
C09AA02 (enalapril),C09AA02,1580,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095104
C09AA03 (lisinopril),C09AA03,1581,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095105
C09AA04 (perindopril),C09AA04,1582,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095106
C09AA05 (ramipril),C09AA05,1583,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095107
C09AA06 (quinapril),C09AA06,1584,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095108
C09AA07 (benazepril),C09AA07,1585,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095109
C09AA08 (cilazapril),C09AA08,1586,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095110
C09AA09 (fosinopril),C09AA09,1587,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095111
C09AA10 (trandolapril),C09AA10,1588,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095112
C09AA11 (spirapril),C09AA11,1589,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095113
C09AA12 (delapril),C09AA12,1590,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095114
C09AA13 (moexipril),C09AA13,1591,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095115
C09AA14 (temocapril),C09AA14,1592,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095116
C09AA15 (zofenopril),C09AA15,1593,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095117
C09AA16 (imidapril),C09AA16,1594,"C09AA (ACE inhibitors, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095118
"C09B (ACE INHIBITORS, COMBINATIONS)",C09B,1595,C09 (AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095119
C09BA (ACE inhibitors and diuretics),C09BA,1596,"C09B (ACE INHIBITORS, COMBINATIONS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095120
C09BA01 (captopril and diuretics),C09BA01,1597,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095121
C09BA02 (enalapril and diuretics),C09BA02,1598,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095122
C09BA03 (lisinopril and diuretics),C09BA03,1599,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095123
C09BA04 (perindopril and diuretics),C09BA04,1600,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095124
C09BA05 (ramipril and diuretics),C09BA05,1601,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095125
C09BA06 (quinapril and diuretics),C09BA06,1602,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095126
C09BA07 (benazepril and diuretics),C09BA07,1603,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095127
C09BA08 (cilazapril and diuretics),C09BA08,1604,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095128
C09BA09 (fosinopril and diuretics),C09BA09,1605,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095129
C09BA12 (delapril and diuretics),C09BA12,1606,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095130
C09BA13 (moexipril and diuretics),C09BA13,1607,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095131
C09BA15 (zofenopril and diuretics),C09BA15,1608,C09BA (ACE inhibitors and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095132
C09BB (ACE inhibitors and calcium channel blockers),C09BB,1609,"C09B (ACE INHIBITORS, COMBINATIONS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095133
C09BB02 (enalapril and lercanidipine),C09BB02,1610,C09BB (ACE inhibitors and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095134
C09BB04 (perindopril and amlodipine),C09BB04,1611,C09BB (ACE inhibitors and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095135
C09BB05 (ramipril and felodipine),C09BB05,1612,C09BB (ACE inhibitors and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095136
C09BB10 (trandolapril and verapamil),C09BB10,1613,C09BB (ACE inhibitors and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095137
C09BB12 (delapril and manidipine),C09BB12,1614,C09BB (ACE inhibitors and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095138
"C09C (ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN)",C09C,1615,C09 (AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095139
"C09CA (Angiotensin II receptor blockers (ARBs), plain)",C09CA,1616,"C09C (ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095140
C09CA01 (losartan),C09CA01,1617,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095141
C09CA02 (eprosartan),C09CA02,1618,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095142
C09CA03 (valsartan),C09CA03,1619,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095143
C09CA04 (irbesartan),C09CA04,1620,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095144
C09CA05 (tasosartan),C09CA05,1621,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095145
C09CA06 (candesartan),C09CA06,1622,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095146
C09CA07 (telmisartan),C09CA07,1623,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095147
C09CA08 (olmesartan medoxomil),C09CA08,1624,"C09CA (Angiotensin II receptor blockers (ARBs), plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095148
"C09D (ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS)",C09D,1625,C09 (AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095149
C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),C09DA,1626,"C09D (ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095150
C09DA01 (losartan and diuretics),C09DA01,1627,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095151
C09DA02 (eprosartan and diuretics),C09DA02,1628,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095152
C09DA03 (valsartan and diuretics),C09DA03,1629,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095153
C09DA04 (irbesartan and diuretics),C09DA04,1630,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095154
C09DA06 (candesartan and diuretics),C09DA06,1631,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095155
C09DA07 (telmisartan and diuretics),C09DA07,1632,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095156
C09DA08 (olmesartan medoxomil and diuretics),C09DA08,1633,C09DA (Angiotensin II receptor blockers (ARBs) and diuretics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095157
C09DB (Angiotensin II receptor blockers (ARBs) and calcium channel blockers),C09DB,1634,"C09D (ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095158
C09DB01 (valsartan and amlodipine),C09DB01,1635,C09DB (Angiotensin II receptor blockers (ARBs) and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095159
C09DB02 (olmesartan medoxomil and amlodipine),C09DB02,1636,C09DB (Angiotensin II receptor blockers (ARBs) and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095160
C09X (OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),C09X,1637,C09 (AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095161
C09XA (Renin-inhibitors),C09XA,1638,C09X (OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095162
C09XA01 (remikiren),C09XA01,1639,C09XA (Renin-inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095163
C09XA02 (aliskiren),C09XA02,1640,C09XA (Renin-inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095164
C09XA52 (aliskiren and hydrochlorothiazide),C09XA52,1641,C09XA (Renin-inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095165
C10 (LIPID MODIFYING AGENTS),C10,1642,C (CARDIOVASCULAR SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095166
"C10A (LIPID MODIFYING AGENTS, PLAIN)",C10A,1643,C10 (LIPID MODIFYING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095167
C10AA (HMG CoA reductase inhibitors),C10AA,1644,"C10A (LIPID MODIFYING AGENTS, PLAIN)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095168
C10AA01 (simvastatin),C10AA01,1645,C10AA (HMG CoA reductase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095169
C10AA02 (lovastatin),C10AA02,1646,C10AA (HMG CoA reductase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095170
C10AA03 (pravastatin),C10AA03,1647,C10AA (HMG CoA reductase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095171
C10AA04 (fluvastatin),C10AA04,1648,C10AA (HMG CoA reductase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095172
C10AA05 (atorvastatin),C10AA05,1649,C10AA (HMG CoA reductase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095173
