order,name,label,codesystem,code,definition,ontologyTermURI
,FAM230B,FAM230B,HGNC,HGNC:32943,family with sequence similarity 230 member B,https://identifiers.org/hgnc:32943
,FAM230C,FAM230C,HGNC,HGNC:24482,family with sequence similarity 230 member C,https://identifiers.org/hgnc:24482
,FAM230D,FAM230D,HGNC,HGNC:53910,family with sequence similarity 230 member D,https://identifiers.org/hgnc:53910
,FAM230E,FAM230E,HGNC,HGNC:52450,family with sequence similarity 230 member E,https://identifiers.org/hgnc:52450
,FAM230F,FAM230F,HGNC,HGNC:52451,family with sequence similarity 230 member F,https://identifiers.org/hgnc:52451
,FAM230G,FAM230G,HGNC,HGNC:52423,family with sequence similarity 230 member G,https://identifiers.org/hgnc:52423
,FAM230H,FAM230H,HGNC,HGNC:53977,family with sequence similarity 230 member H,https://identifiers.org/hgnc:53977
,FAM230I,FAM230I,HGNC,HGNC:52446,family with sequence similarity 230 member I,https://identifiers.org/hgnc:52446
,FAM230J,FAM230J,HGNC,HGNC:52448,family with sequence similarity 230 member J,https://identifiers.org/hgnc:52448
,FAM234A,FAM234A,HGNC,HGNC:14163,family with sequence similarity 234 member A,https://identifiers.org/hgnc:14163
,FAM234B,FAM234B,HGNC,HGNC:29288,family with sequence similarity 234 member B,https://identifiers.org/hgnc:29288
,FAM236A,FAM236A,HGNC,HGNC:44268,family with sequence similarity 236 member A,https://identifiers.org/hgnc:44268
,FAM236B,FAM236B,HGNC,HGNC:52640,family with sequence similarity 236 member B,https://identifiers.org/hgnc:52640
,FAM236C,FAM236C,HGNC,HGNC:52641,family with sequence similarity 236 member C,https://identifiers.org/hgnc:52641
,FAM236D,FAM236D,HGNC,HGNC:52642,family with sequence similarity 236 member D,https://identifiers.org/hgnc:52642
,FAM237A,FAM237A,HGNC,HGNC:52388,family with sequence similarity 237 member A,https://identifiers.org/hgnc:52388
,FAM237B,FAM237B,HGNC,HGNC:53217,family with sequence similarity 237 member B,https://identifiers.org/hgnc:53217
,FAM238A,FAM238A,HGNC,HGNC:17776,family with sequence similarity 238 member A,https://identifiers.org/hgnc:17776
,FAM238B,FAM238B,HGNC,HGNC:44917,family with sequence similarity 238 member B,https://identifiers.org/hgnc:44917
,FAM238C,FAM238C,HGNC,HGNC:24672,family with sequence similarity 238 member C,https://identifiers.org/hgnc:24672
,FAM239C,FAM239C,HGNC,HGNC:53416,family with sequence similarity 239 member C,https://identifiers.org/hgnc:53416
,FAM240A,FAM240A,HGNC,HGNC:52390,family with sequence similarity 240 member A,https://identifiers.org/hgnc:52390
,FAM240B,FAM240B,HGNC,HGNC:53430,family with sequence similarity 240 member B,https://identifiers.org/hgnc:53430
,FAM240C,FAM240C,HGNC,HGNC:54200,family with sequence similarity 240 member C,https://identifiers.org/hgnc:54200
,FAM241A,FAM241A,HGNC,HGNC:26813,family with sequence similarity 241 member A,https://identifiers.org/hgnc:26813
,FAM241B,FAM241B,HGNC,HGNC:23519,family with sequence similarity 241 member B,https://identifiers.org/hgnc:23519
,FAM242A,FAM242A,HGNC,HGNC:51597,family with sequence similarity 242 member A,https://identifiers.org/hgnc:51597
,FAM242B,FAM242B,HGNC,HGNC:53872,family with sequence similarity 242 member B,https://identifiers.org/hgnc:53872
,FAM242C,FAM242C,HGNC,HGNC:53873,family with sequence similarity 242 member C,https://identifiers.org/hgnc:53873
,FAM242D,FAM242D,HGNC,HGNC:53874,family with sequence similarity 242 member D,https://identifiers.org/hgnc:53874
,FAM242E,FAM242E,HGNC,HGNC:53875,family with sequence similarity 242 member E,https://identifiers.org/hgnc:53875
,FAM242F,FAM242F,HGNC,HGNC:53876,family with sequence similarity 242 member F,https://identifiers.org/hgnc:53876
,FAM245A,FAM245A,HGNC,HGNC:45163,family with sequence similarity 245 member A,https://identifiers.org/hgnc:45163
,FAM245B,FAM245B,HGNC,HGNC:54133,family with sequence similarity 245 member B,https://identifiers.org/hgnc:54133
,FAM246A,FAM246A,HGNC,HGNC:54844,family with sequence similarity 246 member A,https://identifiers.org/hgnc:54844
,FAM246B,FAM246B,HGNC,HGNC:54843,family with sequence similarity 246 member B,https://identifiers.org/hgnc:54843
,FAM246C,FAM246C,HGNC,HGNC:54842,family with sequence similarity 246 member C (gene/pseudogene),https://identifiers.org/hgnc:54842
,FAM247A,FAM247A,HGNC,HGNC:54926,family with sequence similarity 247 member A,https://identifiers.org/hgnc:54926
,FAM247B,FAM247B,HGNC,HGNC:54927,family with sequence similarity 247 member B,https://identifiers.org/hgnc:54927
,FAM247C,FAM247C,HGNC,HGNC:54928,family with sequence similarity 247 member C,https://identifiers.org/hgnc:54928
,FAM247D,FAM247D,HGNC,HGNC:54929,family with sequence similarity 247 member D,https://identifiers.org/hgnc:54929
,FAN1,FAN1,HGNC,HGNC:29170,FANCD2 and FANCI associated nuclease 1,https://identifiers.org/hgnc:29170
,FANCA,FANCA,HGNC,HGNC:3582,FA complementation group A,https://identifiers.org/hgnc:3582
,FANCB,FANCB,HGNC,HGNC:3583,FA complementation group B,https://identifiers.org/hgnc:3583
,FANCC,FANCC,HGNC,HGNC:3584,FA complementation group C,https://identifiers.org/hgnc:3584
,FANCD2,FANCD2,HGNC,HGNC:3585,FA complementation group D2,https://identifiers.org/hgnc:3585
,FANCD2OS,FANCD2OS,HGNC,HGNC:28623,FANCD2 opposite strand,https://identifiers.org/hgnc:28623
,FANCD2P1,FANCD2P1,HGNC,HGNC:44487,FANCD2 pseudogene 1,https://identifiers.org/hgnc:44487
,FANCD2P2,FANCD2P2,HGNC,HGNC:44488,FANCD2 pseudogene 2,https://identifiers.org/hgnc:44488
,FANCE,FANCE,HGNC,HGNC:3586,FA complementation group E,https://identifiers.org/hgnc:3586
,FANCF,FANCF,HGNC,HGNC:3587,FA complementation group F,https://identifiers.org/hgnc:3587
,FANCG,FANCG,HGNC,HGNC:3588,FA complementation group G,https://identifiers.org/hgnc:3588
,FANCI,FANCI,HGNC,HGNC:25568,FA complementation group I,https://identifiers.org/hgnc:25568
,FANCL,FANCL,HGNC,HGNC:20748,FA complementation group L,https://identifiers.org/hgnc:20748
,FANCM,FANCM,HGNC,HGNC:23168,FA complementation group M,https://identifiers.org/hgnc:23168
,FANK1,FANK1,HGNC,HGNC:23527,fibronectin type III and ankyrin repeat domains 1,https://identifiers.org/hgnc:23527
,FANK1-AS1,FANK1-AS1,HGNC,HGNC:43915,FANK1 antisense RNA 1,https://identifiers.org/hgnc:43915
,FAP,FAP,HGNC,HGNC:3590,fibroblast activation protein alpha,https://identifiers.org/hgnc:3590
,FAR1,FAR1,HGNC,HGNC:26222,fatty acyl-CoA reductase 1,https://identifiers.org/hgnc:26222
,FAR1-IT1,FAR1-IT1,HGNC,HGNC:41485,FAR1 intronic transcript 1,https://identifiers.org/hgnc:41485
,FAR1P1,FAR1P1,HGNC,HGNC:39675,fatty acyl-CoA reductase 1 pseudogene 1,https://identifiers.org/hgnc:39675
,FAR2,FAR2,HGNC,HGNC:25531,fatty acyl-CoA reductase 2,https://identifiers.org/hgnc:25531
,FAR2-AS1,FAR2-AS1,HGNC,HGNC:58443,FAR2 antisense RNA 1,https://identifiers.org/hgnc:58443
,FAR2P1,FAR2P1,HGNC,HGNC:49284,fatty acyl-CoA reductase 2 pseudogene 1,https://identifiers.org/hgnc:49284
,FAR2P2,FAR2P2,HGNC,HGNC:49279,fatty acyl-CoA reductase 2 pseudogene 2,https://identifiers.org/hgnc:49279
,FAR2P3,FAR2P3,HGNC,HGNC:49285,fatty acyl-CoA reductase 2 pseudogene 3,https://identifiers.org/hgnc:49285
,FAR2P4,FAR2P4,HGNC,HGNC:49286,fatty acyl-CoA reductase 2 pseudogene 4,https://identifiers.org/hgnc:49286
,FARP1,FARP1,HGNC,HGNC:3591,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",https://identifiers.org/hgnc:3591
,FARP1-AS1,FARP1-AS1,HGNC,HGNC:40229,FARP1 antisense RNA 1,https://identifiers.org/hgnc:40229
,FARP2,FARP2,HGNC,HGNC:16460,"FERM, ARH/RhoGEF and pleckstrin domain protein 2",https://identifiers.org/hgnc:16460
,FARS2,FARS2,HGNC,HGNC:21062,"phenylalanyl-tRNA synthetase 2, mitochondrial",https://identifiers.org/hgnc:21062
,FARS2-AS1,FARS2-AS1,HGNC,HGNC:56121,FARS2 antisense RNA 1,https://identifiers.org/hgnc:56121
,FARSA,FARSA,HGNC,HGNC:3592,phenylalanyl-tRNA synthetase subunit alpha,https://identifiers.org/hgnc:3592
,FARSA-AS1,FARSA-AS1,HGNC,HGNC:50479,FARSA antisense RNA 1,https://identifiers.org/hgnc:50479
,FARSB,FARSB,HGNC,HGNC:17800,phenylalanyl-tRNA synthetase subunit beta,https://identifiers.org/hgnc:17800
,FARSBP1,FARSBP1,HGNC,HGNC:45115,FARSB pseudogene 1,https://identifiers.org/hgnc:45115
,FAS,FAS,HGNC,HGNC:11920,Fas cell surface death receptor,https://identifiers.org/hgnc:11920
,FAS-AS1,FAS-AS1,HGNC,HGNC:37128,FAS antisense RNA 1,https://identifiers.org/hgnc:37128
,FASLG,FASLG,HGNC,HGNC:11936,Fas ligand,https://identifiers.org/hgnc:11936
,FASN,FASN,HGNC,HGNC:3594,fatty acid synthase,https://identifiers.org/hgnc:3594
,FASTK,FASTK,HGNC,HGNC:24676,Fas activated serine/threonine kinase,https://identifiers.org/hgnc:24676
,FASTKD1,FASTKD1,HGNC,HGNC:26150,FAST kinase domains 1,https://identifiers.org/hgnc:26150
,FASTKD2,FASTKD2,HGNC,HGNC:29160,FAST kinase domains 2,https://identifiers.org/hgnc:29160
,FASTKD3,FASTKD3,HGNC,HGNC:28758,FAST kinase domains 3,https://identifiers.org/hgnc:28758
,FASTKD5,FASTKD5,HGNC,HGNC:25790,FAST kinase domains 5,https://identifiers.org/hgnc:25790
,FAT1,FAT1,HGNC,HGNC:3595,FAT atypical cadherin 1,https://identifiers.org/hgnc:3595
,FAT1P1,FAT1P1,HGNC,HGNC:16582,FAT atypical cadherin 1 pseudogene 1,https://identifiers.org/hgnc:16582
,FAT2,FAT2,HGNC,HGNC:3596,FAT atypical cadherin 2,https://identifiers.org/hgnc:3596
,FAT3,FAT3,HGNC,HGNC:23112,FAT atypical cadherin 3,https://identifiers.org/hgnc:23112
,FAT4,FAT4,HGNC,HGNC:23109,FAT atypical cadherin 4,https://identifiers.org/hgnc:23109
,FATE1,FATE1,HGNC,HGNC:24683,fetal and adult testis expressed 1,https://identifiers.org/hgnc:24683
,FAU,FAU,HGNC,HGNC:3597,FAU ubiquitin like and ribosomal protein S30 fusion,https://identifiers.org/hgnc:3597
,FAUP1,FAUP1,HGNC,HGNC:17984,FAU pseudogene 1,https://identifiers.org/hgnc:17984
,FAUP2,FAUP2,HGNC,HGNC:36535,FAU pseudogene 2,https://identifiers.org/hgnc:36535
,FAUP3,FAUP3,HGNC,HGNC:36970,FAU pseudogene 3,https://identifiers.org/hgnc:36970
,FAUP4,FAUP4,HGNC,HGNC:56253,FAU pseudogene 4,https://identifiers.org/hgnc:56253
,FAXC,FAXC,HGNC,HGNC:20742,"failed axon connections homolog, metaxin like GST domain containing",https://identifiers.org/hgnc:20742
,FAXDC2,FAXDC2,HGNC,HGNC:1334,fatty acid hydroxylase domain containing 2,https://identifiers.org/hgnc:1334
,FBF1,FBF1,HGNC,HGNC:24674,Fas binding factor 1,https://identifiers.org/hgnc:24674
,FBH1,FBH1,HGNC,HGNC:13620,F-box DNA helicase 1,https://identifiers.org/hgnc:13620
,FBL,FBL,HGNC,HGNC:3599,fibrillarin rRNA 2'-O-methyltransferase,https://identifiers.org/hgnc:3599
,FBLIM1,FBLIM1,HGNC,HGNC:24686,filamin binding LIM protein 1,https://identifiers.org/hgnc:24686
,FBLIM1P1,FBLIM1P1,HGNC,HGNC:55107,FBLIM1 pseudogene 1,https://identifiers.org/hgnc:55107
,FBLIM1P2,FBLIM1P2,HGNC,HGNC:55108,FBLIM1 pseudogene 2,https://identifiers.org/hgnc:55108
,FBLL1,FBLL1,HGNC,HGNC:35458,fibrillarin like rRNA 2'-O-methyltransferase 1,https://identifiers.org/hgnc:35458
,FBLN1,FBLN1,HGNC,HGNC:3600,fibulin 1,https://identifiers.org/hgnc:3600
,FBLN2,FBLN2,HGNC,HGNC:3601,fibulin 2,https://identifiers.org/hgnc:3601
,FBLN5,FBLN5,HGNC,HGNC:3602,fibulin 5,https://identifiers.org/hgnc:3602
,FBLN7,FBLN7,HGNC,HGNC:26740,fibulin 7,https://identifiers.org/hgnc:26740
,FBLP1,FBLP1,HGNC,HGNC:56806,FBL pseudogene 1,https://identifiers.org/hgnc:56806
,FBN1,FBN1,HGNC,HGNC:3603,fibrillin 1,https://identifiers.org/hgnc:3603
,FBN1-DT,FBN1-DT,HGNC,HGNC:55413,FBN1 divergent transcript,https://identifiers.org/hgnc:55413
,FBN2,FBN2,HGNC,HGNC:3604,fibrillin 2,https://identifiers.org/hgnc:3604
,FBN3,FBN3,HGNC,HGNC:18794,fibrillin 3,https://identifiers.org/hgnc:18794
,FBP1,FBP1,HGNC,HGNC:3606,fructose-bisphosphatase 1,https://identifiers.org/hgnc:3606
,FBP2,FBP2,HGNC,HGNC:3607,fructose-bisphosphatase 2,https://identifiers.org/hgnc:3607
,FBP2P1,FBP2P1,HGNC,HGNC:49924,fructose-bisphosphatase 2 pseudogene 1,https://identifiers.org/hgnc:49924
,FBRS,FBRS,HGNC,HGNC:20442,fibrosin,https://identifiers.org/hgnc:20442
,FBRSL1,FBRSL1,HGNC,HGNC:29308,fibrosin like 1,https://identifiers.org/hgnc:29308
,FBRSL1P1,FBRSL1P1,HGNC,HGNC:56500,FBRSL1 pseudogene 1,https://identifiers.org/hgnc:56500
,FBXL2,FBXL2,HGNC,HGNC:13598,F-box and leucine rich repeat protein 2,https://identifiers.org/hgnc:13598
,FBXL3,FBXL3,HGNC,HGNC:13599,F-box and leucine rich repeat protein 3,https://identifiers.org/hgnc:13599
,FBXL4,FBXL4,HGNC,HGNC:13601,F-box and leucine rich repeat protein 4,https://identifiers.org/hgnc:13601
,FBXL5,FBXL5,HGNC,HGNC:13602,F-box and leucine rich repeat protein 5,https://identifiers.org/hgnc:13602
,FBXL6,FBXL6,HGNC,HGNC:13603,F-box and leucine rich repeat protein 6,https://identifiers.org/hgnc:13603
,FBXL7,FBXL7,HGNC,HGNC:13604,F-box and leucine rich repeat protein 7,https://identifiers.org/hgnc:13604
,FBXL7-AS1,FBXL7-AS1,HGNC,HGNC:59006,FBXL7 antisense RNA 1,https://identifiers.org/hgnc:59006
,FBXL7-AS2,FBXL7-AS2,HGNC,HGNC:59007,FBXL7 antisense RNA 2,https://identifiers.org/hgnc:59007
,FBXL8,FBXL8,HGNC,HGNC:17875,F-box and leucine rich repeat protein 8,https://identifiers.org/hgnc:17875
,FBXL9P,FBXL9P,HGNC,HGNC:13605,"F-box and leucine rich repeat protein 9, pseudogene",https://identifiers.org/hgnc:13605
,FBXL12,FBXL12,HGNC,HGNC:13611,F-box and leucine rich repeat protein 12,https://identifiers.org/hgnc:13611
,FBXL12P1,FBXL12P1,HGNC,HGNC:54776,FBXL12 pseudogene 1,https://identifiers.org/hgnc:54776
,FBXL13,FBXL13,HGNC,HGNC:21658,F-box and leucine rich repeat protein 13,https://identifiers.org/hgnc:21658
,FBXL14,FBXL14,HGNC,HGNC:28624,F-box and leucine rich repeat protein 14,https://identifiers.org/hgnc:28624
,FBXL15,FBXL15,HGNC,HGNC:28155,F-box and leucine rich repeat protein 15,https://identifiers.org/hgnc:28155
,FBXL16,FBXL16,HGNC,HGNC:14150,F-box and leucine rich repeat protein 16,https://identifiers.org/hgnc:14150
,FBXL17,FBXL17,HGNC,HGNC:13615,F-box and leucine rich repeat protein 17,https://identifiers.org/hgnc:13615
,FBXL17-AS1,FBXL17-AS1,HGNC,HGNC:59106,FBXL17 antisense RNA 1,https://identifiers.org/hgnc:59106
,FBXL18,FBXL18,HGNC,HGNC:21874,F-box and leucine rich repeat protein 18,https://identifiers.org/hgnc:21874
,FBXL19,FBXL19,HGNC,HGNC:25300,F-box and leucine rich repeat protein 19,https://identifiers.org/hgnc:25300
,FBXL19-AS1,FBXL19-AS1,HGNC,HGNC:27557,FBXL19 antisense RNA 1,https://identifiers.org/hgnc:27557
,FBXL20,FBXL20,HGNC,HGNC:24679,F-box and leucine rich repeat protein 20,https://identifiers.org/hgnc:24679
,FBXL21P,FBXL21P,HGNC,HGNC:13600,"F-box and leucine rich repeat protein 21, pseudogene",https://identifiers.org/hgnc:13600
,FBXL22,FBXL22,HGNC,HGNC:27537,F-box and leucine rich repeat protein 22,https://identifiers.org/hgnc:27537
,FBXO2,FBXO2,HGNC,HGNC:13581,F-box protein 2,https://identifiers.org/hgnc:13581
,FBXO3,FBXO3,HGNC,HGNC:13582,F-box protein 3,https://identifiers.org/hgnc:13582
,FBXO3-DT,FBXO3-DT,HGNC,HGNC:51147,FBXO3 divergent transcript,https://identifiers.org/hgnc:51147
,FBXO4,FBXO4,HGNC,HGNC:13583,F-box protein 4,https://identifiers.org/hgnc:13583
,FBXO5,FBXO5,HGNC,HGNC:13584,F-box protein 5,https://identifiers.org/hgnc:13584
,FBXO6,FBXO6,HGNC,HGNC:13585,F-box protein 6,https://identifiers.org/hgnc:13585
,FBXO7,FBXO7,HGNC,HGNC:13586,F-box protein 7,https://identifiers.org/hgnc:13586
,FBXO8,FBXO8,HGNC,HGNC:13587,F-box protein 8,https://identifiers.org/hgnc:13587
,FBXO9,FBXO9,HGNC,HGNC:13588,F-box protein 9,https://identifiers.org/hgnc:13588
,FBXO10,FBXO10,HGNC,HGNC:13589,F-box protein 10,https://identifiers.org/hgnc:13589
,FBXO11,FBXO11,HGNC,HGNC:13590,F-box protein 11,https://identifiers.org/hgnc:13590
,FBXO15,FBXO15,HGNC,HGNC:13617,F-box protein 15,https://identifiers.org/hgnc:13617
,FBXO16,FBXO16,HGNC,HGNC:13618,F-box protein 16,https://identifiers.org/hgnc:13618
,FBXO16-AS1,FBXO16-AS1,HGNC,HGNC:58255,FBXO16 antisense RNA 1,https://identifiers.org/hgnc:58255
,FBXO17,FBXO17,HGNC,HGNC:18754,F-box protein 17,https://identifiers.org/hgnc:18754
,FBXO21,FBXO21,HGNC,HGNC:13592,F-box protein 21,https://identifiers.org/hgnc:13592
,FBXO22,FBXO22,HGNC,HGNC:13593,F-box protein 22,https://identifiers.org/hgnc:13593
,FBXO24,FBXO24,HGNC,HGNC:13595,F-box protein 24,https://identifiers.org/hgnc:13595
,FBXO25,FBXO25,HGNC,HGNC:13596,F-box protein 25,https://identifiers.org/hgnc:13596
,FBXO27,FBXO27,HGNC,HGNC:18753,F-box protein 27,https://identifiers.org/hgnc:18753
,FBXO28,FBXO28,HGNC,HGNC:29046,F-box protein 28,https://identifiers.org/hgnc:29046
,FBXO30,FBXO30,HGNC,HGNC:15600,F-box protein 30,https://identifiers.org/hgnc:15600
,FBXO31,FBXO31,HGNC,HGNC:16510,F-box protein 31,https://identifiers.org/hgnc:16510
,FBXO32,FBXO32,HGNC,HGNC:16731,F-box protein 32,https://identifiers.org/hgnc:16731
,FBXO33,FBXO33,HGNC,HGNC:19833,F-box protein 33,https://identifiers.org/hgnc:19833
,FBXO34,FBXO34,HGNC,HGNC:20201,F-box protein 34,https://identifiers.org/hgnc:20201
,FBXO34-AS1,FBXO34-AS1,HGNC,HGNC:55450,FBXO34 antisense RNA 1,https://identifiers.org/hgnc:55450
,FBXO36,FBXO36,HGNC,HGNC:27020,F-box protein 36,https://identifiers.org/hgnc:27020
,FBXO36-IT1,FBXO36-IT1,HGNC,HGNC:41489,FBXO36 intronic transcript 1,https://identifiers.org/hgnc:41489
,FBXO36P1,FBXO36P1,HGNC,HGNC:50363,F-box protein 36 pseudogene 1,https://identifiers.org/hgnc:50363
,FBXO38,FBXO38,HGNC,HGNC:28844,F-box protein 38,https://identifiers.org/hgnc:28844
,FBXO38-DT,FBXO38-DT,HGNC,HGNC:55589,FBXO38 divergent transcript,https://identifiers.org/hgnc:55589
,FBXO39,FBXO39,HGNC,HGNC:28565,F-box protein 39,https://identifiers.org/hgnc:28565
,FBXO40,FBXO40,HGNC,HGNC:29816,F-box protein 40,https://identifiers.org/hgnc:29816
,FBXO41,FBXO41,HGNC,HGNC:29409,F-box protein 41,https://identifiers.org/hgnc:29409
,FBXO42,FBXO42,HGNC,HGNC:29249,F-box protein 42,https://identifiers.org/hgnc:29249
,FBXO43,FBXO43,HGNC,HGNC:28521,F-box protein 43,https://identifiers.org/hgnc:28521
,FBXO44,FBXO44,HGNC,HGNC:24847,F-box protein 44,https://identifiers.org/hgnc:24847
,FBXO45,FBXO45,HGNC,HGNC:29148,F-box protein 45,https://identifiers.org/hgnc:29148
,FBXO46,FBXO46,HGNC,HGNC:25069,F-box protein 46,https://identifiers.org/hgnc:25069
,FBXO47,FBXO47,HGNC,HGNC:31969,F-box protein 47,https://identifiers.org/hgnc:31969
,FBXO48,FBXO48,HGNC,HGNC:33857,F-box protein 48,https://identifiers.org/hgnc:33857
,FBXW2,FBXW2,HGNC,HGNC:13608,F-box and WD repeat domain containing 2,https://identifiers.org/hgnc:13608
,FBXW4,FBXW4,HGNC,HGNC:10847,F-box and WD repeat domain containing 4,https://identifiers.org/hgnc:10847
,FBXW4P1,FBXW4P1,HGNC,HGNC:13609,F-box and WD repeat domain containing 4 pseudogene 1,https://identifiers.org/hgnc:13609
,FBXW5,FBXW5,HGNC,HGNC:13613,F-box and WD repeat domain containing 5,https://identifiers.org/hgnc:13613
