order,collection,research center,primary tumor site,metastasis,year of diagnosis,sex,n
963,FORCE-NEN collections,EMC,SMALL INTESTINE,Unknown,1991-2000,Male,19
964,FORCE-NEN collections,EMC,SMALL INTESTINE,Unknown,1991-2000,Female,11
965,FORCE-NEN collections,EMC,SMALL INTESTINE,Unknown,<1991,Male,6
966,FORCE-NEN collections,EMC,SMALL INTESTINE,Unknown,<1991,Female,20
967,FORCE-NEN collections,EMC,Unknown primary site,Yes,2021-2025,Male,16
968,FORCE-NEN collections,EMC,Unknown primary site,Yes,2021-2025,Female,17
969,FORCE-NEN collections,EMC,Unknown primary site,Yes,2016-2020,Male,3
970,FORCE-NEN collections,EMC,Unknown primary site,Yes,2016-2020,Female,14
971,FORCE-NEN collections,EMC,Unknown primary site,Yes,2011-2015,Male,18
972,FORCE-NEN collections,EMC,Unknown primary site,Yes,2011-2015,Female,3
973,FORCE-NEN collections,EMC,Unknown primary site,Yes,2006-2010,Male,19
974,FORCE-NEN collections,EMC,Unknown primary site,Yes,2006-2010,Female,12
975,FORCE-NEN collections,EMC,Unknown primary site,Yes,2001-2005,Male,11
976,FORCE-NEN collections,EMC,Unknown primary site,Yes,2001-2005,Female,9
977,FORCE-NEN collections,EMC,Unknown primary site,Yes,1991-2000,Male,14
978,FORCE-NEN collections,EMC,Unknown primary site,Yes,1991-2000,Female,4
979,FORCE-NEN collections,EMC,Unknown primary site,Yes,<1991,Male,18
980,FORCE-NEN collections,EMC,Unknown primary site,Yes,<1991,Female,12
981,FORCE-NEN collections,EMC,Unknown primary site,No,2021-2025,Male,8
982,FORCE-NEN collections,EMC,Unknown primary site,No,2021-2025,Female,15
983,FORCE-NEN collections,EMC,Unknown primary site,No,2016-2020,Male,8
984,FORCE-NEN collections,EMC,Unknown primary site,No,2016-2020,Female,7
985,FORCE-NEN collections,EMC,Unknown primary site,No,2011-2015,Male,18
986,FORCE-NEN collections,EMC,Unknown primary site,No,2011-2015,Female,2
987,FORCE-NEN collections,EMC,Unknown primary site,No,2006-2010,Male,16
988,FORCE-NEN collections,EMC,Unknown primary site,No,2006-2010,Female,9
989,FORCE-NEN collections,EMC,Unknown primary site,No,2001-2005,Male,2
990,FORCE-NEN collections,EMC,Unknown primary site,No,2001-2005,Female,17
991,FORCE-NEN collections,EMC,Unknown primary site,No,1991-2000,Male,9
992,FORCE-NEN collections,EMC,Unknown primary site,No,1991-2000,Female,8
993,FORCE-NEN collections,EMC,Unknown primary site,No,<1991,Male,1
994,FORCE-NEN collections,EMC,Unknown primary site,No,<1991,Female,2
995,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2021-2025,Male,9
996,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2021-2025,Female,7
997,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2016-2020,Male,4
998,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2016-2020,Female,16
999,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2011-2015,Male,8
1000,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2011-2015,Female,2
1001,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2006-2010,Male,15
1002,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2006-2010,Female,14
1003,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2001-2005,Male,3
1004,FORCE-NEN collections,EMC,Unknown primary site,Unknown,2001-2005,Female,16
1005,FORCE-NEN collections,EMC,Unknown primary site,Unknown,1991-2000,Male,9
1006,FORCE-NEN collections,EMC,Unknown primary site,Unknown,1991-2000,Female,3
1007,FORCE-NEN collections,EMC,Unknown primary site,Unknown,<1991,Male,3
1008,FORCE-NEN collections,EMC,Unknown primary site,Unknown,<1991,Female,4
1009,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2021-2025,Male,1
1010,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2021-2025,Female,7
1011,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2016-2020,Male,12
1012,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2016-2020,Female,14
1013,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2011-2015,Male,4
1014,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2011-2015,Female,15
1015,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2006-2010,Male,8
1016,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2006-2010,Female,16
1017,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2001-2005,Male,3
1018,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,2001-2005,Female,20
1019,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,1991-2000,Male,16
1020,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,1991-2000,Female,3
1021,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,<1991,Male,17
1022,FORCE-NEN collections,UMCU,ESOPHAGUS,Yes,<1991,Female,17
1023,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2021-2025,Male,8
1024,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2021-2025,Female,13
1025,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2016-2020,Male,11
1026,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2016-2020,Female,15
1027,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2011-2015,Male,15
1028,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2011-2015,Female,4
1029,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2006-2010,Male,8
1030,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2006-2010,Female,16
1031,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2001-2005,Male,19
1032,FORCE-NEN collections,UMCU,ESOPHAGUS,No,2001-2005,Female,2
1033,FORCE-NEN collections,UMCU,ESOPHAGUS,No,1991-2000,Male,15
1034,FORCE-NEN collections,UMCU,ESOPHAGUS,No,1991-2000,Female,0
1035,FORCE-NEN collections,UMCU,ESOPHAGUS,No,<1991,Male,19
1036,FORCE-NEN collections,UMCU,ESOPHAGUS,No,<1991,Female,16
1037,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2021-2025,Male,18
1038,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2021-2025,Female,16
1039,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2016-2020,Male,6
1040,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2016-2020,Female,0
1041,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2011-2015,Male,3
1042,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2011-2015,Female,2
1043,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2006-2010,Male,10
1044,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2006-2010,Female,16
1045,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2001-2005,Male,13
1046,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,2001-2005,Female,20
1047,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,1991-2000,Male,3
1048,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,1991-2000,Female,15
1049,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,<1991,Male,8
1050,FORCE-NEN collections,UMCU,ESOPHAGUS,Unknown,<1991,Female,8
1051,FORCE-NEN collections,UMCU,COLON,Yes,2021-2025,Male,14
1052,FORCE-NEN collections,UMCU,COLON,Yes,2021-2025,Female,2
1053,FORCE-NEN collections,UMCU,COLON,Yes,2016-2020,Male,10
1054,FORCE-NEN collections,UMCU,COLON,Yes,2016-2020,Female,15
1055,FORCE-NEN collections,UMCU,COLON,Yes,2011-2015,Male,11
1056,FORCE-NEN collections,UMCU,COLON,Yes,2011-2015,Female,15
1057,FORCE-NEN collections,UMCU,COLON,Yes,2006-2010,Male,19
1058,FORCE-NEN collections,UMCU,COLON,Yes,2006-2010,Female,9
1059,FORCE-NEN collections,UMCU,COLON,Yes,2001-2005,Male,10
1060,FORCE-NEN collections,UMCU,COLON,Yes,2001-2005,Female,18
1061,FORCE-NEN collections,UMCU,COLON,Yes,1991-2000,Male,11
1062,FORCE-NEN collections,UMCU,COLON,Yes,1991-2000,Female,3
1063,FORCE-NEN collections,UMCU,COLON,Yes,<1991,Male,8
1064,FORCE-NEN collections,UMCU,COLON,Yes,<1991,Female,13
1065,FORCE-NEN collections,UMCU,COLON,No,2021-2025,Male,11
1066,FORCE-NEN collections,UMCU,COLON,No,2021-2025,Female,20
1067,FORCE-NEN collections,UMCU,COLON,No,2016-2020,Male,17
1068,FORCE-NEN collections,UMCU,COLON,No,2016-2020,Female,15
1069,FORCE-NEN collections,UMCU,COLON,No,2011-2015,Male,8
1070,FORCE-NEN collections,UMCU,COLON,No,2011-2015,Female,7
1071,FORCE-NEN collections,UMCU,COLON,No,2006-2010,Male,17
1072,FORCE-NEN collections,UMCU,COLON,No,2006-2010,Female,11
1073,FORCE-NEN collections,UMCU,COLON,No,2001-2005,Male,13
1074,FORCE-NEN collections,UMCU,COLON,No,2001-2005,Female,15
1075,FORCE-NEN collections,UMCU,COLON,No,1991-2000,Male,16
1076,FORCE-NEN collections,UMCU,COLON,No,1991-2000,Female,4
1077,FORCE-NEN collections,UMCU,COLON,No,<1991,Male,16
1078,FORCE-NEN collections,UMCU,COLON,No,<1991,Female,20
1079,FORCE-NEN collections,UMCU,COLON,Unknown,2021-2025,Male,8
1080,FORCE-NEN collections,UMCU,COLON,Unknown,2021-2025,Female,9
1081,FORCE-NEN collections,UMCU,COLON,Unknown,2016-2020,Male,20
1082,FORCE-NEN collections,UMCU,COLON,Unknown,2016-2020,Female,13
1083,FORCE-NEN collections,UMCU,COLON,Unknown,2011-2015,Male,14
1084,FORCE-NEN collections,UMCU,COLON,Unknown,2011-2015,Female,12
1085,FORCE-NEN collections,UMCU,COLON,Unknown,2006-2010,Male,1
1086,FORCE-NEN collections,UMCU,COLON,Unknown,2006-2010,Female,7
1087,FORCE-NEN collections,UMCU,COLON,Unknown,2001-2005,Male,0
1088,FORCE-NEN collections,UMCU,COLON,Unknown,2001-2005,Female,9
1089,FORCE-NEN collections,UMCU,COLON,Unknown,1991-2000,Male,17
1090,FORCE-NEN collections,UMCU,COLON,Unknown,1991-2000,Female,14
1091,FORCE-NEN collections,UMCU,COLON,Unknown,<1991,Male,6
1092,FORCE-NEN collections,UMCU,COLON,Unknown,<1991,Female,8
1093,FORCE-NEN collections,UMCU,RECTUM,Yes,2021-2025,Male,20
1094,FORCE-NEN collections,UMCU,RECTUM,Yes,2021-2025,Female,5
1095,FORCE-NEN collections,UMCU,RECTUM,Yes,2016-2020,Male,20
1096,FORCE-NEN collections,UMCU,RECTUM,Yes,2016-2020,Female,16
1097,FORCE-NEN collections,UMCU,RECTUM,Yes,2011-2015,Male,17
1098,FORCE-NEN collections,UMCU,RECTUM,Yes,2011-2015,Female,9
1099,FORCE-NEN collections,UMCU,RECTUM,Yes,2006-2010,Male,12
1100,FORCE-NEN collections,UMCU,RECTUM,Yes,2006-2010,Female,17
1101,FORCE-NEN collections,UMCU,RECTUM,Yes,2001-2005,Male,20
1102,FORCE-NEN collections,UMCU,RECTUM,Yes,2001-2005,Female,13
1103,FORCE-NEN collections,UMCU,RECTUM,Yes,1991-2000,Male,16
1104,FORCE-NEN collections,UMCU,RECTUM,Yes,1991-2000,Female,5
1105,FORCE-NEN collections,UMCU,RECTUM,Yes,<1991,Male,6
1106,FORCE-NEN collections,UMCU,RECTUM,Yes,<1991,Female,0
1107,FORCE-NEN collections,UMCU,RECTUM,No,2021-2025,Male,17
1108,FORCE-NEN collections,UMCU,RECTUM,No,2021-2025,Female,20
1109,FORCE-NEN collections,UMCU,RECTUM,No,2016-2020,Male,16
1110,FORCE-NEN collections,UMCU,RECTUM,No,2016-2020,Female,3
1111,FORCE-NEN collections,UMCU,RECTUM,No,2011-2015,Male,18
1112,FORCE-NEN collections,UMCU,RECTUM,No,2011-2015,Female,3
1113,FORCE-NEN collections,UMCU,RECTUM,No,2006-2010,Male,7
1114,FORCE-NEN collections,UMCU,RECTUM,No,2006-2010,Female,20
1115,FORCE-NEN collections,UMCU,RECTUM,No,2001-2005,Male,4
1116,FORCE-NEN collections,UMCU,RECTUM,No,2001-2005,Female,8
1117,FORCE-NEN collections,UMCU,RECTUM,No,1991-2000,Male,11
1118,FORCE-NEN collections,UMCU,RECTUM,No,1991-2000,Female,5
1119,FORCE-NEN collections,UMCU,RECTUM,No,<1991,Male,0
1120,FORCE-NEN collections,UMCU,RECTUM,No,<1991,Female,12
1121,FORCE-NEN collections,UMCU,RECTUM,Unknown,2021-2025,Male,3
1122,FORCE-NEN collections,UMCU,RECTUM,Unknown,2021-2025,Female,17
1123,FORCE-NEN collections,UMCU,RECTUM,Unknown,2016-2020,Male,6
1124,FORCE-NEN collections,UMCU,RECTUM,Unknown,2016-2020,Female,13
1125,FORCE-NEN collections,UMCU,RECTUM,Unknown,2011-2015,Male,4
1126,FORCE-NEN collections,UMCU,RECTUM,Unknown,2011-2015,Female,12
1127,FORCE-NEN collections,UMCU,RECTUM,Unknown,2006-2010,Male,11
1128,FORCE-NEN collections,UMCU,RECTUM,Unknown,2006-2010,Female,6
1129,FORCE-NEN collections,UMCU,RECTUM,Unknown,2001-2005,Male,5
1130,FORCE-NEN collections,UMCU,RECTUM,Unknown,2001-2005,Female,1
1131,FORCE-NEN collections,UMCU,RECTUM,Unknown,1991-2000,Male,7
1132,FORCE-NEN collections,UMCU,RECTUM,Unknown,1991-2000,Female,4
1133,FORCE-NEN collections,UMCU,RECTUM,Unknown,<1991,Male,0
1134,FORCE-NEN collections,UMCU,RECTUM,Unknown,<1991,Female,0
1135,FORCE-NEN collections,UMCU,Appendix,Yes,2021-2025,Male,1
1136,FORCE-NEN collections,UMCU,Appendix,Yes,2021-2025,Female,18
1137,FORCE-NEN collections,UMCU,Appendix,Yes,2016-2020,Male,20
1138,FORCE-NEN collections,UMCU,Appendix,Yes,2016-2020,Female,4
1139,FORCE-NEN collections,UMCU,Appendix,Yes,2011-2015,Male,4
1140,FORCE-NEN collections,UMCU,Appendix,Yes,2011-2015,Female,20
1141,FORCE-NEN collections,UMCU,Appendix,Yes,2006-2010,Male,5
1142,FORCE-NEN collections,UMCU,Appendix,Yes,2006-2010,Female,2
1143,FORCE-NEN collections,UMCU,Appendix,Yes,2001-2005,Male,10
1144,FORCE-NEN collections,UMCU,Appendix,Yes,2001-2005,Female,8
1145,FORCE-NEN collections,UMCU,Appendix,Yes,1991-2000,Male,19
1146,FORCE-NEN collections,UMCU,Appendix,Yes,1991-2000,Female,9
1147,FORCE-NEN collections,UMCU,Appendix,Yes,<1991,Male,2
1148,FORCE-NEN collections,UMCU,Appendix,Yes,<1991,Female,2
1149,FORCE-NEN collections,UMCU,Appendix,No,2021-2025,Male,18
1150,FORCE-NEN collections,UMCU,Appendix,No,2021-2025,Female,2
1151,FORCE-NEN collections,UMCU,Appendix,No,2016-2020,Male,7
1152,FORCE-NEN collections,UMCU,Appendix,No,2016-2020,Female,0
1153,FORCE-NEN collections,UMCU,Appendix,No,2011-2015,Male,0
1154,FORCE-NEN collections,UMCU,Appendix,No,2011-2015,Female,1
1155,FORCE-NEN collections,UMCU,Appendix,No,2006-2010,Male,19
1156,FORCE-NEN collections,UMCU,Appendix,No,2006-2010,Female,13
1157,FORCE-NEN collections,UMCU,Appendix,No,2001-2005,Male,2
1158,FORCE-NEN collections,UMCU,Appendix,No,2001-2005,Female,11
1159,FORCE-NEN collections,UMCU,Appendix,No,1991-2000,Male,19
1160,FORCE-NEN collections,UMCU,Appendix,No,1991-2000,Female,2
1161,FORCE-NEN collections,UMCU,Appendix,No,<1991,Male,4
1162,FORCE-NEN collections,UMCU,Appendix,No,<1991,Female,5
1163,FORCE-NEN collections,UMCU,Appendix,Unknown,2021-2025,Male,15
1164,FORCE-NEN collections,UMCU,Appendix,Unknown,2021-2025,Female,2
1165,FORCE-NEN collections,UMCU,Appendix,Unknown,2016-2020,Male,13
1166,FORCE-NEN collections,UMCU,Appendix,Unknown,2016-2020,Female,1
1167,FORCE-NEN collections,UMCU,Appendix,Unknown,2011-2015,Male,4
1168,FORCE-NEN collections,UMCU,Appendix,Unknown,2011-2015,Female,3
1169,FORCE-NEN collections,UMCU,Appendix,Unknown,2006-2010,Male,20
1170,FORCE-NEN collections,UMCU,Appendix,Unknown,2006-2010,Female,0
1171,FORCE-NEN collections,UMCU,Appendix,Unknown,2001-2005,Male,12
1172,FORCE-NEN collections,UMCU,Appendix,Unknown,2001-2005,Female,9
1173,FORCE-NEN collections,UMCU,Appendix,Unknown,1991-2000,Male,12
1174,FORCE-NEN collections,UMCU,Appendix,Unknown,1991-2000,Female,13
1175,FORCE-NEN collections,UMCU,Appendix,Unknown,<1991,Male,19
1176,FORCE-NEN collections,UMCU,Appendix,Unknown,<1991,Female,6
1177,FORCE-NEN collections,UMCU,STOMACH,Yes,2021-2025,Male,18
1178,FORCE-NEN collections,UMCU,STOMACH,Yes,2021-2025,Female,12
1179,FORCE-NEN collections,UMCU,STOMACH,Yes,2016-2020,Male,8
1180,FORCE-NEN collections,UMCU,STOMACH,Yes,2016-2020,Female,18
1181,FORCE-NEN collections,UMCU,STOMACH,Yes,2011-2015,Male,15
1182,FORCE-NEN collections,UMCU,STOMACH,Yes,2011-2015,Female,10
1183,FORCE-NEN collections,UMCU,STOMACH,Yes,2006-2010,Male,0
1184,FORCE-NEN collections,UMCU,STOMACH,Yes,2006-2010,Female,1
1185,FORCE-NEN collections,UMCU,STOMACH,Yes,2001-2005,Male,7
1186,FORCE-NEN collections,UMCU,STOMACH,Yes,2001-2005,Female,2
1187,FORCE-NEN collections,UMCU,STOMACH,Yes,1991-2000,Male,6
1188,FORCE-NEN collections,UMCU,STOMACH,Yes,1991-2000,Female,14
1189,FORCE-NEN collections,UMCU,STOMACH,Yes,<1991,Male,19
1190,FORCE-NEN collections,UMCU,STOMACH,Yes,<1991,Female,9
1191,FORCE-NEN collections,UMCU,STOMACH,No,2021-2025,Male,14
1192,FORCE-NEN collections,UMCU,STOMACH,No,2021-2025,Female,4
1193,FORCE-NEN collections,UMCU,STOMACH,No,2016-2020,Male,9
1194,FORCE-NEN collections,UMCU,STOMACH,No,2016-2020,Female,18
1195,FORCE-NEN collections,UMCU,STOMACH,No,2011-2015,Male,11
1196,FORCE-NEN collections,UMCU,STOMACH,No,2011-2015,Female,4
1197,FORCE-NEN collections,UMCU,STOMACH,No,2006-2010,Male,12
1198,FORCE-NEN collections,UMCU,STOMACH,No,2006-2010,Female,3
1199,FORCE-NEN collections,UMCU,STOMACH,No,2001-2005,Male,11
1200,FORCE-NEN collections,UMCU,STOMACH,No,2001-2005,Female,17
1201,FORCE-NEN collections,UMCU,STOMACH,No,1991-2000,Male,8
1202,FORCE-NEN collections,UMCU,STOMACH,No,1991-2000,Female,6
1203,FORCE-NEN collections,UMCU,STOMACH,No,<1991,Male,16
1204,FORCE-NEN collections,UMCU,STOMACH,No,<1991,Female,20
1205,FORCE-NEN collections,UMCU,STOMACH,Unknown,2021-2025,Male,1
1206,FORCE-NEN collections,UMCU,STOMACH,Unknown,2021-2025,Female,2
1207,FORCE-NEN collections,UMCU,STOMACH,Unknown,2016-2020,Male,2
1208,FORCE-NEN collections,UMCU,STOMACH,Unknown,2016-2020,Female,2
1209,FORCE-NEN collections,UMCU,STOMACH,Unknown,2011-2015,Male,6
1210,FORCE-NEN collections,UMCU,STOMACH,Unknown,2011-2015,Female,3
1211,FORCE-NEN collections,UMCU,STOMACH,Unknown,2006-2010,Male,3
1212,FORCE-NEN collections,UMCU,STOMACH,Unknown,2006-2010,Female,19
1213,FORCE-NEN collections,UMCU,STOMACH,Unknown,2001-2005,Male,19
1214,FORCE-NEN collections,UMCU,STOMACH,Unknown,2001-2005,Female,3
1215,FORCE-NEN collections,UMCU,STOMACH,Unknown,1991-2000,Male,12
1216,FORCE-NEN collections,UMCU,STOMACH,Unknown,1991-2000,Female,14
1217,FORCE-NEN collections,UMCU,STOMACH,Unknown,<1991,Male,17
1218,FORCE-NEN collections,UMCU,STOMACH,Unknown,<1991,Female,8
1219,FORCE-NEN collections,UMCU,PANCREAS,Yes,2021-2025,Male,8
1220,FORCE-NEN collections,UMCU,PANCREAS,Yes,2021-2025,Female,4
1221,FORCE-NEN collections,UMCU,PANCREAS,Yes,2016-2020,Male,8
1222,FORCE-NEN collections,UMCU,PANCREAS,Yes,2016-2020,Female,5
1223,FORCE-NEN collections,UMCU,PANCREAS,Yes,2011-2015,Male,3
1224,FORCE-NEN collections,UMCU,PANCREAS,Yes,2011-2015,Female,2
1225,FORCE-NEN collections,UMCU,PANCREAS,Yes,2006-2010,Male,18
1226,FORCE-NEN collections,UMCU,PANCREAS,Yes,2006-2010,Female,8
1227,FORCE-NEN collections,UMCU,PANCREAS,Yes,2001-2005,Male,3
1228,FORCE-NEN collections,UMCU,PANCREAS,Yes,2001-2005,Female,13
1229,FORCE-NEN collections,UMCU,PANCREAS,Yes,1991-2000,Male,15
1230,FORCE-NEN collections,UMCU,PANCREAS,Yes,1991-2000,Female,14
1231,FORCE-NEN collections,UMCU,PANCREAS,Yes,<1991,Male,18
1232,FORCE-NEN collections,UMCU,PANCREAS,Yes,<1991,Female,0
1233,FORCE-NEN collections,UMCU,PANCREAS,No,2021-2025,Male,3
1234,FORCE-NEN collections,UMCU,PANCREAS,No,2021-2025,Female,10
1235,FORCE-NEN collections,UMCU,PANCREAS,No,2016-2020,Male,3
1236,FORCE-NEN collections,UMCU,PANCREAS,No,2016-2020,Female,16
1237,FORCE-NEN collections,UMCU,PANCREAS,No,2011-2015,Male,18
1238,FORCE-NEN collections,UMCU,PANCREAS,No,2011-2015,Female,6
1239,FORCE-NEN collections,UMCU,PANCREAS,No,2006-2010,Male,14
1240,FORCE-NEN collections,UMCU,PANCREAS,No,2006-2010,Female,16
1241,FORCE-NEN collections,UMCU,PANCREAS,No,2001-2005,Male,19
1242,FORCE-NEN collections,UMCU,PANCREAS,No,2001-2005,Female,5
1243,FORCE-NEN collections,UMCU,PANCREAS,No,1991-2000,Male,0
1244,FORCE-NEN collections,UMCU,PANCREAS,No,1991-2000,Female,17
1245,FORCE-NEN collections,UMCU,PANCREAS,No,<1991,Male,2
1246,FORCE-NEN collections,UMCU,PANCREAS,No,<1991,Female,7
1247,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2021-2025,Male,3
1248,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2021-2025,Female,11
1249,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2016-2020,Male,13
1250,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2016-2020,Female,13
1251,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2011-2015,Male,11
1252,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2011-2015,Female,12
1253,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2006-2010,Male,3
1254,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2006-2010,Female,4
1255,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2001-2005,Male,7
1256,FORCE-NEN collections,UMCU,PANCREAS,Unknown,2001-2005,Female,17
1257,FORCE-NEN collections,UMCU,PANCREAS,Unknown,1991-2000,Male,4
1258,FORCE-NEN collections,UMCU,PANCREAS,Unknown,1991-2000,Female,15
1259,FORCE-NEN collections,UMCU,PANCREAS,Unknown,<1991,Male,1
1260,FORCE-NEN collections,UMCU,PANCREAS,Unknown,<1991,Female,1
1261,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2021-2025,Male,5
1262,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2021-2025,Female,15
1263,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2016-2020,Male,6
1264,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2016-2020,Female,9
1265,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2011-2015,Male,9
1266,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2011-2015,Female,16
1267,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2006-2010,Male,5
1268,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2006-2010,Female,17
1269,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2001-2005,Male,11
1270,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,2001-2005,Female,12
1271,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,1991-2000,Male,20
1272,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,1991-2000,Female,17
1273,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,<1991,Male,4
1274,FORCE-NEN collections,UMCU,SMALL INTESTINE,Yes,<1991,Female,14
1275,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2021-2025,Male,7
1276,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2021-2025,Female,5
1277,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2016-2020,Male,19
1278,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2016-2020,Female,17
1279,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2011-2015,Male,6
1280,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2011-2015,Female,16
1281,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2006-2010,Male,14
1282,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2006-2010,Female,14
1283,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2001-2005,Male,15
1284,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,2001-2005,Female,3
1285,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,1991-2000,Male,13
1286,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,1991-2000,Female,12
1287,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,<1991,Male,16
1288,FORCE-NEN collections,UMCU,SMALL INTESTINE,No,<1991,Female,19
1289,FORCE-NEN collections,UMCU,SMALL INTESTINE,Unknown,2021-2025,Male,17
1290,FORCE-NEN collections,UMCU,SMALL INTESTINE,Unknown,2021-2025,Female,11
1291,FORCE-NEN collections,UMCU,SMALL INTESTINE,Unknown,2016-2020,Male,5
1292,FORCE-NEN collections,UMCU,SMALL INTESTINE,Unknown,2016-2020,Female,2
1293,FORCE-NEN collections,UMCU,SMALL INTESTINE,Unknown,2011-2015,Male,2
1294,FORCE-NEN collections,UMCU,SMALL INTESTINE,Unknown,2011-2015,Female,14
1295,FORCE-NEN collections,UMCU,SMALL INTESTINE,Unknown,2006-2010,Male,6
