id,pid,name,acronym,description,url,location,country,latitude,longitude,head,contact,juridical_person,network,also_known,capabilities,collaboration_commercial,collaboration_non_for_profit,national_node,withdrawn
bbmri-eric:ID:IT_1539178454884969,21.12110/1.1f40-656c-0bb3,CCPP Biobank,CCPP Biobank,"CCPP is an Intensive Neurorehabilitation Hospital providing an ideal setting for promoting translational research in cerebrovascular and neurodegenerative diseases in order to facilitate the rapid transfer of research knowledge to the clinical environment. CCPP Biobank acquires and stores biological samples, biomolecular and genetic information, and clinical data of subjects with different disorders, such as cerebrovascular and neurodegenerative diseases. MCI and Alzheimer’s disease are collected in the context of memory clinic. CCPP is recognized as Rare Diseases Center thus allowing the collection of samples from Amyotrophic Lateral Sclerosis, Primary Lateral Sclerosis, and Chronic Inflammatory Demielinating Polyneuropathy. The sample collection is active because the Hospital is involved in translational research programs on neurodegenerative diseases, including biomarker discovery, genetic studies and new therapeutic approachies. CCPP Biobank protocol is approved by local EC.",http://www.ccppdezza.it/en/research-area/biobank/,,IT,,,bbmri-eric:contactID:IT_8386f4970106485,bbmri-eric:contactID:IT_1539179114144782,Casa di Cura Privata del Policlinico (CCPP),bbmri-eric:networkID:IT_68e869d490ef443,,,false,true,IT,false
bbmri-eric:ID:IT_1539241927435687,21.12110/1.a8fb-72a4-ce0e,Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR,CRB-IGB,"The CRB-IGB was created with the aim of coordinating the biobanking activities developed in the context of research projects involving the collections of biological samples present or in construction at the IGB. The CRB-IGB meets the high standards of quality and expertise required by the international community of scientists and industries for the provison of biological information  and materials. The CRB-IGB actually is composed of collections of samples of patients with rare genetic diseases, some unique in the world, and collections of samples of individuals belonging to populations with characteristics of genetic isolates.",http://www.igb.cnr.it/centro-di-risorse-biologiche,,IT,,,bbmri-eric:contactID:IT_ursini,bbmri-eric:contactID:IT_1539242117669644,Dipartimento di Scienze Biomediche del CNR,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",,"biomaterial-storage,pathology-archive-access",true,false,IT,false
bbmri-eric:ID:IT_1547222650173780,21.12110/1.3afe-8dd9-33cf,Biobanca Di Ricerca OPBG,BB-OPBG,"OPBG Research Biobank stores biological samples and associated data of children’s patients, collected since 1985. It is regulated by specific criteria for the evaluation of the requests for conservation and use of biological material and related data, taking into consideration the quality of the research projects motivating the requests. These criteria do not exclude third parties, in the aim of promoting international collaborations with associations, networks, research organizations and private subjects involved in translational and personalized medicine activities. A Management Committee evaluates the requests, availing of the advisory opinion of the OPBG clinical experts and researchers, and OPBG Ethics Committee authorizes the biobank activities, to guarantee the protection of the rights of patients and researchers. In 2017, DNV-GL certified OPBG Research Biobank’s quality system compliant to the ISO 9001:2015.",,,IT,41.8571148,12.475157,bbmri-eric:contactID:IT_15472231081489,bbmri-eric:contactID:IT_15472231081489,IRCCS Ospedale Pediatrico Bambino Gesù,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,cell-culture,data-analytics,data-storage,digital-imaging,immunohistochemistry-scoring,recontact,pathology-archive-access,nucleic-acid-extraction,immunohistochemistry-staining,BSL2,TrialSetupClinical,covid19,PCR,ProspectiveCollections",true,true,IT,false
bbmri-eric:ID:IT_1557158178220168,21.12110/1.ac82-fb8c-a630,Biobanca del centro di Riferimento Regionale per la Sclerosi Multipla (CRESM),BB-CRESM,"The Biobank of the Regional Referral Multiple Sclerosis Center (BB-CRESM, AOU San Luigi Gonzaga, Orbassano, Turin) is an institutional structured biobank focused on research on Multiple Sclerosis (MS) and other neurological and autoimmune diseases. 
The availability of biological samples collected and stored following strict quality standards represents a crucial tool in the field of biomedical and translational research, in order to better understand disease pathogenesis, to identify biomarkers of diagnosis, prognosis and treatment response. 
The BB-CRESM works to collect, process, store and distribute human biological samples along with associated demographic, clinical and biological data from MS patients and healthy subjects, ensuring quality of selection, collection and bio-banking, shared at an international level among the European BBMRI infrastructure. 
The specimens collected in the BB-CRESM include cerebrospinal fluid, serum, plasma, PBMCs, RNA and DNA from whole blood.",,,IT,45.0294529,7.5571538,bbmri-eric:contactID:IT_1557208497980745,bbmri-eric:contactID:IT_1557208497980745,Azienda Ospedaliero Universitaria San Luigi Gonzaga di Orbassano,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_474ed7c85cd74ce",,"nucleic-acid-extraction,biomaterial-storage,recontact",true,false,IT,false
bbmri-eric:ID:IT_1590093451396856,21.12110/1.4169-4ab6-e679,Biobanca per la medicina personalizzata,Biobanca FPG,Is a multispecialistic biobank that collect biospecimens from healthy donors and patients affected by different diseases.,,,IT,,,bbmri-eric:contactID:IT_1590093422262449,bbmri-eric:contactID:IT_1590093422262449,Policlinico Universitario Fondazione Agostino Gemelli,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,data-storage,nucleic-acid-extraction,pathology-archive-access,data-analytics,BSL2,BSL3,development_antibody,PCR,ProspectiveCollections,proteomics,Testing_Facility_Animal,TrialSetupClinical,VSF",false,false,IT,false
bbmri-eric:ID:IT_1590149134681599,21.12110/1.7fa5-81da-8584,COVID-19 BIOGEM,BIOGEM-SARS-COV-2,"Biogem’s biobank includes more than 8000 frozen swabs collected in the last month (May 2020).
SARS-CoV-2 infection has been diagnosed in approximately 5% of patients.  Both clinical and pathological data are accessible for most of the individuals. Purified RNA (frozen) is also available.",https://www.biogem.it/covid.html,,IT,,,bbmri-eric:contactID:IT_caraglia,bbmri-eric:contactID:IT_1590149187901934,BIOGEM scarl,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"nucleic-acid-extraction,BSL2,PCR,ProspectiveCollections,Testing_Facility_Animal,development_antibody",false,false,IT,false
bbmri-eric:ID:IT_1590354344812714,21.12110/1.b1ec-03db-be65,Isenet Biobanking srl,ISENET,"ISENET Biobanking is a Biobank Service Provider, offering a wide range of integrated biobanking services from cryopreservation of biological samples to lab processing including quality control services in a state of the art facility. Isenet Biobanking contributes to the deelopment of better science by providing to the scientific community, public and private institutions, highly secured biobanking solutions. Isenet biobanking services include: Molecular and Cell biology processes and Cytogenetics",http://www.isenetbiobanking.com,,IT,,,bbmri-eric:contactID:IT_1590354364821631,bbmri-eric:contactID:IT_1590354364821631,Helene Carlus,bbmri-eric:networkID:IT_68e869d490ef443,,"biomaterial-storage,cell-culture,digital-imaging,nucleic-acid-extraction,immunohistochemistry-scoring,immunohistochemistry-staining,pathology-archive-access,tma-creation,BSL2,ProspectiveCollections,PCR,TrialSetupClinical",false,false,IT,false
bbmri-eric:ID:IT_1590402399690607,21.12110/1.3970-a05e-cfba,Banca Biologica per l'Invecchiamento,BioGer,"institutional biobank for Research on Ageing. 
BioGer is an institutional biobank aimed at supporting bio-medical research through the collection, conservation and distribution of human biological material and related data that are useful to improve diagnostic and therapeutic tools on age-related pathologies with substantial benefits for patients.
Biological samples are identified and traced through an ID code and they are stored along with the informed consent for conservation and distribution. BioGer operates following European and national rules for patients’ data treatment and security. 
Through the application of advanced technologies in omics and biomarkers, BioGer makes it possible to identify new molecular mechanisms and tools useful for prevention, care and diagnosis of complex pathologies affecting fragile old population.",,,IT,43.6071522,13.5389642,bbmri-eric:contactID:IT_159040240969555,bbmri-eric:contactID:IT_159040240969555,IRCCS INRCA,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,data-analytics,data-storage,pathology-archive-access,recontact,BSL2,PCR,ProspectiveCollections,proteomics,Testing_Facility_Animal,TrialSetupClinical",false,false,IT,false
bbmri-eric:ID:IT_1590564317582177,21.12110/1.b42c-cae0-ee47,COVID-19 Policlinico Tor Vergata,GEFACOVID2.0,"The GEFACOVID2.0 biobank will provide access to quality-controlled biological samples and associated data in an ethically and legally compliant manner. In this context, data associated with samples or generated by their analysis will gain new relevance as an important resource, making data management a central biobanking activity. About this point, an important data management element in biobanking is the operation of catalogs enabling users to find the right samples and data; for this reason, meta-data will be managed through the same software, in order to make them readily available to every partner. An added value of this biobank is that the providers of bio-specimens and the users of biological materials will be the same actors.",,,IT,41.861589,12.6275715,bbmri-eric:contactID:IT_1590564318115963,bbmri-eric:contactID:IT_1590564318115963,Policlinico Tor Vergata,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,cell-culture,data-analytics,data-storage,PCR,ProspectiveCollections,Screening_tools,TrialSetupClinical,development_antibody",false,false,IT,false
bbmri-eric:ID:IT_1590564892796666,21.12110/1.c197-864d-6776,BCU Imaging Biobank,BCU-IB,"The imaging biobank of Bio Check Up Srl (BCU Imaging Biobank) is a collection-based repository that collects and stores diagnostic images and related anamnestic data with the aim of supporting scientific research. BCU Imaging Biobank guarantees the application of high technological and security standards, and the respect of ethical principles and legal regulations. Furthermore, in order to protect the identity and data of the participants, the Biobank makes use of pseudonymisation algorithms, controlled access and a firewall.The images and stored data are made available to researchers exclusively for selected research projects, which will be analyzed and discussed from time to time before being accepted.",https://bcuib.biocheckup.net/,,IT,40.8358049,14.2289871,bbmri-eric:contactID:IT_2f115f8462cf432,bbmri-eric:contactID:IT_1590564893285365,Bio Check Up Srl,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"data-analytics,data-storage,digital-imaging,ProspectiveCollections",true,true,IT,false
bbmri-eric:ID:IT_1590672328377759,21.12110/1.4685-253c-9abb,Biobanca Cardiovascolare BioCor,BioCor,"At Policlinico San Donato, a Clinical-Research-University Hospital accredited as a Scientific Institute for Research, Hospitalization and Health Care (IRCCS),  it has been created a Cardiological Research Biobank named BioCor that is responsible for processing and handling biological samples, as well as the clinical information associated. 
An appropriate workspace of 80 mq has been dedicated to biobanking and divided in two rooms: a room dedicated to biospecimen acquisition, anonymization, labeling and pre-analytical processing and a room dedicated to biospecimen storage. 
Coordinated and trained staff members are dedicated: a Director, a Biobank Manager, a Quality Control Manager, Laboratory Technicians for samples collection, manipulation and storage, Research Nurses for patient data and informed consent collection. IT system manage databases to store all clinical and biological information associated with their samples and privacy protection and anonymization component",,,IT,44.2070556,12.0750986,bbmri-eric:contactID:IT_636ba5a91110427,bbmri-eric:contactID:IT_636ba5a91110427,IRCCS POLICLINICO SAN DONATO,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,data-storage,nucleic-acid-extraction,digital-imaging,BSL2,ProspectiveCollections,TrialSetupClinical,PCR,covid19",false,false,IT,false
bbmri-eric:ID:IT_1590747237803484,21.12110/1.8e9e-d186-7bec,COVID-19 PTP,C19PTP,"PTP Science Park is the spin-off of the Fondazione Parco Tecnologico Padano. The mission of PTP Science Park is the promotion of scientific research and technology transfer in life sciences and bio economy sectors. It is located in Lodi, one of the area most affected from the COVID-19 pandemic. Its molecular laboratory (Smel) belong to the COVID-19 laboratories network of Lombardia region and performed around 17.000 analysis from the beginning of April to the end of May for Sars-Cov2 detection.",https://www.ptp.it/it/homepage,,IT,45.3034857,9.4787231,bbmri-eric:contactID:IT_1590747238343712,bbmri-eric:contactID:IT_1590747238343712,PTP Science Park Scarl,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,nucleic-acid-extraction,covid19,PCR,ProspectiveCollections,VSF,BSL2",false,false,IT,false
