source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments,repeat_num,repeats
PELAGIE,pelagie_q2,"B584,B585",,,LifeCycle,core,fruit_psc,complete,final,,"/* fruits */
if B584=. then fruits=.;
else if B584=1 then fruits=0;
else if B584=2 then fruits=0.5;
else if B584=3 then fruits=2;
else if B584=4 then fruits=8;
else if B584=5 then fruits=20;
else if B584=6 then fruits=30;
else if B584=7 then fruits=60;
 /* compote */
if B585=. then compote=.;
else if B585=1 then compote=0;
else if B585=2 then compote=0.5;
else if B585=3 then compote=2;
else if B585=4 then compote=8;
else if B585=5 then compote=20;
else if B585=6 then compote=30;
else if B585=7 then compote=60;
fruit_psc=sum(fruits,compote)/30;",,,
PELAGIE,harmonized,"WHE_0,WHE_1",,,LifeCycle,outcome,whe_ever,complete,final,ISAAC questionnaire,"if whe_0=1 or whe_1=1 then whe_ever2=1;
else if whe_0=0 and whe_1=0 then whe_ever2=0;
else if whe_0=. or whe_1=. then whe_ever2=.;",ISAAC questionnaire,2,2
PELAGIE,pelagie_q2,"B559,B568,B569,B570",,,LifeCycle,core,dairy_psc,complete,final,,"/* lait */
if B559=. then lait=.;
else if B559=0 then lait=0;
else if B559=1 then lait=30;
else if B559=2 then lait=45;
else if B559=3 then lait=75;
else if B559=4 then lait=105;
 /* laitages */
if B568=. then laitage=.;
else if B568=1 then laitage=0;
else if B568=2 then laitage=0.5;
else if B568=3 then laitage=2;
else if B568=4 then laitage=8;
else if B568=5 then laitage=20;
else if B568=6 then laitage=30;
else if B568=7 then laitage=60;
 /* desserts lactés */
if B569=. then dessert_lact=.;
else if B569=1 then dessert_lact=0;
else if B569=2 then dessert_lact=0.5;
else if B569=3 then dessert_lact=2;
else if B569=4 then dessert_lact=8;
else if B569=5 then dessert_lact=20;
else if B569=6 then dessert_lact=30;
else if B569=7 then dessert_lact=60;
 /* fromage */
if B570=. then fromage=.;
else if B570=1 then fromage=0;
else if B570=2 then fromage=0.5;
else if B570=3 then fromage=2;
else if B570=4 then fromage=8;
else if B570=5 then fromage=20;
else if B570=6 then fromage=30;
else if B570=7 then fromage=60;
dairy_psc=sum(lait,laitage,dessert_lact,fromage)/30;",,,
PELAGIE,pelagie_q2,"B581,B582",,,LifeCycle,core,fish_psc,complete,final,,"/* poisson gras*/
if B581=. then poisson_gras=.;
else if B581=1 then poisson_gras=0;
else if B581=2 then poisson_gras=0.5;
else if B581=3 then poisson_gras=2;
else if B581=4 then poisson_gras=8;
else if B581=5 then poisson_gras=20;
else if B581=6 then poisson_gras=30;
else if B581=7 then poisson_gras=60;
 /* poisson blanc*/
if B582=. then poisson_blanc=.;
else if B582=1 then poisson_blanc=0;
else if B582=2 then poisson_blanc=0.5;
else if B582=3 then poisson_blanc=2;
else if B582=4 then poisson_blanc=8;
else if B582=5 then poisson_blanc=20;
else if B582=6 then poisson_blanc=30;
else if B582=7 then poisson_blanc=60;
fish_psc=sum(poisson_gras,poisson_blanc)/30;",,,
PELAGIE,pelagie_q2,B579,,,LifeCycle,core,redmeat_psc,complete,final,,"/* viande*/
if B579=. then viande=.;
else if B579=1 then viande=0;
else if B579=2 then viande=0.5;
else if B579=3 then viande=2;
else if B579=4 then viande=8;
else if B579=5 then viande=20;
else if B579=6 then viande=30;
else if B579=7 then viande=60;

redmeat_psc=viande/30;",,,
PELAGIE,BDD_phtalates_phenols,SGURINEF,,,ATHLETE,chemicals_ath,m_bpa_lod_t,complete,final,,BDD_phtalates_phenols$m_bpa_lod_t2[BDD_phtalates_phenols$SGurineF>10]<-0.04,,2,2
PELAGIE,pelagie_q2,B583,,,LifeCycle,core,egg_psc,complete,final,,"/* oeufs */
if B583=. then oeufs=.;
else if B583=1 then oeufs=0;
else if B583=2 then oeufs=0.5;
else if B583=3 then oeufs=2;
else if B583=4 then oeufs=8;
else if B583=5 then oeufs=20;
else if B583=6 then oeufs=30;
else if B583=7 then oeufs=60;
egg_psc=oeufs/30;",,,
PELAGIE,BDD_phtalates_phenols,SGURINEF,,,ATHLETE,chemicals_ath,m_bps_lod_t,complete,final,,BDD_phtalates_phenols$m_bps_lod_t2[BDD_phtalates_phenols$SGurineF>10]<-0.10,,2,2
PELAGIE,pelagie_q6,"QS6_C37,QS6_C37_CHEZ_LEQUEL,QS6_C37_LAQUELLE",,,LifeCycle,outcome,allergy_any_m,partial,final,"partial - collected at 6yo, may cover the postnatal period","if allergy_inh_m=1 or allergy_food_m=1 then allergy_any_m=1;
else if  allergy_inh_m=0 and allergy_food_m=0 then allergy_any_m=0;","partial - collected at 6yo, may cover the postnatal period",,
PELAGIE,pelagie_q2,B580,,,LifeCycle,core,procmeat_psc,partial,final,Partial harmonization because ham is not included,"/* charcuterie*/
if B580=. then charcut=.;
else if B580=1 then charcut=0;
else if B580=2 then charcut=0.5;
else if B580=3 then charcut=2;
else if B580=4 then charcut=8;
else if B580=5 then charcut=20;
else if B580=6 then charcut=30;
else if B580=7 then charcut=60;

procmeat_psc=charcut/30;",Partial harmonization because ham is not included,,
PELAGIE,pelagie_q2,"B586,B587,B588",,,LifeCycle,core,swebev_psc,partial,final,Partial harmonization because it includes light soda,"/* jus de fruits */
if B586=. then jus_fruit=.;
else if B586=1 then jus_fruit=0;
else if B586=2 then jus_fruit=0.5;
else if B586=3 then jus_fruit=2;
else if B586=4 then jus_fruit=8;
else if B586=5 then jus_fruit=20;
else if B586=6 then jus_fruit=30;
else if B586=7 then jus_fruit=60;
 /* sodas ordinaires et sirops */
if B587=. then sodas=.;
else if B587=1 then sodas=0;
else if B587=2 then sodas=0.5;
else if B587=3 then sodas=2;
else if B587=4 then sodas=8;
else if B587=5 then sodas=20;
else if B587=6 then sodas=30;
else if B587=7 then sodas=60;
 /* sodas light */
if B588=. then sodas_ligth=.;
else if B588=1 then sodas_ligth=0;
else if B588=2 then sodas_ligth=0.5;
else if B588=3 then sodas_ligth=2;
else if B588=4 then sodas_ligth=8;
else if B588=5 then sodas_ligth=20;
else if B588=6 then sodas_ligth=30;
else if B588=7 then sodas_ligth=60;

swebev_psc=sum(jus_fruit,sodas,sodas_ligth)/30;",Partial harmonization because it includes light soda,,
PELAGIE,pelagie_q2,"B572,B573",,,LifeCycle,core,potat_psc,complete,final,,"/* pomme de terre, purée */
if B572=. then patate=.;
else if B572=1 then patate=0;
else if B572=2 then patate=0.5;
else if B572=3 then patate=2;
else if B572=4 then patate=8;
else if B572=5 then patate=20;
else if B572=6 then patate=30;
else if B572=7 then patate=60;
 /* frites, p-d-t sautées */
if B573=. then frite=.;
else if B573=1 then frite=0;
else if B573=2 then frite=0.5;
else if B573=3 then frite=2;
else if B573=4 then frite=8;
else if B573=5 then frite=20;
else if B573=6 then frite=30;
else if B573=7 then frite=60;

potat_psc=sum(patate,frite)/30;",,,
PELAGIE,pelagie_q2,B593,,,LifeCycle,core,sav_psc,complete,final,,"/* chips, biscuits apéritifs */
if B593=. then chips=.;
else if B593=1 then chips=0;
else if B593=2 then chips=0.5;
else if B593=3 then chips=2;
else if B593=4 then chips=8;
else if B593=5 then chips=20;
else if B593=6 then chips=30;
else if B593=7 then chips=60;

sav_psc=chips/30;",,,
PELAGIE,pelagie_q2,B560,,,LifeCycle,core,skipbreakf_psc,partial,final,Partial harmonization : binary variable (yes/no) instead of times per day,"/* skip breakfast 0=no/1=yes : from question ""Does he have breakfast almost every day, even if limited to milk baby bottle? 0=no 1=yes"" */
if b560=0 then skipbreakf_psc=1;
else if b560=1 then skipbreakf_psc=0;",Partial harmonization : binary variable (yes/no) instead of times per day,,
PELAGIE,harmonized,INT_EVAL_2,,,LifeCycle,outcome,int_eval_,complete,final,,eval=2;,,2,2
PELAGIE,pelagie_q12,"SRA_Q7_1,SRA_Q7_2_A",,,LifeCycle,outcome,asthma_,complete,final,,"asthma_8bis=asthma_8;
if asthma_8bis=1 or (SRA_Q7_1=1 and SRA_Q7_2_A>=8 and SRA_Q7_2_A<9) then asthma_8=1;
else if asthma_8bis=0 or (SRA_Q7_1=0 and age_q12>=8) then asthma_8=0;
else asthma_8=.;
drop asthma_8bis;",,8,8
PELAGIE,harmonized,BIOMES_0,,,LifeCycle,outcome,biomes_,complete,final,,biomes_153=0;,,153,153
PELAGIE,pelagie_q2,"B458,B459",,,LifeCycle,core,famdinner_psc,partial,final,Partial harmonization : binary variable (yes/no) instead of times per day,"/* Family dinner or dinner with at least one adult : from question ""usually, with who your children is eaten ? 1-alone / 2-with someonelse but not the parents / 3-with at least one parent / 4=other, specified"" */
if B458=1 or B458=2 then famdinner_psc=0;
else if B458=3 then famdinner_psc=1;
else if B458=4 & B459 in (""LES SOIRS SEUL MAIS LES WEEK END AVEC SES PARENTS"", ""MIDI AVEC ENFANTS QUE JE GARDE ET SOIR AVEC SA SOE"") then famdinner_psc=0;
else if B458=4 & B459 in (""SEULE OU AVEC LES PARENTS"", ""SEUL OU AVEC SA SOEUR OU TOUS EN FAMILLE"") then famdinner_psc=.;
else if B458=4 & B459="""" then famdinner_psc=.;
else if B458=4 then famdinner_psc=1;
else if B458=. & B459 in (""AVEC TOUTE LA FAMILLE"") then famdinner_psc=1;",Partial harmonization : binary variable (yes/no) instead of times per day,,
PELAGIE,pelagie_q2,B460,,,LifeCycle,core,tveat_psc,partial,final,Partial harmonization : binary variable (yes/no) instead of times per day,"/* Eating with the TV on : from question ""Is the TV on when the child is eaten? 1=Never; 2=Sometimes; 3=Often; 4=Always""*/
tveat_psc=b460;",Partial harmonization : binary variable (yes/no) instead of times per day,,
PELAGIE,harmonized,TRIGLYCERIDESMES_146,,,LifeCycle,outcome,triglyceridesmes_,complete,final,,triglyceridesmes_151=0;,,151,151
PELAGIE,pelagie_q2,"B295,B296,B298,B299,B301,B302,B303",,,LifeCycle,core,sleept_psc,complete,final,,"/* Sommeil nuit : convertir format heure du couché et heure du réveil */
b295b = strip(put(b295, $2.));
b296b = strip(put(b296, $2.));
b298b = strip(put(b298, $2.));
b299b = strip(put(b299, $2.));

if b295b ne . and b296b=. then b296b=""00"";
if b296b=""0"" then b296b=""00"";
if b299b=""0"" then b299b=""00"";
if b298b ne . and b299b=. then b299b=""00"";
if b298b=""5"" then b298b=""05"";
if b298b=""6"" then b298b=""06"";
if b298b=""7"" then b298b=""07"";
if b298b=""8"" then b298b=""08"";
if b298b=""9"" then b298b=""09"";

if b295b ne . then heure_couche=b295b!!"":""!!b296b;
if b298b ne . then heure_reveil=b298b!!"":""!!b299b;

heure_couche_b=input(heure_couche, time.);
heure_reveil_b=input(heure_reveil, time.);

sommeil_nuit = intck('minute', dhms(today()-1,0,0,heure_couche_b),dhms(today(),0,0,heure_reveil_b))/60;

/* sieste */
if b301=0 then do;
	b302=0;
	b303=0;
end;
if b302=. & b303=. then min_sieste=.;
else if b302=. then b302=0;
else if b303=. then b303=0;

min_sieste=b302*60+b303;
heure_sieste=min_sieste/60;

/* sommeil jour + nuit */
if sommeil_nuit ne . then sleept_psc=sommeil_nuit+heure_sieste;",,,
PELAGIE,pelagie_q2,AGE_Q2ANS,,,LifeCycle,core,sleeptage_psc,complete,final,,"/* age enfant */
sleeptage_psc=age_q2ans/12;",,,
PELAGIE,pelagie_q12,"SRA_Q1_1,SRA_Q1_3_A,SRA_Q1_4_A",,,LifeCycle,outcome,whe_,partial,final,Partially harmonized because is based only on the age at the first and last episode of wheezing. No information about other episodes at this age.,"whe_8bis=whe_8;
if whe_8bis=1 or (SRA_Q1_1=1 and (SRA_Q1_3_A>=8 and SRA_Q1_3_A<9) or (SRA_Q1_4_A>=8 and SRA_Q1_4_A<9))
 then whe_8=1;
else if whe_8bis=0 or (SRA_Q1_1=0 and age_q12>=8) then whe_8=0;
else whe_8=.;
drop whe_8bis;",Partially harmonized because is based only on the age at the first and last episode of wheezing. No information about other episodes at this age.,8,8
PELAGIE,pelagie_q2,"B328,B329,B330,B331,B332,B333",,,LifeCycle,core,outdoorp_psc,complete,final,,"/****** PROMENADE ET JEUX DEHORS *******/

/* semaine */
if b329 ne . & b328=. then b328=0;
if b328 ne . & b329=. then b329=0;
out_min_sem=b328*60+b329;
/* mercredi */
if b331 ne . & b330=. then b330=0;
if b330 ne . & b331=. then b331=0;
out_min_mer=b330*60+b331;
/* weekend */
if b333 ne . & b332=. then b332=0;
if b332 ne . & b333=. then b333=0;
out_min_wkn=b332*60+b333;

out_min_sem=out_min_sem*4; /* x4 jours de semaine */
out_min_wkn=out_min_wkn*2; /* x2 jours de weekend */

outdoorp_psc=sum(out_min_sem,out_min_mer,out_min_wkn);",,,
PELAGIE,harmonized,INT_EVAL_6,,,LifeCycle,outcome,int_eval_,complete,final,,eval=2;,,6,6
PELAGIE,pelagie_q6,"QE6_D6_11,QE6_D6_12",,,LifeCycle,core,whgrains_sch,complete,final,,"/* cereales petit dejeuner */
if QE6_d6_11=. then cereale_dej=.;
else if QE6_d6_11=1 then cereale_dej=0.5;
else if QE6_d6_11=2 then cereale_dej=2;
else if QE6_d6_11=3 then cereale_dej=8;
else if QE6_d6_11=4 then cereale_dej=20;
else if QE6_d6_11=5 then cereale_dej=30;
/* pain complet */
if QE6_d6_12=. then pain_complet=.;
else if QE6_d6_12=1 then pain_complet=0.5;
else if QE6_d6_12=2 then pain_complet=2;
else if QE6_d6_12=3 then pain_complet=8;
else if QE6_d6_12=4 then pain_complet=20;
else if QE6_d6_12=5 then pain_complet=30;

whgrains_sch=sum(cereale_dej,pain_complet)/30;",,,
PELAGIE,pelagie_q6,"QS6_C15_SI_OUI,AGE_ENFANT_QUEST",,,LifeCycle,outcome,asthma_,partial,final,partial - collected at the 6yo follow-up but may have been diagnosed at any age before,if  (6 le age_enfant_quest lt 7) then asthma_6=qs6_c15_si_oui;,partial - collected at the 6yo follow-up but may have been diagnosed at any age before,6,6
PELAGIE,pelagie_q2,"B322,B323,B324,B325,B326,B327",,,LifeCycle,core,screenoth_psc,partial,final,"Partial harmonization because it includes watching TV (no possibility to distinguish TV, video games, computer,…)","/* semaine */
if b323 ne . & b322=. then b322=0;
if b322 ne . & b323=. then b323=0;
tv_min_sem=b322*60+b323;
/* mercredi */
if b325 ne . & b324=. then b324=0;
if b324 ne . & b325=. then b325=0;
tv_min_mer=b324*60+b325;
/* weekend */
if b327 ne . & b326=. then b326=0;
if b326 ne . & b327=. then b327=0;
tv_min_wkn=b326*60+b327;

tv_min_sem=tv_min_sem*4; /* x4 jours de semaine */
tv_min_wkn=tv_min_wkn*2; /* x2 jours de weekend */

screenoth_psc=sum(tv_min_sem,tv_min_mer,tv_min_wkn);","Partial harmonization because it includes watching TV (no possibility to distinguish TV, video games, computer,…)",,
PELAGIE,pelagie_q2,AGE_Q2ANS,,,LifeCycle,core,screenage_psc,complete,final,,screenage_psc=age_q2ans/12;,,,
PELAGIE,pelagie_q6,QE6_D6_1,,,LifeCycle,core,dairy_sch,complete,final,,"/* pdt laitiers */
if QE6_d6_1=. then pdr_lait=.;
else if QE6_d6_1=1 then pdr_lait=0.5;
else if QE6_d6_1=2 then pdr_lait=2;
else if QE6_d6_1=3 then pdr_lait=8;
else if QE6_d6_1=4 then pdr_lait=20;
else if QE6_d6_1=5 then pdr_lait=30;

dairy_sch=pdr_lait/30;",,,
PELAGIE,pelagie_q6,"QE6_D6_7,QE6_D6_8",,,LifeCycle,core,fish_sch,complete,final,,"/* poisson */
if QE6_d6_7=. then poisson=.;
else if QE6_d6_7=1 then poisson=0.5;
else if QE6_d6_7=2 then poisson=2;
else if QE6_d6_7=3 then poisson=8;
else if QE6_d6_7=4 then poisson=20;
else if QE6_d6_7=5 then poisson=30;
/* fruits de mer */
if QE6_d6_8=. then fruit_mer=.;
else if QE6_d6_8=1 then fruit_mer=0.5;
else if QE6_d6_8=2 then fruit_mer=2;
else if QE6_d6_8=3 then fruit_mer=8;
else if QE6_d6_8=4 then fruit_mer=20;
else if QE6_d6_8=5 then fruit_mer=30;

fish_sch=sum(poisson,fruit_mer)/30;",,,
PELAGIE,pelagie_q12,"SRA_Q7_1,SRA_Q7_2_A",,,LifeCycle,outcome,asthma_,complete,final,,"if SRA_Q7_1=1 and SRA_Q7_2_A>=10 and SRA_Q7_2_A<11 then asthma_10=1;
else if SRA_Q7_1=0 and age_q12>=10 then asthma_10=0;
else asthma_10=.;",,10,10
PELAGIE,pelagie_q6,"QE6_D6_4,QE6_D6_5,QE6_D6_6",,,LifeCycle,core,meat_sch,complete,final,,"/* volaille */
if QE6_d6_4=. then volaille=.;
else if QE6_d6_4=1 then volaille=0.5;
else if QE6_d6_4=2 then volaille=2;
else if QE6_d6_4=3 then volaille=8;
else if QE6_d6_4=4 then volaille=20;
else if QE6_d6_4=5 then volaille=30;
/* viande_rouge */
if QE6_d6_5=. then viande_rouge=.;
else if QE6_d6_5=1 then viande_rouge=0.5;
else if QE6_d6_5=2 then viande_rouge=2;
else if QE6_d6_5=3 then viande_rouge=8;
else if QE6_d6_5=4 then viande_rouge=20;
else if QE6_d6_5=5 then viande_rouge=30;
/* autre_viande */
if QE6_d6_6=. then autre_viande=.;
else if QE6_d6_6=1 then autre_viande=0.5;
else if QE6_d6_6=2 then autre_viande=2;
else if QE6_d6_6=3 then autre_viande=8;
else if QE6_d6_6=4 then autre_viande=20;
else if QE6_d6_6=5 then autre_viande=30;

meat_sch=sum(volaille,viande_rouge,autre_viande)/30;",,,
PELAGIE,pelagie_q6,QE6_D6_15,,,LifeCycle,core,sugar_sch,complete,final,,"/* bonbons chocolats */
if QE6_d6_15=. then bonbon=.;
else if QE6_d6_15=1 then bonbon=0.5;
else if QE6_d6_15=2 then bonbon=2;
else if QE6_d6_15=3 then bonbon=8;
else if QE6_d6_15=4 then bonbon=20;
else if QE6_d6_15=5 then bonbon=30;

sugar_sch=bonbon/30;",,,
PELAGIE,pelagie_q6,"QE6_D6_17,QE6_D6_18",,,LifeCycle,core,swebev_sch,partial,final,Partial harmonization because it includes light soda,"/* sodas et sirop */
if QE6_d6_17=. then sodas=.;
else if QE6_d6_17=1 then sodas=0.5;
else if QE6_d6_17=2 then sodas=2;
else if QE6_d6_17=3 then sodas=8;
else if QE6_d6_17=4 then sodas=20;
else if QE6_d6_17=5 then sodas=30;
/* sodas  light*/
if QE6_d6_18=. then sodas_light=.;
else if QE6_d6_18=1 then sodas_light=0.5;
else if QE6_d6_18=2 then sodas_light=2;
else if QE6_d6_18=3 then sodas_light=8;
else if QE6_d6_18=4 then sodas_light=20;
else if QE6_d6_18=5 then sodas_light=30;

swebev_sch=sum(sodas,sodas_light)/30;",Partial harmonization because it includes light soda,,
PELAGIE,pelagie_q6,QE6_D6_16,,,LifeCycle,core,sav_sch,complete,final,,"/* chips, biscuits apéritifs */
if QE6_d6_16=. then chips=.;
else if QE6_d6_16=1 then chips=0.5;
else if QE6_d6_16=2 then chips=2;
else if QE6_d6_16=3 then chips=8;
else if QE6_d6_16=4 then chips=20;
else if QE6_d6_16=5 then chips=30;

sav_sch=chips/30;",,,
PELAGIE,pelagie_q6,AGE_ENFANT_QUEST,,,LifeCycle,core,dietage_sch,complete,final,,dietage_sch=age_enfant_quest,,,
PELAGIE,pelagie_q6,QE6_D3,,,LifeCycle,core,tveat_sch,partial,final,partially harmonised :  categorical variable instaed of continuous (1=almost never / 2=sometimes / 3=oftern / 4=always),tveat_sch=QE6_D3+1;,partially harmonised :  categorical variable instaed of continuous (1=almost never / 2=sometimes / 3=oftern / 4=always),,
PELAGIE,BDD_phtalates_phenols,SGURINEF,,,ATHLETE,chemicals_ath,m_trcs_lod_t,complete,final,,BDD_phtalates_phenols$m_trcs_lod_t1[BDD_phtalates_phenols$SGurineF<=10]<-0.04,,1,1
PELAGIE,BDD_phtalates_phenols,"BP_F,SGURINEF",,,ATHLETE,chemicals_ath,m_bpf_raw_t,complete,final,,BDD_phtalates_phenols$m_bpf_raw_t1[BDD_phtalates_phenols$SGurineF<=10]<-BDD_phtalates_phenols$BP_F,,1,1
PELAGIE,pelagie_q12,"SRA_Q7_1,SRA_Q7_2_A",,,LifeCycle,outcome,asthma_,complete,final,,"if SRA_Q7_1=1 and SRA_Q7_2_A>=14 and SRA_Q7_2_A<15 then asthma_14=1;
else if SRA_Q7_1=0 and age_q12>=14 then asthma_14=0;
else asthma_14=.;",,14,14
PELAGIE,pelagie_q6,"QS6_C37,QS6_C37_CHEZ_LEQUEL,QS6_C37_LAQUELLE",,,LifeCycle,outcome,allergy_inh_m,partial,final,"partial - collected at 6yo, may cover the postnatal period","if QS6_C37=0 or (QS6_C37=1 and QS6_C37_Chez_lequel=2) then do; allergy_inh_m=0; allergy_food_m=0; allergy_any_m=0; end;
else if QS6_C37=1 and QS6_C37_Chez_lequel in (1,3) then do;
	if QS6_C37_Laquelle in (""LIST OF FREE TEXT THAT ARE INHALANT ALLERGIES"")  then allergy_inh_m=1;
	else if QS6_C37_Laquelle in (""LIST OF FREE TEXT THAT ARE NOT INFORMATIVE, ie, could be the mother or the father"") then allergy_inh_m=.;
	else allergy_inh_m=0;
end;","partial - collected at 6yo, may cover the postnatal period",,
PELAGIE,pelagie_q12,"SRA_Q7_1,SRA_Q7_2_A",,,LifeCycle,outcome,asthma_,complete,final,,"if SRA_Q7_1=1 and SRA_Q7_2_A>=12 and SRA_Q7_2_A<13 then asthma_12=1;
else if SRA_Q7_1=0 and age_q12>=12 then asthma_12=0;
else asthma_12=.;",,12,12
PELAGIE,pelagie_q2,B143,,,LifeCycle,outcome,asthma_,complete,final,ISAAC questionnaire,"if b143=1 then asthma_1=1;
else if b143=0 then asthma_1=0;",ISAAC questionnaire,1,1
PELAGIE,pelagie_q6,"QS6_C37,QS6_C37_CHEZ_LEQUEL,QS6_C37_LAQUELLE",,,LifeCycle,outcome,allergy_food_m,partial,final,"partial - collected at 6yo, may cover the postnatal period","if QS6_C37=0 or (QS6_C37=1 and QS6_C37_Chez_lequel=2) then do; allergy_inh_m=0; allergy_food_m=0; allergy_any_m=0; end;
else if QS6_C37=1 and QS6_C37_Chez_lequel in (1,3) then do;
	if QS6_C37_Laquelle in (""LIST OF FREE TEXT THAT ARE FOOD ALLERGIES"")  then allergy_food_m=1;
	else if QS6_C37_Laquelle in (""LIST OF FREE TEXT THAT ARE NOT INFORMATIVE, ie, could be the mother or the father"") then allergy_food_m=.;
	else allergy_food_m=0;
end;","partial - collected at 6yo, may cover the postnatal period",,
PELAGIE,pelagie_q2,"B128,B129",,,LifeCycle,outcome,whe_,complete,final,ISAAC questionnaire,"if B129=0 then crise_siff_inf1an=0;
else if B129=1 then crise_siff_inf1an=1;
else if B129=2 or B129=3 then crise_siff_inf1an=2;
else if B129=. and B128=. then  crise_siff_inf1an=.;
else if B129=. and B128=1 then crise_siff_inf1an=.;
else if B129=. and B128=0 then crise_siff_inf1an=0;

if crise_siff_inf1an=. then whe_0=.;
else if crise_siff_inf1an=0 then whe_0=0;
else if crise_siff_inf1an in (1,2) then whe_0=1;",ISAAC questionnaire,0,0
