order,name,code,parent,ontologyTermURI
1394,C04AX24 (visnadine),C04AX24,C04AX (Other peripheral vasodilators),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094918
1395,C04AX26 (cetiedil),C04AX26,C04AX (Other peripheral vasodilators),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094919
1396,C04AX27 (cinepazide),C04AX27,C04AX (Other peripheral vasodilators),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094920
1397,C04AX28 (ifenprodil),C04AX28,C04AX (Other peripheral vasodilators),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094921
1398,C04AX30 (azapetine),C04AX30,C04AX (Other peripheral vasodilators),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094922
1399,C04AX32 (fasudil),C04AX32,C04AX (Other peripheral vasodilators),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094923
1400,C05 (VASOPROTECTIVES),C05,C (CARDIOVASCULAR SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094924
1401,C05A (AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE),C05A,C05 (VASOPROTECTIVES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094925
1402,C05AA (Corticosteroids),C05AA,C05A (AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094926
1403,C05AA01 (hydrocortisone),C05AA01,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094927
1404,C05AA04 (prednisolone),C05AA04,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094928
1405,C05AA05 (betamethasone),C05AA05,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094929
1406,C05AA06 (fluorometholone),C05AA06,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094930
1407,C05AA08 (fluocortolone),C05AA08,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094931
1408,C05AA09 (dexamethasone),C05AA09,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094932
1409,C05AA10 (fluocinolone acetonide),C05AA10,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094933
1410,C05AA11 (fluocinonide),C05AA11,C05AA (Corticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094934
1411,C05AB (Antibiotics),C05AB,C05A (AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094935
1412,C05AD (Local anesthetics),C05AD,C05A (AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094936
1413,C05AD01 (lidocaine),C05AD01,C05AD (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094937
1414,C05AD02 (tetracaine),C05AD02,C05AD (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094938
1415,C05AD03 (benzocaine),C05AD03,C05AD (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094939
1416,C05AD04 (cinchocaine),C05AD04,C05AD (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094940
1417,C05AD05 (procaine),C05AD05,C05AD (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094941
1418,C05AD06 (oxetacaine),C05AD06,C05AD (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094942
1419,C05AD07 (pramocaine),C05AD07,C05AD (Local anesthetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094943
1420,C05AE (Muscle relaxants),C05AE,C05A (AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094944
1421,C05AE01 (glyceryl trinitrate),C05AE01,C05AE (Muscle relaxants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094945
1422,C05AE02 (isosorbide dinitrate),C05AE02,C05AE (Muscle relaxants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094946
1423,C05AX (Other agents for treatment of hemorrhoids and anal fissures for topical use),C05AX,C05A (AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094947
1424,C05AX01 (aluminium preparations),C05AX01,C05AX (Other agents for treatment of hemorrhoids and anal fissures for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094948
1425,"C05AX02 (bismuth preparations, combinations)",C05AX02,C05AX (Other agents for treatment of hemorrhoids and anal fissures for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094949
1426,"C05AX03 (other preparations, combinations)",C05AX03,C05AX (Other agents for treatment of hemorrhoids and anal fissures for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094950
1427,C05AX04 (zinc preparations),C05AX04,C05AX (Other agents for treatment of hemorrhoids and anal fissures for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094951
1428,C05AX05 (tribenoside),C05AX05,C05AX (Other agents for treatment of hemorrhoids and anal fissures for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094952
1429,C05B (ANTIVARICOSE THERAPY),C05B,C05 (VASOPROTECTIVES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094953
1430,C05BA (Heparins or heparinoids for topical use),C05BA,C05B (ANTIVARICOSE THERAPY),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094954
1431,C05BA01 (organo-heparinoid),C05BA01,C05BA (Heparins or heparinoids for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094955
1432,C05BA02 (sodium apolate),C05BA02,C05BA (Heparins or heparinoids for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094956
1433,C05BA03 (heparin),C05BA03,C05BA (Heparins or heparinoids for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094957
1434,C05BA04 (pentosan polysulfate sodium),C05BA04,C05BA (Heparins or heparinoids for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094958
1435,"C05BA51 (heparinoid, combinations)",C05BA51,C05BA (Heparins or heparinoids for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094959
1436,"C05BA53 (heparin, combinations)",C05BA53,C05BA (Heparins or heparinoids for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094960
1437,C05BB (Sclerosing agents for local injection),C05BB,C05B (ANTIVARICOSE THERAPY),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094961
1438,C05BB01 (monoethanolamine oleate),C05BB01,C05BB (Sclerosing agents for local injection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094962
1439,C05BB02 (polidocanol),C05BB02,C05BB (Sclerosing agents for local injection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094963
1440,C05BB03 (invert sugar),C05BB03,C05BB (Sclerosing agents for local injection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094964
1441,C05BB04 (sodium tetradecyl sulfate),C05BB04,C05BB (Sclerosing agents for local injection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094965
1442,C05BB05 (phenol),C05BB05,C05BB (Sclerosing agents for local injection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094966
1443,"C05BB56 (glucose, combinations)",C05BB56,C05BB (Sclerosing agents for local injection),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094967
1444,C05BX (Other sclerosing agents),C05BX,C05B (ANTIVARICOSE THERAPY),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094968
1445,C05BX01 (calcium dobesilate),C05BX01,C05BX (Other sclerosing agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094969
1446,"C05BX51 (calcium dobesilate, combinations)",C05BX51,C05BX (Other sclerosing agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094970
1447,C05C (CAPILLARY STABILIZING AGENTS),C05C,C05 (VASOPROTECTIVES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094971
1448,C05CA (Bioflavonoids),C05CA,C05C (CAPILLARY STABILIZING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094972
1449,C05CA01 (rutoside),C05CA01,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094973
1450,C05CA02 (monoxerutin),C05CA02,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094974
1451,C05CA03 (diosmin),C05CA03,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094975
1452,C05CA04 (troxerutin),C05CA04,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094976
1453,C05CA05 (hidrosmin),C05CA05,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094977
1454,"C05CA51 (rutoside, combinations)",C05CA51,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094978
1455,"C05CA53 (diosmin, combinations)",C05CA53,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094979
1456,"C05CA54 (troxerutin, combinations)",C05CA54,C05CA (Bioflavonoids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094980
1457,C05CX (Other capillary stabilizing agents),C05CX,C05C (CAPILLARY STABILIZING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094981
1458,C05CX01 (tribenoside),C05CX01,C05CX (Other capillary stabilizing agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094982
1459,C07 (BETA BLOCKING AGENTS),C07,C (CARDIOVASCULAR SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094983
1460,C07A (BETA BLOCKING AGENTS),C07A,C07 (BETA BLOCKING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094984
1461,"C07AA (Beta blocking agents, non-selective)",C07AA,C07A (BETA BLOCKING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094985
1462,C07AA01 (alprenolol),C07AA01,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094986
1463,C07AA02 (oxprenolol),C07AA02,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094987
1464,C07AA03 (pindolol),C07AA03,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094988
1465,C07AA05 (propranolol),C07AA05,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094989
1466,C07AA06 (timolol),C07AA06,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094990
1467,C07AA07 (sotalol),C07AA07,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094991
1468,C07AA12 (nadolol),C07AA12,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094992
1469,C07AA14 (mepindolol),C07AA14,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094993
1470,C07AA15 (carteolol),C07AA15,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094994
1471,C07AA16 (tertatolol),C07AA16,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094995
1472,C07AA17 (bopindolol),C07AA17,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094996
1473,C07AA19 (bupranolol),C07AA19,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094997
1474,C07AA23 (penbutolol),C07AA23,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094998
1475,C07AA27 (cloranolol),C07AA27,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000094999
1476,"C07AA57 (sotalol, combinations)",C07AA57,"C07AA (Beta blocking agents, non-selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095000
1477,"C07AB (Beta blocking agents, selective)",C07AB,C07A (BETA BLOCKING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095001
1478,C07AB01 (practolol),C07AB01,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095002
1479,C07AB02 (metoprolol),C07AB02,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095003
1480,C07AB03 (atenolol),C07AB03,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095004
1481,C07AB04 (acebutolol),C07AB04,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095005
1482,C07AB05 (betaxolol),C07AB05,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095006
1483,C07AB06 (bevantolol),C07AB06,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095007
1484,C07AB07 (bisoprolol),C07AB07,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095008
1485,C07AB08 (celiprolol),C07AB08,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095009
1486,C07AB09 (esmolol),C07AB09,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095010
1487,C07AB10 (epanolol),C07AB10,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095011
1488,C07AB11 (s-atenolol),C07AB11,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095012
1489,C07AB12 (nebivolol),C07AB12,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095013
1490,C07AB13 (talinolol),C07AB13,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095014
1491,"C07AB52 (metoprolol, combinations)",C07AB52,"C07AB (Beta blocking agents, selective)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095015
1492,C07AG (Alpha and beta blocking agents),C07AG,C07A (BETA BLOCKING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095016
1493,C07AG01 (labetalol),C07AG01,C07AG (Alpha and beta blocking agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095017
1494,C07AG02 (carvedilol),C07AG02,C07AG (Alpha and beta blocking agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095018
1495,C07B (BETA BLOCKING AGENTS AND THIAZIDES),C07B,C07 (BETA BLOCKING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095019
1496,"C07BA (Beta blocking agents, non-selective, and thiazides)",C07BA,C07B (BETA BLOCKING AGENTS AND THIAZIDES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095020
1497,C07BA02 (oxprenolol and thiazides),C07BA02,"C07BA (Beta blocking agents, non-selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095021
1498,C07BA05 (propranolol and thiazides),C07BA05,"C07BA (Beta blocking agents, non-selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095022
1499,C07BA06 (timolol and thiazides),C07BA06,"C07BA (Beta blocking agents, non-selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095023
1500,C07BA07 (sotalol and thiazides),C07BA07,"C07BA (Beta blocking agents, non-selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095024
1501,C07BA12 (nadolol and thiazides),C07BA12,"C07BA (Beta blocking agents, non-selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095025
1502,"C07BA68 (metipranolol and thiazides, combinations)",C07BA68,"C07BA (Beta blocking agents, non-selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095026
1503,"C07BB (Beta blocking agents, selective, and thiazides)",C07BB,C07B (BETA BLOCKING AGENTS AND THIAZIDES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095027
1504,C07BB02 (metoprolol and thiazides),C07BB02,"C07BB (Beta blocking agents, selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095028
1505,C07BB03 (atenolol and thiazides),C07BB03,"C07BB (Beta blocking agents, selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095029
1506,C07BB04 (acebutolol and thiazides),C07BB04,"C07BB (Beta blocking agents, selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095030
1507,C07BB06 (bevantolol and thiazides),C07BB06,"C07BB (Beta blocking agents, selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095031
1508,C07BB07 (bisoprolol and thiazides),C07BB07,"C07BB (Beta blocking agents, selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095032
1509,"C07BB52 (metoprolol and thiazides, combinations)",C07BB52,"C07BB (Beta blocking agents, selective, and thiazides)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095033
1510,C07BG (Alpha and beta blocking agents and thiazides),C07BG,C07B (BETA BLOCKING AGENTS AND THIAZIDES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095034
1511,C07BG01 (labetalol and thiazides),C07BG01,C07BG (Alpha and beta blocking agents and thiazides),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095035
1512,C07C (BETA BLOCKING AGENTS AND OTHER DIURETICS),C07C,C07 (BETA BLOCKING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095036
1513,"C07CA (Beta blocking agents, non-selective, and other diuretics)",C07CA,C07C (BETA BLOCKING AGENTS AND OTHER DIURETICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000095037
