name,order,code,parent,ontologyTermURI,definition
"H15.9 Disorder of sclera, unspecified",3307,H15.9,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H15.9,
H16 Keratitis,3308,H16,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16,
H16.0 Keratitis - Corneal ulcer,3309,H16.0,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16.0,
H16.1 Other superficial keratitis without conjunctivitis,3310,H16.1,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16.1,
H16.2 Keratitis - Keratoconjunctivitis,3311,H16.2,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16.2,ORPHAcode: 70476 Vernal keratoconjunctivitis
H16.3 Interstitial and deep keratitis,3312,H16.3,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16.3,ORPHAcode: 1467 Cogan syndrome
H16.4 Keratitis - Corneal neovascularization,3313,H16.4,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16.4,
H16.8 Other keratitis,3314,H16.8,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16.8,ORPHAcode: 2334 Autosomal dominant keratitis
"H16.9 Keratitis, unspecified",3315,H16.9,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H16.9,
H17 Corneal scars and opacities,3316,H17,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H17,
H17.0 Corneal scars and opacities - Adherent leukoma,3317,H17.0,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H17.0,
H17.1 Other central corneal opacity,3318,H17.1,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H17.1,
H17.8 Other corneal scars and opacities,3319,H17.8,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H17.8,
"H17.9 Corneal scar and opacity, unspecified",3320,H17.9,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H17.9,
H18 Other disorders of cornea,3321,H18,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18,
H18.0 Corneal pigmentations and deposits,3322,H18.0,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.0,
H18.1 Other disorders of cornea - Bullous keratopathy,3323,H18.1,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.1,
H18.2 Other corneal oedema,3324,H18.2,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.2,
H18.3 Changes in corneal membranes,3325,H18.3,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.3,
H18.4 Corneal degeneration,3326,H18.4,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.4,
H18.5 Hereditary corneal dystrophies,3327,H18.5,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.5,ORPHAcode: 1490 Corneal dystrophy-perceptive deafness syndrome
H18.6 Other disorders of cornea - Keratoconus,3328,H18.6,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.6,
H18.7 Other corneal deformities,3329,H18.7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.7,ORPHAcode: 137672 Pellucid marginal degeneration
H18.8 Other specified disorders of cornea,3330,H18.8,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.8,
"H18.9 Disorder of cornea, unspecified",3331,H18.9,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H18.9,
H19 Disorders of sclera and cornea in diseases classified elsewhere,3332,H19,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H19,
H19.0 Scleritis and episcleritis in diseases classified elsewhere,3333,H19.0,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H19.0,
H19.1 Herpesviral keratitis and keratoconjunctivitis,3334,H19.1,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H19.1,
H19.2 Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,3335,H19.2,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H19.2,
H19.3 Keratitis and keratoconjunctivitis in other diseases classified elsewhere,3336,H19.3,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H19.3,
H19.8 Other disorders of sclera and cornea in diseases classified elsewhere,3337,H19.8,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H19.8,
H20 Iridocyclitis,3338,H20,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H20,
H20.0 Acute and subacute iridocyclitis,3339,H20.0,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H20.0,ORPHAcode: 279922 Infectious anterior uveitis
H20.1 Chronic iridocyclitis,3340,H20.1,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H20.1,
H20.2 Lens-induced iridocyclitis,3341,H20.2,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H20.2,ORPHAcode: 209959 Phacoanaphylactic uveitis
H20.8 Other iridocyclitis,3342,H20.8,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H20.8,ORPHAcode: 3437 Vogt-Koyanagi-Harada disease
"H20.9 Iridocyclitis, unspecified",3343,H20.9,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H20.9,
H21 Other disorders of iris and ciliary body,3344,H21,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21,
H21.0 Other disorders of iris and ciliary body - Hyphaema,3345,H21.0,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.0,
H21.1 Other vascular disorders of iris and ciliary body,3346,H21.1,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.1,ORPHAcode: 64734 Iridocorneal endothelial syndrome
H21.2 Degeneration of iris and ciliary body,3347,H21.2,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.2,ORPHAcode: 519392 Isolated iridoschisis
"H21.3 Cyst of iris, ciliary body and anterior chamber",3348,H21.3,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.3,
H21.4 Other disorders of iris and ciliary body - Pupillary membranes,3349,H21.4,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.4,
H21.5 Other adhesions and disruptions of iris and ciliary body,3350,H21.5,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.5,
H21.8 Other specified disorders of iris and ciliary body,3351,H21.8,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.8,
"H21.9 Disorder of iris and ciliary body, unspecified",3352,H21.9,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H21.9,
H22 Disorders of iris and ciliary body in diseases classified elsewhere,3353,H22,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H22,
H22.0 Iridocyclitis in infectious and parasitic diseases classified elsewhere,3354,H22.0,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H22.0,
H22.1 Iridocyclitis in other diseases classified elsewhere,3355,H22.1,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H22.1,
H22.8 Other disorders of iris and ciliary body in diseases classified elsewhere,3356,H22.8,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",http://identifiers.org/icd/H22.8,
H25-H28 Disorders of lens,3357,,VII Diseases of the eye and adnexa,,
H25 Senile cataract,3358,H25,H25-H28 Disorders of lens,http://identifiers.org/icd/H25,
H25.0 Senile incipient cataract,3359,H25.0,H25-H28 Disorders of lens,http://identifiers.org/icd/H25.0,
H25.1 Senile nuclear cataract,3360,H25.1,H25-H28 Disorders of lens,http://identifiers.org/icd/H25.1,
"H25.2 Senile cataract, morgagnian type",3361,H25.2,H25-H28 Disorders of lens,http://identifiers.org/icd/H25.2,
H25.8 Other senile cataract,3362,H25.8,H25-H28 Disorders of lens,http://identifiers.org/icd/H25.8,
"H25.9 Senile cataract, unspecified",3363,H25.9,H25-H28 Disorders of lens,http://identifiers.org/icd/H25.9,
H26 Other cataract,3364,H26,H25-H28 Disorders of lens,http://identifiers.org/icd/H26,
"H26.0 Infantile, juvenile and presenile cataract",3365,H26.0,H25-H28 Disorders of lens,http://identifiers.org/icd/H26.0,ORPHAcode: 163 Hereditary hyperferritinemia-cataract syndrome
H27 Other disorders of lens,3366,H27,H25-H28 Disorders of lens,http://identifiers.org/icd/H27,
H27.0 Other disorders of lens - Aphakia,3367,H27.0,H25-H28 Disorders of lens,http://identifiers.org/icd/H27.0,
H27.1 Dislocation of lens,3368,H27.1,H25-H28 Disorders of lens,http://identifiers.org/icd/H27.1,
H27.8 Other specified disorders of lens,3369,H27.8,H25-H28 Disorders of lens,http://identifiers.org/icd/H27.8,
"H27.9 Disorder of lens, unspecified",3370,H27.9,H25-H28 Disorders of lens,http://identifiers.org/icd/H27.9,
H28 Cataract and other disorders of lens in diseases classified elsewhere,3371,H28,H25-H28 Disorders of lens,http://identifiers.org/icd/H28,
H28.0 Diabetic cataract,3372,H28.0,H25-H28 Disorders of lens,http://identifiers.org/icd/H28.0,
"H28.1 Cataract in other endocrine, nutritional and metabolic diseases",3373,H28.1,H25-H28 Disorders of lens,http://identifiers.org/icd/H28.1,
H28.2 Cataract in other diseases classified elsewhere,3374,H28.2,H25-H28 Disorders of lens,http://identifiers.org/icd/H28.2,
H28.8 Other disorders of lens in diseases classified elsewhere,3375,H28.8,H25-H28 Disorders of lens,http://identifiers.org/icd/H28.8,
H30-H36 Disorders of choroid and retina,3376,,VII Diseases of the eye and adnexa,,
H30 Chorioretinal inflammation,3377,H30,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H30,
H30.0 Focal chorioretinal inflammation,3378,H30.0,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H30.0,
H30.1 Disseminated chorioretinal inflammation,3379,H30.1,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H30.1,ORPHAcode: 179 Birdshot chorioretinopathy
H30.2 Chorioretinal inflammation - Posterior cyclitis,3380,H30.2,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H30.2,ORPHAcode: 279914 Intermediate uveitis
H30.8 Other chorioretinal inflammations,3381,H30.8,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H30.8,ORPHAcode: 35686 Serpiginous choroiditis
"H30.9 Chorioretinal inflammation, unspecified",3382,H30.9,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H30.9,ORPHAcode: 279919 Infectious posterior uveitis
H31 Other disorders of choroid,3383,H31,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31,
H31.0 Other disorders of choroid - Chorioretinal scars,3384,H31.0,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31.0,
H31.1 Choroidal degeneration,3385,H31.1,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31.1,
H31.2 Hereditary choroidal dystrophy,3386,H31.2,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31.2,ORPHAcode: 180 Choroideremia
H31.3 Choroidal haemorrhage and rupture,3387,H31.3,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31.3,
H31.4 Choroidal detachment,3388,H31.4,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31.4,
H31.8 Other specified disorders of choroid,3389,H31.8,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31.8,
"H31.9 Disorder of choroid, unspecified",3390,H31.9,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H31.9,
H32 Chorioretinal disorders in diseases classified elsewhere,3391,H32,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H32,
H32.0 Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere,3392,H32.0,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H32.0,
H32.8 Other chorioretinal disorders in diseases classified elsewhere,3393,H32.8,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H32.8,
H33 Retinal detachments and breaks,3394,H33,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H33,
H33.0 Retinal detachment with retinal break,3395,H33.0,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H33.0,ORPHAcode: 209867 Autosomal dominant rhegmatogenous retinal detachment
H33.1 Retinoschisis and retinal cysts,3396,H33.1,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H33.1,
H33.2 Serous retinal detachment,3397,H33.2,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H33.2,
H33.3 Retinal breaks without detachment,3398,H33.3,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H33.3,
H33.4 Retinal detachments and breaks - Traction detachment of retina,3399,H33.4,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H33.4,
H33.5 Other retinal detachments,3400,H33.5,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H33.5,
H34 Retinal vascular occlusions,3401,H34,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H34,
H34.0 Transient retinal artery occlusion,3402,H34.0,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H34.0,
H34.1 Central retinal artery occlusion,3403,H34.1,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H34.1,
H34.2 Other retinal artery occlusions,3404,H34.2,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H34.2,
H40.1 Primary open-angle glaucoma,3405,H40.1,H40-H42 Glaucoma,http://identifiers.org/icd/H40.1,
H34.8 Other retinal vascular occlusions,3406,H34.8,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H34.8,ORPHAcode: 411527 Central retinal vein occlusion
"H34.9 Retinal vascular occlusion, unspecified",3407,H34.9,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H34.9,
H35 Other retinal disorders,3408,H35,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35,
H35.0 Background retinopathy and retinal vascular changes,3409,H35.0,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.0,ORPHAcode: 190 Coats disease
H35.1 Other retinal disorders - Retinopathy of prematurity,3410,H35.1,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.1,ORPHAcode: 90050 Retinopathy of prematurity
H35.2 Other proliferative retinopathy,3411,H35.2,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.2,ORPHAcode: 329211 Autosomal dominant neovascular inflammatory vitreoretinopathy
H35.3 Other retinal disorders - Degeneration of macula and posterior pole,3412,H35.3,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.3,ORPHAcode: 178493 Myopic macular degeneration
H35.4 Peripheral retinal degeneration,3413,H35.4,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.4,
H35.5 Hereditary retinal dystrophy,3414,H35.5,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.5,ORPHAcode: 65 Leber congenital amaurosis
H35.6 Retinal haemorrhage,3415,H35.6,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.6,
H35.7 Separation of retinal layers,3416,H35.7,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.7,ORPHAcode: 443079 Central serous chorioretinopathy
H35.8 Other specified retinal disorders,3417,H35.8,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.8,ORPHAcode: 247691 Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations
"H35.9 Retinal disorder, unspecified",3418,H35.9,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H35.9,
H36 Retinal disorders in diseases classified elsewhere,3419,H36,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H36,
H36.0 Diabetic retinopathy,3420,H36.0,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H36.0,
H36.8 Other retinal disorders in diseases classified elsewhere,3421,H36.8,H30-H36 Disorders of choroid and retina,http://identifiers.org/icd/H36.8,
H40-H42 Glaucoma,3422,,VII Diseases of the eye and adnexa,,
H40 Glaucoma,3423,H40,H40-H42 Glaucoma,http://identifiers.org/icd/H40,
