order,label,name,parent,code,ontologyTermURI
892,RHESUS ROTAVIRUS SEROTYPE G3,Human use: RHESUS ROTAVIRUS SEROTYPE G3,Human use,100000089741,
929,Ribavirin,Human use: Ribavirin,Human use,100000089166,
930,Ribociclib succinate,Human use: Ribociclib succinate,Human use,100000170331,
931,Rilonacept,Human use: Rilonacept,Human use,100000092683,
932,Rilpivirine,Human use: Rilpivirine,Human use,100000124141,
933,Rilpivirine hydrochloride,Human use: Rilpivirine hydrochloride,Human use,100000124142,
934,Riltozinameran,Human use: Riltozinameran,Human use,300000042045,
935,Riluzole,Human use: Riluzole,Human use,100000089184,
936,Rimegepant sulfate,Human use: Rimegepant sulfate,Human use,300000023333,
937,Rimonabant,Human use: Rimonabant,Human use,100000089586,
938,Riociguat,Human use: Riociguat,Human use,100000125892,
939,Ripretinib,Human use: Ripretinib,Human use,100000177389,
940,Risankizumab,Human use: Risankizumab,Human use,100000169020,
941,Risdiplam,Human use: Risdiplam,Human use,100000178153,
942,Risperidone,Human use: Risperidone,Human use,100000092091,
943,Ritonavir,Human use: Ritonavir,Human use,100000089167,
944,Rituximab,Human use: Rituximab,Human use,100000089292,
945,Rivaroxaban,Human use: Rivaroxaban,Human use,100000092811,
946,Rivastigmine,Human use: Rivastigmine,Human use,100000089185,
947,Rivastigmine hydrogen tartrate,Human use: Rivastigmine hydrogen tartrate,Human use,100000093043,
948,Roflumilast,Human use: Roflumilast,Human use,100000080252,
949,Rolapitant,Human use: Rolapitant,Human use,100000144489,
950,Romiplostim,Human use: Romiplostim,Human use,100000091681,
951,Romosozumab,Human use: Romosozumab,Human use,100000173984,
952,Ropeginterferon alfa-2b,Human use: Ropeginterferon alfa-2b,Human use,100000172045,
953,Rosiglitazone maleate,Human use: Rosiglitazone maleate,Human use,100000091458,
893,ROTAVIRUS SEROTYPE G1,Human use: ROTAVIRUS SEROTYPE G1,Human use,100000086011,
894,ROTAVIRUS SEROTYPE G1 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use: ROTAVIRUS SEROTYPE G1 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use,100000089323,
895,ROTAVIRUS SEROTYPE G2,Human use: ROTAVIRUS SEROTYPE G2,Human use,100000086031,
896,ROTAVIRUS SEROTYPE G2 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use: ROTAVIRUS SEROTYPE G2 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use,100000089326,
897,ROTAVIRUS SEROTYPE G3 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use: ROTAVIRUS SEROTYPE G3 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use,100000089329,
898,ROTAVIRUS SEROTYPE G4,Human use: ROTAVIRUS SEROTYPE G4,Human use,100000086032,
899,ROTAVIRUS SEROTYPE G4 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use: ROTAVIRUS SEROTYPE G4 HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use,100000089325,
900,ROTAVIRUS SEROTYPE P1[8] HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use: ROTAVIRUS SEROTYPE P1[8] HUMAN-BOVINE ROTAVIRUS REASSORTANTS (LIVE) PRODUCED ON VERO CELLS,Human use,100000089342,
954,Rotigotine,Human use: Rotigotine,Human use,100000089581,
955,Roxadustat,Human use: Roxadustat,Human use,100000163085,
901,"RTS,S [PORTION OF P. FALCIPARUM CIRCUMSPOROZOITE PROTEIN FUSED WITH HEPATITIS B SURFACE ANTIGEN (RTS), AND COMBINED WITH HEPATITIS B SURFACE ANTIGEN (S)]","Human use: RTS,S [PORTION OF P. FALCIPARUM CIRCUMSPOROZOITE PROTEIN FUSED WITH HEPATITIS B SURFACE ANTIGEN (RTS), AND COMBINED WITH HEPATITIS B SURFACE ANTIGEN (S)]",Human use,100000157986,
902,"RUBELLA VIRUS (LIVE, ATTENUATED)","Human use: RUBELLA VIRUS (LIVE, ATTENUATED)",Human use,100000089917,
903,"RUBELLA VIRUS WISTAR RA 27/3 STRAIN (LIVE, ATTENUATED) PRODUCED IN WI-38 HUMAN DIPLOID LUNG FIBROBLASTS","Human use: RUBELLA VIRUS WISTAR RA 27/3 STRAIN (LIVE, ATTENUATED) PRODUCED IN WI-38 HUMAN DIPLOID LUNG FIBROBLASTS",Human use,100000089338,
956,Rucaparib camsylate,Human use: Rucaparib camsylate,Human use,100000169849,
957,Rufinamide,Human use: Rufinamide,Human use,100000089186,
958,Rurioctocog alfa pegol,Human use: Rurioctocog alfa pegol,Human use,100000163869,
959,Ruxolitinib phosphate,Human use: Ruxolitinib phosphate,Human use,100000126279,
965,Sacituzumab govitecan,Human use: Sacituzumab govitecan,Human use,100000176409,
966,Sacubitril,Human use: Sacubitril,Human use,100000159950,
967,Safinamide methanesulfonate,Human use: Safinamide methanesulfonate,Human use,100000156454,
968,Salmeterol xinafoate,Human use: Salmeterol xinafoate,Human use,100000091381,
969,Samarium SM-153 lexidronam pentasodium,Human use: Samarium SM-153 lexidronam pentasodium,Human use,100000089138,
970,Sapropterin dihydrochloride,Human use: Sapropterin dihydrochloride,Human use,100000091700,
971,Saquinavir,Human use: Saquinavir,Human use,100000089169,
972,Saquinavir mesilate,Human use: Saquinavir mesilate,Human use,100000091808,
973,Sarilumab,Human use: Sarilumab,Human use,100000163589,
960,"SARS-CoV-2 virus, strain Wuhan hCoV-19/Italy/INMI1-isl/2020, Inactivated","Human use: SARS-CoV-2 virus, strain Wuhan hCoV-19/Italy/INMI1-isl/2020, Inactivated",Human use,300000028451,
961,"SARS-CoV-2 virus, variants B.1.351-B.1.1.7, spike protein, receptor binding domain fusion heterodimer","Human use: SARS-CoV-2 virus, variants B.1.351-B.1.1.7, spike protein, receptor binding domain fusion heterodimer",Human use,300000034659,
962,"SARS-CoV-2, B.1.351 variant, prefusion Spike delta TM protein, recombinant","Human use: SARS-CoV-2, B.1.351 variant, prefusion Spike delta TM protein, recombinant",Human use,300000039987,
963,"SARS-CoV-2, spike protein, recombinant, expressed in Sf9 cells derived from Spodoptera frugiperda","Human use: SARS-CoV-2, spike protein, recombinant, expressed in Sf9 cells derived from Spodoptera frugiperda",Human use,300000017644,
974,Satralizumab,Human use: Satralizumab,Human use,100000181406,
975,Saxagliptin,Human use: Saxagliptin,Human use,100000089235,
976,Saxagliptin hydrochloride,Human use: Saxagliptin hydrochloride,Human use,100000115533,
977,Sebelipase alfa,Human use: Sebelipase alfa,Human use,100000159705,
978,Secukinumab,Human use: Secukinumab,Human use,100000126309,
979,Selexipag,Human use: Selexipag,Human use,100000156702,
980,Selinexor,Human use: Selinexor,Human use,100000163576,
981,Selpercatinib,Human use: Selpercatinib,Human use,100000177603,
982,Selumetinib sulfate,Human use: Selumetinib sulfate,Human use,100000128757,
983,Semaglutide,Human use: Semaglutide,Human use,100000124419,
984,Setmelanotide,Human use: Setmelanotide,Human use,100000177229,
985,Sevelamer,Human use: Sevelamer,Human use,100000089503,
986,Sevelamer carbonate,Human use: Sevelamer carbonate,Human use,100000091682,
987,Sevelamer hydrochloride,Human use: Sevelamer hydrochloride,Human use,100000091107,
988,Sildenafil citrate,Human use: Sildenafil citrate,Human use,100000091090,
989,Silodosin,Human use: Silodosin,Human use,100000090781,
990,Siltuximab,Human use: Siltuximab,Human use,100000124530,
991,Simeprevir,Human use: Simeprevir,Human use,100000134797,
992,Simoctocog alfa,Human use: Simoctocog alfa,Human use,100000144942,
993,Simvastatin,Human use: Simvastatin,Human use,100000091786,
994,Siponimod fumaric acid,Human use: Siponimod fumaric acid,Human use,100000178290,
995,Sipuleucel-T,Human use: Sipuleucel-T,Human use,100000124445,
996,Sirolimus,Human use: Sirolimus,Human use,100000089170,
997,Sitagliptin fumarate,Human use: Sitagliptin fumarate,Human use,300000027203,
998,Sitagliptin hydrochloride,Human use: Sitagliptin hydrochloride,Human use,100000174577,
999,Sitagliptin hydrochloride monohydrate,Human use: Sitagliptin hydrochloride monohydrate,Human use,100000174576,
1000,Sitagliptin phosphate,Human use: Sitagliptin phosphate,Human use,100000089174,
1001,Sitagliptin phosphate monohydrate,Human use: Sitagliptin phosphate monohydrate,Human use,100000089173,
1002,Sitaxentan sodium,Human use: Sitaxentan sodium,Human use,100000091727,
1003,Sodium oxybate,Human use: Sodium oxybate,Human use,100000089135,
1004,Sodium phenylbutyrate,Human use: Sodium phenylbutyrate,Human use,100000091834,
1005,Sodium thiosulfate,Human use: Sodium thiosulfate,Human use,100000078147,
1006,Sodium zirconium cyclosilicate,Human use: Sodium zirconium cyclosilicate,Human use,100000166288,
1007,Sofosbuvir,Human use: Sofosbuvir,Human use,100000144530,
1008,Solriamfetol hydrochloride,Human use: Solriamfetol hydrochloride,Human use,100000180154,
1009,Somapacitan,Human use: Somapacitan,Human use,100000172265,
1010,Somatrogon,Human use: Somatrogon,Human use,100000174673,
1011,Somatropin,Human use: Somatropin,Human use,100000089188,
1012,Sonidegib phosphate,Human use: Sonidegib phosphate,Human use,100000157774,
1013,Sorafenib tosilate,Human use: Sorafenib tosilate,Human use,100000090319,
1014,Sotagliflozin,Human use: Sotagliflozin,Human use,100000164728,
1015,Sotorasib,Human use: Sotorasib,Human use,100000183068,
1016,Sotrovimab,Human use: Sotrovimab,Human use,300000022271,
1017,Spesolimab,Human use: Spesolimab,Human use,100000180060,
1018,Spheroids of human autologous matrix-associated chondrocytes,Human use: Spheroids of human autologous matrix-associated chondrocytes,Human use,100000166583,
1019,Spironolactone,Human use: Spironolactone,Human use,100000092408,
964,SPLIT INFLUENZA VIRUS (INACTIVATED) OF STRAIN A/VIETNAM/1194/2004 (H5N1) LIKE STRAIN USED (NIBRG-14),Human use: SPLIT INFLUENZA VIRUS (INACTIVATED) OF STRAIN A/VIETNAM/1194/2004 (H5N1) LIKE STRAIN USED (NIBRG-14),Human use,100000091901,
1020,Stavudine,Human use: Stavudine,Human use,100000089694,
1021,Stiripentol,Human use: Stiripentol,Human use,100000089171,
1022,Strontium ranelate,Human use: Strontium ranelate,Human use,100000090069,
1023,Sucroferric oxyhydroxide,Human use: Sucroferric oxyhydroxide,Human use,100000158307,
1024,Sufentanil citrate,Human use: Sufentanil citrate,Human use,100000091108,
1025,Sugammadex sodium,Human use: Sugammadex sodium,Human use,100000124531,
1026,Sulesomab,Human use: Sulesomab,Human use,100000085231,
1027,Sulfur hexafluoride,Human use: Sulfur hexafluoride,Human use,100000091323,
1028,Sunitinib,Human use: Sunitinib,Human use,100000087970,
1029,Sunitinib malate,Human use: Sunitinib malate,Human use,100000093454,
1030,Susoctocog alfa,Human use: Susoctocog alfa,Human use,100000157783,
1031,Sutimlimab,Human use: Sutimlimab,Human use,100000180323,
1037,Tabelecleucel,Human use: Tabelecleucel,Human use,100000181002,
1038,Tacrolimus,Human use: Tacrolimus,Human use,100000089172,
1039,Tacrolimus monohydrate,Human use: Tacrolimus monohydrate,Human use,100000087996,
1040,Tadalafil,Human use: Tadalafil,Human use,100000089310,
1041,Tafamidis,Human use: Tafamidis,Human use,100000126102,
1042,Tafamidis meglumine,Human use: Tafamidis meglumine,Human use,100000124128,
1043,Tafasitamab,Human use: Tafasitamab,Human use,100000183311,
1044,Tagraxofusp,Human use: Tagraxofusp,Human use,100000178398,
1045,Talazoparib,Human use: Talazoparib,Human use,100000166294,
1046,Talimogene laherparepvec,Human use: Talimogene laherparepvec,Human use,100000158328,
1047,Tasimelteon,Human use: Tasimelteon,Human use,100000157714,
1048,Tasonermin,Human use: Tasonermin,Human use,100000089313,
1049,Tazobactam sodium,Human use: Tazobactam sodium,Human use,100000092105,
1050,Tebentafusp,Human use: Tebentafusp,Human use,100000181759,
1051,Teclistamab,Human use: Teclistamab,Human use,300000005901,
1052,Tecovirimat monohydrate,Human use: Tecovirimat monohydrate,Human use,100000182629,
1053,Tedizolid phosphate,Human use: Tedizolid phosphate,Human use,100000128380,
1054,Teduglutide,Human use: Teduglutide,Human use,100000124173,
1055,Tegafur,Human use: Tegafur,Human use,100000082441,
1056,Telaprevir,Human use: Telaprevir,Human use,100000124179,
1032,TELAVANCIN HYDROCHLORIDE,Human use: TELAVANCIN HYDROCHLORIDE,Human use,100000128208,
1057,Telbivudine,Human use: Telbivudine,Human use,100000089257,
1058,Telithromycin,Human use: Telithromycin,Human use,100000089311,
1059,Telmisartan,Human use: Telmisartan,Human use,100000089190,
1060,Telotristat etiprate,Human use: Telotristat etiprate,Human use,100000168560,
1061,Temoporfin,Human use: Temoporfin,Human use,100000091846,
1062,Temozolomide,Human use: Temozolomide,Human use,100000089638,
1063,Temsirolimus,Human use: Temsirolimus,Human use,100000089582,
1064,Tenecteplase,Human use: Tenecteplase,Human use,100000085233,
1065,Tenofovir alafenamide fumarate,Human use: Tenofovir alafenamide fumarate,Human use,100000164069,
1066,Tenofovir disoproxil fumarate,Human use: Tenofovir disoproxil fumarate,Human use,100000092141,
1067,Tenofovir disoproxil maleate,Human use: Tenofovir disoproxil maleate,Human use,100000163363,
1068,Tenofovir disoproxil phosphate,Human use: Tenofovir disoproxil phosphate,Human use,100000161163,
1069,Tenofovir disoproxil succinate,Human use: Tenofovir disoproxil succinate,Human use,100000160577,
1070,Tepotinib hydrochloride monohydrate,Human use: Tepotinib hydrochloride monohydrate,Human use,300000011280,
1071,Teriflunomide,Human use: Teriflunomide,Human use,100000089234,
1072,Teriparatide,Human use: Teriparatide,Human use,100000089193,
1073,Testosterone,Human use: Testosterone,Human use,100000089191,
1033,TETANUS PROTEIN,Human use: TETANUS PROTEIN,Human use,100000128231,
1034,TETANUS TOXOID,Human use: TETANUS TOXOID,Human use,100000089740,
1035,TETANUS TOXOID ADSORBED,Human use: TETANUS TOXOID ADSORBED,Human use,100000078763,
1036,"TETANUS TOXOID ADSORBED ON ALUMINIUM HYDROXIDE, HYDRATED","Human use: TETANUS TOXOID ADSORBED ON ALUMINIUM HYDROXIDE, HYDRATED",Human use,100000089296,
1074,Tezacaftor,Human use: Tezacaftor,Human use,100000174401,
1075,Tezepelumab,Human use: Tezepelumab,Human use,100000165774,
1076,Thalidomide,Human use: Thalidomide,Human use,100000089194,
1077,Thiotepa,Human use: Thiotepa,Human use,100000082128,
1078,Thyrotropin alfa,Human use: Thyrotropin alfa,Human use,100000091496,
1079,Ticagrelor,Human use: Ticagrelor,Human use,100000115464,
1080,Tigecycline,Human use: Tigecycline,Human use,100000089539,
1081,Tildrakizumab,Human use: Tildrakizumab,Human use,100000156428,
1082,Tilmanocept,Human use: Tilmanocept,Human use,100000143250,
1083,Timolol,Human use: Timolol,Human use,100000089192,
1084,Timolol maleate,Human use: Timolol maleate,Human use,100000090033,
1085,Tipiracil hydrochloride,Human use: Tipiracil hydrochloride,Human use,100000160904,
1086,Tipranavir,Human use: Tipranavir,Human use,100000085237,
1087,Tirbanibulin,Human use: Tirbanibulin,Human use,100000183609,
1088,Tirzepatide,Human use: Tirzepatide,Human use,100000183583,
1089,Tisagenlecleucel,Human use: Tisagenlecleucel,Human use,100000163519,
1090,Tivozanib hydrochloride monohydrate,Human use: Tivozanib hydrochloride monohydrate,Human use,100000167094,
1091,Tixagevimab,Human use: Tixagevimab,Human use,300000026512,
1092,Tobramycin,Human use: Tobramycin,Human use,100000091065,
1093,Tocilizumab,Human use: Tocilizumab,Human use,100000091701,
1094,Tocofersolan,Human use: Tocofersolan,Human use,100000124318,
1095,Tofacitinib citrate,Human use: Tofacitinib citrate,Human use,100000126136,
1096,Tolcapone,Human use: Tolcapone,Human use,100000089195,
1097,Tolvaptan,Human use: Tolvaptan,Human use,100000091683,
1098,Topotecan hydrochloride,Human use: Topotecan hydrochloride,Human use,100000091113,
1099,Toremifene citrate,Human use: Toremifene citrate,Human use,100000085256,
1100,Tozinameran,Human use: Tozinameran,Human use,300000019018,
1101,Trabectedin,Human use: Trabectedin,Human use,100000091571,
1102,Tralokinumab,Human use: Tralokinumab,Human use,100000175358,
1103,Trametinib dimethyl sulfoxide,Human use: Trametinib dimethyl sulfoxide,Human use,100000158016,
1104,Trastuzumab,Human use: Trastuzumab,Human use,100000089314,
1105,Trastuzumab deruxtecan,Human use: Trastuzumab deruxtecan,Human use,100000174462,
1106,Trastuzumab emtansine,Human use: Trastuzumab emtansine,Human use,100000128434,
1107,Travoprost,Human use: Travoprost,Human use,100000089312,
1108,Tremelimumab,Human use: Tremelimumab,Human use,100000129086,
1109,Treosulfan,Human use: Treosulfan,Human use,100000077502,
1110,Treprostinil sodium,Human use: Treprostinil sodium,Human use,100000086898,
1111,Trientine dihydrochloride,Human use: Trientine dihydrochloride,Human use,100000084643,
1112,Trientine tetrahydrochloride,Human use: Trientine tetrahydrochloride,Human use,100000138072,
1113,Trifluridine,Human use: Trifluridine,Human use,100000076935,
1114,Trovafloxacin,Human use: Trovafloxacin,Human use,100000089214,
1115,Tucatinib,Human use: Tucatinib,Human use,100000163588,
1116,Turoctocog alfa,Human use: Turoctocog alfa,Human use,100000140051,
1117,Turoctocog alfa pegol,Human use: Turoctocog alfa pegol,Human use,100000176723,
1118,Ulipristal acetate,Human use: Ulipristal acetate,Human use,100000093411,
1119,Umeclidinium bromide,Human use: Umeclidinium bromide,Human use,100000143253,
1120,Upadacitinib hemihydrate,Human use: Upadacitinib hemihydrate,Human use,100000175900,
1121,Ustekinumab,Human use: Ustekinumab,Human use,100000091702,
1129,Vaborbactam,Human use: Vaborbactam,Human use,100000171856,
1130,Vadadustat,Human use: Vadadustat,Human use,100000172788,
1131,Valdecoxib,Human use: Valdecoxib,Human use,100000085238,
1132,Valoctocogene roxaparvovec,Human use: Valoctocogene roxaparvovec,Human use,100000183612,
1133,Valsartan,Human use: Valsartan,Human use,100000088000,
1134,Vandetanib,Human use: Vandetanib,Human use,100000090715,
1135,Vardenafil hydrochloride trihydrate,Human use: Vardenafil hydrochloride trihydrate,Human use,100000088014,
1136,Varenicline tartrate,Human use: Varenicline tartrate,Human use,100000091746,
1122,"VARICELLA VIRUS OKA/MERCK STRAIN, (LIVE, ATTENUATED) PRODUCED IN HUMAN DIPLOID (MRC-5) CELLS","Human use: VARICELLA VIRUS OKA/MERCK STRAIN, (LIVE, ATTENUATED) PRODUCED IN HUMAN DIPLOID (MRC-5) CELLS",Human use,100000089340,
1137,Vedolizumab,Human use: Vedolizumab,Human use,100000093402,
1138,Velaglucerase alfa,Human use: Velaglucerase alfa,Human use,100000115858,
1139,Velmanase alfa,Human use: Velmanase alfa,Human use,100000166699,
1140,Velpatasvir,Human use: Velpatasvir,Human use,100000166177,
1141,Vemurafenib,Human use: Vemurafenib,Human use,100000124528,
1142,Venetoclax,Human use: Venetoclax,Human use,100000162440,
1143,Vericiguat,Human use: Vericiguat,Human use,100000175190,
1144,Vernakalant hydrochloride,Human use: Vernakalant hydrochloride,Human use,100000115500,
1145,Verteporfin,Human use: Verteporfin,Human use,100000091606,
1146,Vestronidase alfa,Human use: Vestronidase alfa,Human use,100000172968,
1123,"VIBRIO CHOLERAE O1 INABA, CLASSICAL BIOTYPE (HEAT INACTIVATED)","Human use: VIBRIO CHOLERAE O1 INABA, CLASSICAL BIOTYPE (HEAT INACTIVATED)",Human use,100000078326,
1124,"VIBRIO CHOLERAE O1 INABA, EL TOR BIOTYPE (FORMALIN INACTIVATED)","Human use: VIBRIO CHOLERAE O1 INABA, EL TOR BIOTYPE (FORMALIN INACTIVATED)",Human use,100000078346,
1125,"VIBRIO CHOLERAE O1 OGAWA, CLASSICAL BIOTYPE (HEAT INACTIVATED)","Human use: VIBRIO CHOLERAE O1 OGAWA, CLASSICAL BIOTYPE (HEAT INACTIVATED)",Human use,100000078327,
1126,"VIBRIO CHOLERAE O1OGAWA, CLASSICAL BIOTYPE (FORMALIN INACTIVATED)","Human use: VIBRIO CHOLERAE O1OGAWA, CLASSICAL BIOTYPE (FORMALIN INACTIVATED)",Human use,100000078347,
1127,"VIBRIO CHOLERAE, STRAIN CVD 103-HGR, LIVE","Human use: VIBRIO CHOLERAE, STRAIN CVD 103-HGR, LIVE",Human use,100000181891,
1147,Vigabatrin,Human use: Vigabatrin,Human use,100000079084,
1148,Vilanterol trifenatate,Human use: Vilanterol trifenatate,Human use,100000128871,
1149,Vildagliptin,Human use: Vildagliptin,Human use,100000089156,
1150,Vinflunine ditartrate,Human use: Vinflunine ditartrate,Human use,100000092200,
1151,Vismodegib,Human use: Vismodegib,Human use,100000124371,
1152,Vitamin D,Human use: Vitamin D,Human use,100000155487,
1153,Voclosporin,Human use: Voclosporin,Human use,100000115486,
1154,Volanesorsen sodium,Human use: Volanesorsen sodium,Human use,100000173491,
1155,Vonicog alfa,Human use: Vonicog alfa,Human use,100000172046,
1128,VORAPAXAR SULFATE,Human use: VORAPAXAR SULFATE,Human use,100000159561,
1156,Voretigene neparvovec,Human use: Voretigene neparvovec,Human use,100000168683,
1157,Voriconazole,Human use: Voriconazole,Human use,100000088018,
