id,PID,Name,Acronym,Description,URL,Juridical Person,Country,Head of Biobank,Latitude,Longitude,Also Known In,Contact Person,Networks,Commercial Collaboration,Non Profit Collaboration,Capabilities,National Node
bbmri-eric:ID:FR_BB-0033-00040,21.T12995/1.a1e5-0bdd-167e,CRB Nantes,-,"The BRC Nantes University Hospital is a structure that manages biocollections on behalf of various scientific managers (internal or external academic and industrial). It hosts collections for which it ensures the preparation of samples (aliquoting of biological fluids, cells and mononuclear DNA), others for which it ensures the conservation after careful inventory of echantillons. BRC has a database allowing him sample management. However, in multi-thematic, he can not manage all of the clinical and biological data relating to various collections. This management is the responsibility of the scientific leaders who have, in general, specific databases to their themes. A unique identifier per sample allows to link the BRC database and those of scientifiques.The provision of samples is carried out with the agreement of scientific leaders.",http://www.chu-nantes.fr/centre-de-ressources-biologiques-crb--25340.kjsp,CRB Nantes,FR,bbmri-eric:contactID:FR_BB-0033-00040,47.2092332,-1.5545164000000113,,bbmri-eric:contactID:FR_BB-0033-00040,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00041,21.T12995/1.b948-24d8-6f3a,CRB-CHU-Saint Etienne,CRB-42-TTK,"The CRB-42  CHU St Etienne is a monocentric structure following the NF S96-900 French standard. The CRB follows 8 important, well defined and authorized collections (around 25 000 samples). These collections follow themes perfectly defined according to the strategy of the Teaching Hospital and the University. The CRB-42 takes into account recommendations of the French Network of the CRB. The organization chart is well-defined and facilitates the understanding of the organization. The responsibilities of the members of the CRB, their hierarchies and their field of activity are established.The CRB-42 is organized to give biological resources (authorization and procedure of provision, scientific advice, catalogs, and contract) to internal or external teams in the CHU of Saint Etienne. The perimeters, the mapping of the processes, the services supports, the planning of the actions, the analyses of risks, the management of flows, the metrology are clearly defined in Manuel Quality. The CRB has an equipment renewed in 2006. It is equipped with devices of storage with 2 cryocuves in phase gas allowing the preservation of 55 000 tubes of biological resources as well as 3 cryocuves in liquid phase for a temporary preservation. A specific email address in the CRB and a dedicated Web site were configured allowing to consult our catalog of provision. Since its construction, the CRB has provided samples at the base of 15 international referenced publications. He was involved in various activities of transfer and innovation.",http://www.chu-st-etienne.fr/professionnelsante/tumorotheque/Accueil.asp,CRB-CHU-Saint Etienne,FR,bbmri-eric:contactID:FR_BB-0033-00041,45.4820275,4.362963400000012,,bbmri-eric:contactID:FR_BB-0033-00041,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00042,21.T12995/1.9d3b-06e6-ad71,Banque d'ADN et de Cellules de l'ICM,,"The DNA and cell bank of the Cricm is devoted since 1990 to constitute collections of biosamples from cohorts of patients for research projects, more specifically in neurology and neuropsychiatry. As a service provider platform since 1998, it supplies the technical expertise and logistics for the reception, preparation, storage and distribution of biological samples - mostly DNA extracts, lymphocytes and plasma from peripheral blood, as well as lymphoblast cell lines - together with well documented associated data.",http://icm-institute.org/fr/centres-de-ressources-biologiques/,Banque d'ADN et de Cellules de l'ICM,FR,bbmri-eric:contactID:FR_BB-0033-00042,48.8354373,2.364163400000052,,bbmri-eric:contactID:FR_BB-0033-00042,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00043,21.T12995/1.9977-1eab-9634,CRB pour l'Etude epidemiologique des facteurs gene,EGEA Collection,"EGEA BRC is well positioned at the international level, which should favour networking. The BRC Egeaalready belongs to an international EU Integrated Project on the genetics of asthma (GABRIEL) and theapplicant was the Working package (WP) leader regarding genetics, genomics and post genomics of anEU network of excellence, Ga2len (Global allergy and asthma European network), in which attempts tofavour certification of collections of asthma are currently undertaken. The project is strategically wellpositioned in the context of international discussions regarding post genome respiratory epidemiology,in which the collection PI already played a structural role.The general objective of the EGEA BRC is to assess genetic, environmental risk factors and theirinteractions for asthma and the associated phenotypes of bronchial hyperresponsiveness and atopy.During the last four years numerous grants have been obtained, in particular 3 with ANR, 1 withAFSSET in collaboration with inserm, national and international partners. EGEA has a list of 55publications, 31 of which since 2004",https://egeanet.vjf.inserm.fr/index.php/fr/,CRB pour l'Etude epidemiologique des facteurs gene,FR,bbmri-eric:contactID:FR_BB-0033-00043,45.1981677,5.747896800000035,,bbmri-eric:contactID:FR_BB-0033-00043,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00044,21.T12995/1.0d87-d03f-f6ea,CRB Ferdinand Cabanne - Dijon,-,"The strategy of the University Hospital of Dijon and Blood Institute of Bourgogne-Franche Comte through the BRC Cabanne (2003) was to create an infrastructure with national dimension. The Cancer Center and private Pathology Center entered the BRC (2004-5), in an integrative process joined by the University Hospital of Besancon (2010). 
CRB is integrated in biology technique tray Gerard Mack (molecular genetic platform cancers, cytometry platform flow and the DNA sequencer).",http://www.crbferdinandcabanne.fr,CRB Ferdinand Cabanne - Dijon,FR,bbmri-eric:contactID:FR_BB-0033-00044,47.3213803,5.069147100000009,,bbmri-eric:contactID:FR_BB-0033-00044,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00045,21.T12995/1.a1f9-c94a-2aa3,CRB-CHU Perpignan,CRB-CHP,"We started our activity of tissular conservation in 2006.Since, we organized the circuit of collection, the conditions of preservation, the collection of the consent of the patients, the transfer of samples in partnership with the Unite of Clinical Search of the Perpignan's hospital.During these some years, our activity of collection was multiplied by 3,5.Our theme is the cancer research, mainly the brain tumours, the tumors of the breast, the tumors of the bowels, and lymphomas. However, we also have a series of samples of tumors of different origins, taken during the interventions scheduled to the hospital center of Perpignan. At the end of 2009, we proceed to an evolution of our organization according to the NF standard S96-900. Today, this approach in going on.",,CRB-CHU Perpignan,FR,bbmri-eric:contactID:FR_BB-0033-00045,42.7254307,2.889156200000002,,bbmri-eric:contactID:FR_BB-0033-00045,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00046,21.T12995/1.c441-1466-4f73,CRB - HCL,-,"The biological resource center (BRC) of the Hospices Civils de Lyon (HCL) is a technological hub that supports clinical research. This BRC is subdivided in 7 specialised biobanks: NeuroBioTec, Centre de biotechnologie cellulaire (CBC) Biotec, Immunobiotec, Tumorotheque, Cytatheque onco-hematologique, Virobiotec et Cardiobiotec.",http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques,CRB - HCL,FR,bbmri-eric:contactID:FR_maze,45.7608649,4.83155940000006,,bbmri-eric:contactID:FR_BB-0033-00046,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00046-1,21.T12995/1.404d-5165-c9a1,CRB-HCL - NeuroBioTec,NeuroBioTec,"Created in 1997, NeuroBioTec is located at Pierre Wertheimer hospital and is part of the biological resource centre of Hospices Civils de Lyon. NeuroBioTec collects, stores and distributes human biological samples to research scientists. Fields covered include: oncology, cardiology, neurology, obstetrics, paediatrics, pneumology and psychiatry.",http://www.neurobiotec.net/index.php,CRB-HCL - NeuroBioTec,FR,bbmri-eric:contactID:FR_maze,45.7474263,4.899720800000068,,bbmri-eric:contactID:FR_BB-0033-00046-1,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00046-2,21.T12995/1.9592-cc6f-ded2,HCL-CBC Biotec,CBC Biotec,"Created in 1972, CBC Biotec is one of the oldest banks of cells in France and is part of the biological resource centre of Hospices Civils de Lyon. CBC Biotec collects, stores and distributes biological samples from more than 500 different pathologies to research scientists. Diseases under investigation include: metabolic diseases, autoimmune diseases, fetal diseases, neurological and neuromuscular diseases, and diseases of the extracellular matrix.",http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques,HCL-CBC Biotec,FR,bbmri-eric:contactID:FR_maze,45.7474263,4.899720800000068,,bbmri-eric:contactID:FR_BB-0033-00046-2,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00046-3,21.T12995/1.5991-7295-8816,CRB-HCL-Immunobiotec,Immunobiotec,"Created in 2007, Immunobiotec is part of the biological resource centre of Hospices Civils de Lyon. Immunobiotec collects, stores and distributes human biological samples to research scientists. Fields covered include: systemic autoimmune disorders and chronic inflammatory bowel diseases.",http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques,CRB-HCL-Immunobiotec,FR,bbmri-eric:contactID:FR_maze,45.7474263,4.899720800000068,,bbmri-eric:contactID:FR_BB-0033-00046-3,,true,true,,FR
bbmri-eric:ID:FR_BB-0033-00046-4,21.T12995/1.b15e-f9f5-fdc1,CRB-HCL-Tumorotheque,Tumorotheque,"The tumor bank is located at Lyon sud hospital (Pierre Benite) and is part of the biological resource centre of Hospices Civils de Lyon. The tumor bank collects, stores and distributes human biological samples (tumor tissue and non-tumor tissue) to researchers.",http://www.chu-lyon.fr/fr/centre-de-ressources-biologiques,CRB-HCL-Tumorotheque,FR,bbmri-eric:contactID:FR_maze,45.701604,4.807027599999969,,bbmri-eric:contactID:FR_BB-0033-00046-4,,true,true,,FR
