"id","name","acronym","description","url","country"
"bbmri-eric:ID:PL_BMUG","Medical University of Gdansk Biobank (Department of Medical Laboratory Diagnostic)","BMUG","Department of Medical Laboratory Diagnostic – Biobank at the Medical University of Gdansk (BGUM) was officially established in 2006, but the first samples had been already collected since 2001. Our Biobank joined the BBMRI_PL (consortium of Polish biobanks) in 2014.BMUG is closely connected with Department of Oncological Surgery. It mainly stores clinical samples from oncological patients (breast cancer, gastroinsterstinal cancers, sarcomas, NET), but we also have rare diseases collections (e. g. mastocytosis). BMUG stores over 180000 samples with medical data including snap frozen tissue, fluid (serum, full blood) and FFPE samples.","http://biobank.gumed.edu.pl/","PL"
"bbmri-eric:contactID:UK_GBR-1-131","Orchid Tissue Bank","","The Orchid Research Tissue Bank is a Genito-Urinary tissue bank collecting and storing samples of prostate, testis, penile, kidney and bladder cancer.  It consists of fresh frozen and formalin fixed tissue samples as well as whole blood, plasma and serum collected from patients with Genito-Urinary cancers or being investigated for malignancy.  The bank was set up with the purpose of expanding the collection of male-specific cancers; providing material for scientific research aiming to discover new biomarkers that have the potential to be used as diagnostic/prognostic markers. Ultimately, this could assist in creating personalised treatments for patients. In addition to our own in-house research we have collaborations with groups within the UK, in the EU and USA.","http://bci.qmul.ac.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-252","Scleroderma and Raynaud's Research Bank","","The Scleroderma and Raynaud's Research Bank (SRRB) consists of a Bank of blood, DNA, serum, skin biopsies, calcinosis samples and capillaroscopy and thermography images with associated clinical data.  These are collected on patients with scleroderma (both systemic sclerosis spectrum disorders including localised scleroderma also termed morphoea), patients with other connective tissue diseases, patients with primary Raynaud’s phenomenon, patients with shoulder problems leading to deposition of calcium salts (deposition of calcium salts also occurs in scleroderma) and healthy controls.  The Bank currently contains samples from over 800 individuals, collected as part of individual research projects and the ongoing assessment of patients attending general rheumatology, scleroderma and dermatology clinics acting as tissue collection centres.","","UK"
"bbmri-eric:contactID:UK_GBR-1-130","Barts Cancer Institute Breast Tissue Bank","","This ground breaking initiative will see the Barts Cancer Institute and 4 other centres around the country working together as one national resource, to house the multi-million pound Breast Cancer Now Tissue Bank. Professor Louise Jones and a dedicated team head up the Tissue bank in the Barts Cancer Institute. The tissue bank includes a dedicated cell culture team, and has just established the Metastatic Bank including a Rapid Autopsy Programme.   In the coming years we will see the benefits to people with breast cancer, as research using tissues from the Bank will lead to new treatments which have the potential to save the lives of many thousands of people with this disease.","http://bci.qmul.ac.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-251","CONFIRM Trial","","CONFIRM is a double blind randomised phase III trial comparing nivolumab (anti‐PD‐1 antibody) monotherapy versus placebo for one year. The treatment allocation ratio is 2:1 (treatment: placebo).","https://www.southampton.ac.uk/ctu/trialportfolio/listoftrials/confirm.page","UK"
"bbmri-eric:contactID:UK_GBR-1-133","The Cleft Collective","","The Cleft Collective is a longitudinal cohort study looking to investigate the biological and environmental causes of cleft and the best treatments of cleft on those affected and their families.  The study comprises two separate cohorts, a Birth Cohort and a 5-year-old Cohort.  The birth cohort is further split into two sub-groups, postnatal and antenatal, allocation to these groups is determined by the time of recruitment.  Recruitment to the two cohorts is currently ongoing across the UK.  A large amount of phenotypic and environmental exposure data is being collected via questionnaires and record linkage. A data dictionary, available on the study website, contains details of all the available data.      As a minimum, biological mother and affected child are recruited to the study.  Where possible, biological father or mother’s partner is also recruited.  In addition, the study aims to recruit unaffected and affected siblings for a small proportion of the cohort.      Biological samples are collected from all participants.  Parents and siblings of both cohorts and affected children of the 5-year-old cohort provide saliva samples.  Residual tissue and blood samples are collected from affected children recruited to the birth cohort.  In addition, cord blood samples are collected from families recruited to the antenatal strand.","http://www.bristol.ac.uk/dental/cleft-collective/professionals/","UK"
"bbmri-eric:contactID:UK_GBR-1-254","EMR Arthritis Biobank","","The EMR Arthritis Biobank provides a unique bio and data resource, with biological samples (tissue and fluids) and stringent clinical data collected from patients recruited to our various clinical trials/studies including PEAC, R4-RA, STRAP/STRAP-EU, Therapist, IRMA, PSABRE,  BHSLE & TRACTISS (completed and on-going studies). Patients recruited to our studies have rheumatic conditions such as Rheumatoid, Psoriatic and Undifferentiated Arthritis, as well as auto-immune diseases such as Lupus and Sjogren's syndrome.","https://www.qmul.ac.uk/whri/emr/emr-biobank","UK"
"bbmri-eric:ID:IT_1385808897226751","Banca Biologica Screening AAA - Varese","","","","IT"
"bbmri-eric:ID:NO_MoBa","MoBa biobank, Norwegian Institute of Public Health","MoBa","https://www.fhi.no/en/studies/moba/about-moba-articles/what-is-the-norwegian-mother-and-child-cohort-study/","https://www.fhi.no/en/studies/moba","NO"
"bbmri-eric:contactID:UK_GBR-1-132","GoSHARE (Genetics of the Scottish Health Research Register)","","The Scottish Health Research Register SHARE adopts an approach which asks the public to consent to their data held in NHS databases to be used to determine their suitability for research projects. Additionally participants can consent for spare blood, left after routine venepuncture to be stored for future research studies.  This has been implemented in tayside and Grampian with over 50,000 blood samples  intercepted by March 2017.    Anyone over the age of 11 years in Scotland can participate.  Participants are approached through a range of methods including directly at out-patient clinics and GP practices, leaflets with hospital letters and personal email from employers.   SHARE has recruited around 150,000 people, with over 95% of all individuals providing consent for the use of spare blood.  SHARE has demonstrated that it can quickly and efficiently recruit to studies. In addition it can be used to administer questionnaire studies by email and recruit to patient and public involvement groups.  SHARE continues to steadily recruit with the ambition of eventually achieving 1,000,000 people in Scotland. We are steadily extending the datasets we use for identifying participants. We are adding a mobile APP which will facilitate dissemination about research and allow the collection of physiological and activity data if desired. We anticipate SHARE will soon become the main source of health research recruitment in Scotland.    Cohort description paper: PMID: 28148535","http://www.registerforshare.org/index.php","UK"
"bbmri-eric:contactID:UK_GBR-1-253","Manchester Skin Health Biobank","","The MSHBiobank supports a varied programme of research involving skin and hair disorders. These include chemotherapy induced alopecia, inflammatory hair diseases, other alopecia’s (androgenic alopecia, Female patter hair loss) and skin research including wound healing, psoriasis and skin-related drug side effects. Research programs will aim to provide novel, publishable basic science data and contribute to patient well-being and treatment. Skin and hair samples are stored from patients who are asked to consent to collection of excess tissue left over from routine medical and cosmetic procedures.","","UK"
"bbmri-eric:ID:NL_AAAACXPKKEALKACQK2ME25QAAE","PIAMA Biobank","","","","NL"
"bbmri-eric:contactID:UK_GBR-1-250","Nostra feasibility trial","","A prospective non-randomised, multi-centre feasibility study to assess if patients with residual cancer following dual-targeted neoadjuvant chemotherapy treatment for HER2-positive, ER-negative early breast cancer can be identified by multiple ultrasound-guided tumour bed core biopsies","","UK"
"bbmri-eric:contactID:UK_GBR-1-128","Barts Gynae Tissue Bank","","The purpose of the Barts Gynae Tissue Bank is to collect, store and share high quality tissue for translational research into gynaecological cancers.  We collect gynaecological tissues, ascites, blood and urine that have been obtained during standard diagnostic and therapeutic procedures and are surplus to pathological diagnostic requirements. Tissues are collected from both primary and metastatic gynaecological cancer as well as from non-malignant tissues obtained in the course of standard investigation and treatment.   The Barts Gynae Tissue Bank wishes to share the collection with academic researchers undertaking high quality research.","http://bci.qmul.ac.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-249","Sheffield Brain Tissue Bank (SBTB)","","Sheffield Brain bank comprises of tissue samples mainly of Degenerative diseases (MND, Alzhiemers)","https://www.sheffield.ac.uk/neuroscience/sbtb/home","UK"
"bbmri-eric:ID:SE_2382","CABG","","","","SE"
"bbmri-eric:contactID:UK_GBR-1-127","Extracted teeth Biobank","","Samples and data are donated on the basis that they will be used for the benefit of other patients and for society in general. The bank plans to maximise benefits to society by using the extracted teeth to develop improved methods of  detecting tooth decay. The caries detection rate of different methods can then be compared with the ""ground truth"".  which uses an histological examination of the teeth.  We propose to publicise the existence of the bank on","","UK"
"bbmri-eric:contactID:UK_GBR-1-248","Norwich Research Park Biorepository","","The NRP Biorepository is a newly developing service facilitating world leading research on the Norwich Research park, home to institutes including Quadram Biosciences, the UEA, the Norfolk and Norwich University Hospital, John Innes and the Earlham Institute. Established and funded as part of the development programme of the Park, it supports academic and commercial researchers both locally and from outside the Park in all aspects of tissue based research.","","UK"
