name,label,codesystem,code,definition
Ragged-red muscle fibers,Ragged-red muscle fibers,HPO,HP_0003200,"An abnormal appearance of muscle fibers observed on muscle biopsy. Ragged red fibers can be visualized with Gomori trichrome staining as irregular and intensely red subsarcolemmal zones, whereas the normal myofibrils are green. The margins of affect fibers appear red and ragged. The ragged-red is due to the accumulation of abnormal mitochondria below the plasma membrane of the muscle fiber, leading to the appearance of a red rim and speckled sarcoplasm.|This finding is demonstrated by muscle biopsy. Note that additionally, muscle fibers with mitochondrial proliferation stain darkly for succinic dehydrogenase (SDH)."
Rhabdomyolysis,Rhabdomyolysis,HPO,HP_0003201,Breakdown of muscle fibers that leads to the release of muscle fiber contents (myoglobin) into the bloodstream.
Skeletal muscle atrophy,Skeletal muscle atrophy,HPO,HP_0003202,The presence of skeletal muscular atrophy (which is also known as amyotrophy).
Impaired oxidative burst,Impaired oxidative burst,HPO,HP_0003203,"In the NBT test, neutrophils change the colorless compound NBT into a compound with a deep blue color. If this test is negative (i.e., no blue color is produced), then this indicates a defect in superoxide-generating NADPH oxidase activity with inability to efficiently kill phagocytized bacteria.|The NBT test measures the ability of neutrophils to convert nitroblue tetrazolium (NBT), to a deep blue color. This test can be abnormal in chronic granulomatous disease."
Intracellular accumulation of autofluorescent lipopigment storage material,Intracellular accumulation of autofluorescent lipopigment storage material,HPO,HP_0003204,"The intracellular accumulation of autofluorescent storage material.|Accumulation of intracellular autofluorescent material or aging pigment has been characterized as a normal aging event. Lipofuscin (from the Greek word for fat and the Latin word for dark), refers to intracellular autofluorescent material that accumulates in aging cells with a excitation wavelength between 320 and 480 nm and an emission wavelength between 460 and 630 nm. Lpofuscin consists of a mixture of oxidized proteins and lipids, carbohydrates and trace amount of metals. Ceroid iss a lipofuscin-like lipopigment that arises from pathological conditions such as disease, malnutrition, and cell stress. Subunit c of mitochondrial ATP synthase makes up approximately 40% of this lipopigment/ceroid accumulation."
Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,HPO,HP_0003205,An intracellular accumulation of autofluorescent lipopigment storage material in a curved pattern.
Decreased activity of NADPH oxidase,Decreased activity of NADPH oxidase,HPO,HP_0003206,
Arterial calcification,Arterial calcification,HPO,HP_0003207,"Pathological deposition of calcium salts in one or more arteries.|Most individuals aged over 60 years have progressively enlarging deposits of calcium mineral in their major arteries. This vascular calcification reduces aortic and arterial elastance, which impairs cardiovascular hemodynamics, resulting in substantial morbidity and mortality in the form of hypertension, aortic stenosis, cardiac hypertrophy, myocardial and lower-limb ischemia, congestive heart failure, and compromised structural integrity.The severity and extent of mineralization reflect atherosclerotic plaque burden and strongly and independently predict cardiovascular morbidity and mortality. (From PMID:18519861)."
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,HPO,HP_0003208,An intracellular accumulation of autofluorescent lipopigment storage material in a trabecular or fingerprint-like pattern.
Decreased pyruvate carboxylase activity,Decreased pyruvate carboxylase activity,HPO,HP_0003209,"A decreased rate of pyruvate carboxylase activity.|Pyruvate carboxylase (EC 6.4.1.1) is a nuclear-encoded mitochondrial enzyme that catalyzes the conversion of pyruvate to oxaloacetate, a precursor for the citric acid cycle."
Decreased methylmalonyl-CoA mutase activity,Decreased methylmalonyl-CoA mutase activity,HPO,HP_0003210,"An abnormality of Krebs cycle metabolism that is characterized by a decreased rate of methylmalonyl-CoA mutase activity.|The product of the enzyme, succinyl-CoA, is a key molecule of the TCA (Krebs) cycle. The substrate of the enzyme, methylmalonyl-CoA, is primarily derived from propionyl-CoA, a substance formed from the catabolism of isoleucine, valine, threonine, methionine, thymine, uracil, cholesterol, or odd-chain fatty acids."
HP_0003211,HP_0003211,HPO,HP_0003211,
Increased circulating total IgE level,Increased circulating total IgE level,HPO,HP_0003212,An abnormally increased overall level of immunoglobulin E in blood.
Deficient excision of UV-induced pyrimidine dimers in DNA,Deficient excision of UV-induced pyrimidine dimers in DNA,HPO,HP_0003213,
Prolonged G2 phase of cell cycle,Prolonged G2 phase of cell cycle,HPO,HP_0003214,
Dicarboxylic aciduria,Dicarboxylic aciduria,HPO,HP_0003215,"An increased concentration of dicarboxylic acid in the urine.|Dicarboxylic aciduria occurs during increased mobilization or inhibited beta-oxidation of fatty acids, where a number of 3-hydroxydicarboxylic acids are excreted in the urine."
Generalized amyloid deposition,Generalized amyloid deposition,HPO,HP_0003216,"A diffuse form of amyloidosis.|According to MeSH (D000682), Amyloid is fibrous protein complex that consists of proteins folded into a specific cross beta-pleated sheet structure. This fibrillar structure has been found as an alternative folding pattern for a variety of functional proteins. Deposits of amyloid in the form of amyloid plaques are associated with a variety of degenerative diseases. The amyloid structure has also been found in a number of functional proteins that are unrelated to disease."
Hyperglutaminemia,Hyperglutaminemia,HPO,HP_0003217,An increased concentration of glutamine in the blood.|Normal glutamine blood levels are around 550-600 micromole per liter.
Oroticaciduria,Oroticaciduria,HPO,HP_0003218,An increased concentration of orotic acid in the urine.|Orotic acid is an intermediate in the biosynthesis of pyrimidine nucleotides. Some enzymatic deficiencies can cause the excretion of a large amount of orotic acid in the urine and a defect in pyrimidine biosynthesis.
Ethylmalonic aciduria,Ethylmalonic aciduria,HPO,HP_0003219,An increased concentration of ethylmalonic acid in the urine.|Ethylmalonic acid is a dicarboxylic acid obtained by substitution of one of the methylene hydrogens of malonic acid by an ethyl group.
Abnormality of chromosome stability,Abnormality of chromosome stability,HPO,HP_0003220,A type of chromosomal aberration characterised by reduced resistance of chromosomes to change or deterioration.
Chromosomal breakage induced by crosslinking agents,Chromosomal breakage induced by crosslinking agents,HPO,HP_0003221,Increased amount of chromosomal breaks in cultured blood lymphocytes or other cells induced by treatment with DNA cross-linking agents such as diepoxybutane and mitomycin C.|Increased tendency to chromosomal breakage induced by crosslinking agents is typical for the various forms of Fanconi anemia.
HP_0003222,HP_0003222,HPO,HP_0003222,
Decreased methylcobalamin,Decreased methylcobalamin,HPO,HP_0003223,Decreased concentration of methylcobalamin. Methylcobalamin is a form of vitamin B12.
Increased cellular sensitivity to UV light,Increased cellular sensitivity to UV light,HPO,HP_0003224,
Reduced coagulation factor V activity,Reduced coagulation factor V activity,HPO,HP_0003225,Decreased activity of coagulation factor V.|Factor V is activated to factor Va by means of minute amounts of thrombin (and inactivated by larger amounts of thrombin). Activated factor V (fVa) is a cofactor in the formation of the prothrombinase complex.
Rectilinear intracellular accumulation of autofluorescent lipopigment storage material,Rectilinear intracellular accumulation of autofluorescent lipopigment storage material,HPO,HP_0003226,An intracellular accumulation of autofluorescent lipopigment storage material in a straight or rectilinear pattern.
HP_0003227,HP_0003227,HPO,HP_0003227,
Hypernatremia,Hypernatremia,HPO,HP_0003228,An abnormally increased sodium concentration in the blood.
HP_0003229,HP_0003229,HPO,HP_0003229,
HP_0003230,HP_0003230,HPO,HP_0003230,
Hypertyrosinemia,Hypertyrosinemia,HPO,HP_0003231,An increased concentration of tyrosine in the blood.|Defect in fumarylacetoacetase.
Mitochondrial malic enzyme reduced,Mitochondrial malic enzyme reduced,HPO,HP_0003232,
Decreased HDL cholesterol concentration,Decreased HDL cholesterol concentration,HPO,HP_0003233,An decreased concentration of high-density lipoprotein cholesterol in the blood.
Decreased plasma carnitine,Decreased plasma carnitine,HPO,HP_0003234,A decreased concentration of carnitine in the blood.|Carnitine is responsible for the transport of fatty acids from the cytosol into the mitochondria.
Hypermethioninemia,Hypermethioninemia,HPO,HP_0003235,An increased concentration of methionine in the blood.|Elevated blood methionine levels in the range of 500-2000 micromolar.
Elevated serum creatine kinase,Elevated serum creatine kinase,HPO,HP_0003236,"An elevation of the level of the enzyme creatine kinase (also known as creatine phosphokinase, CPK; EC 2.7.3.2) in the blood. CPK levels can be elevated in a number of clinical disorders such as myocardial infarction, rhabdomyolysis, and muscular dystrophy.|'has part' some 
('increased amount' and ('inheres in' some 
(IMR_0002602 and ('part of' some blood))) and ('has modifier' some abnormal))"
Increased circulating IgG level,Increased circulating IgG level,HPO,HP_0003237,An abnormally increased level of immunoglobulin G in blood.
Hyperpepsinogenemia I,Hyperpepsinogenemia I,HPO,HP_0003238,
Phosphoethanolaminuria,Phosphoethanolaminuria,HPO,HP_0003239,An increased concentration of phosphoethanolamine in the urine.
Increased phosphoribosylpyrophosphate synthetase activity,Increased phosphoribosylpyrophosphate synthetase activity,HPO,HP_0003240,"Abnormally elevated activity of the enzyme phosphoribosyl pyrophosphatesynthetase, which catalyzes the synthesis of PP-ribose-P from ATP and ribose-5-phosphate."
External genital hypoplasia,External genital hypoplasia,HPO,HP_0003241,"Underdevelopment of part or all of the external reproductive organs.|Partial or complete failure of the genitalia to develop, often as a consequence of hypogonadism."
HP_0003242,HP_0003242,HPO,HP_0003242,
HP_0003243,HP_0003243,HPO,HP_0003243,
Penile hypospadias,Penile hypospadias,HPO,HP_0003244,Location of the urethral opening on the inferior aspect of the penis.
HP_0003245,HP_0003245,HPO,HP_0003245,
Prominent scrotal raphe,Prominent scrotal raphe,HPO,HP_0003246,Increased size of the ridge of tissue that extends along the midline of the scrotum.
Overgrowth of external genitalia,Overgrowth of external genitalia,HPO,HP_0003247,
Gonadal tissue inappropriate for external genitalia or chromosomal sex,Gonadal tissue inappropriate for external genitalia or chromosomal sex,HPO,HP_0003248,
Genital ulcers,Genital ulcers,HPO,HP_0003249,
Aplasia of the vagina,Aplasia of the vagina,HPO,HP_0003250,Aplasia of the vagina.
Male infertility,Male infertility,HPO,HP_0003251,
Anteriorly displaced genitalia,Anteriorly displaced genitalia,HPO,HP_0003252,
HP_0003253,HP_0003253,HPO,HP_0003253,
Abnormality of DNA repair,Abnormality of DNA repair,HPO,HP_0003254,"An abnormality of the process of DNA repair, that is, of the process of restoring DNA after damage."
HP_0003255,HP_0003255,HPO,HP_0003255,
Abnormality of the coagulation cascade,Abnormality of the coagulation cascade,HPO,HP_0003256,"An abnormality of the coagulation cascade, which is comprised of the contact activation pathway (also known as the intrinsic pathway) and the tissue factor pathway (also known as the extrinsic pathway) as well as cofactors and regulators."
HP_0003257,HP_0003257,HPO,HP_0003257,
Glyoxalase deficiency,Glyoxalase deficiency,HPO,HP_0003258,
Elevated serum creatinine,Elevated serum creatinine,HPO,HP_0003259,An increased amount of creatinine in the blood.
Hydroxyprolinemia,Hydroxyprolinemia,HPO,HP_0003260,An increased concentration of hydroxyproline in the blood.|Hydroxyproline is an imino acid normally present in human plasma and is derived primarily from endogenous collagen turnover and the breakdown of dietary collagen. Hyperhydroxyprolinemic patients show hydroxyproline blood levels between 150 and 500 micromole per liter. Normal levels are around 10-20 micromole per liter.
Increased circulating IgA level,Increased circulating IgA level,HPO,HP_0003261,An abnormally increased level of immunoglobulin A in blood.
Smooth muscle antibody positivity,Smooth muscle antibody positivity,HPO,HP_0003262,"The presence in serum of antibodies against smooth muscle.|Anti smooth muscle antibody (SMA) may be present in a number of conditions including chronic active hepatitis, autoimmune hepatitis, cirrhosis, and infectious mononucleosis."
