providerIdentifier,organisation,hasSubmittedData
021ft0n22,Universitätsmedizin Göttingen,False
013czdx64,University Hospital Heidelberg,True
01zgy1s35,University Medical Center Hamburg-Eppendorf,True
04jc43x05,Rechts der Isar Hospital,True
02gm5zw39,Universitätsklinikum Aachen,False
03f6n9m15,University Hospital Frankfurt,True
041y07v98,Städtische Kliniken Mönchengladbach,False
01be19w37,Helios Klinikum Krefeld,True
01226dv09,University Hospital Regensburg,False
03w9d2b95,Luisenhospital Aachen,False
02794jc95,Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe,False
01zy07c70,Nationales Centrum für Tumorerkrankungen Dresden,False
04za5zm41,University Hospital Carl Gustav Carus,False
00r2eaj81,Krankenhaus Mara,False
0162saw54,Evangelisches Krankenhaus Bielefeld,False
02jet3w32,LMU Klinikum,False
00qay8a95,Bundeswehr Joint Medical Service,False
04y9zrf69,Bundeswehr Medical Service Academy,True
01wept116,Bundeswehrkrankenhaus,False
0169che65,Andrologicum München,True
01txwsw02,National Center for Tumor Diseases,True
011jhfp96,Klinikum Darmstadt,False
047a06h06,Arzneimittelkommission der deutschen Ärzteschaft,False
001w7jn25,Charité - Universitätsmedizin Berlin,False
01mmady97,Deutsches Herzzentrum Berlin,False
0473a4773,Hertie School,False
02ge27m07,Hochschule für Technik und Wirtschaft des Saarlandes,False
00s1ckt27,University of Wismar,False
04p7ekn23,Westfälische Hochschule,True
0076zct58,Anhalt University of Applied Sciences,False
03nzdk586,Cooperative Clinical Drug Research and Development,False
01z1z7017,Forschungsinstitut für Kinderernährung,False
00yq55g44,Witten/Herdecke University,False
015qjqf64,"University of Veterinary Medicine Hannover, Foundation",True
01rfnc002,Ernst Abbe University of Applied Sciences Jena,False
05jgq9443,Berlin-Brandenburg Academy of Sciences and Humanities,True
024z2rq82,Heinrich Heine University Düsseldorf,False
033bb5z47,"Bauhaus University, Weimar",False
05dkqa017,University of Applied Sciences Kaiserslautern,True
04e8jbs38,Helmut Schmidt University,False
02m4p8096,Kempten University of Applied Sciences,False
05591te55,Ludwig-Maximilians-Universität München,False
00f7hpc57,University of Erlangen-Nuremberg,False
00gm0aw40,Ostbayerische Technische Hochschule Amberg-Weiden,True
042aqky30,TU Dresden,True
00ggpsq73,Otto-von-Guericke University Magdeburg,False
0245cg223,University of Freiburg,False
02m11x738,Furtwangen University,True
04tkkr536,University of Hagen,False
02msan859,European University Viadrina,False
033bb5z47,"Bauhaus University, Weimar",False
05dkqa017,University of Applied Sciences Kaiserslautern,False
04e8jbs38,Helmut Schmidt University,False
00ztzxf77,Academy of Fine Arts Münster,False
005k9c849,Evangelische Stiftung Volmarstein,False
00zk46w34,Hochschule Fresenius Heidelberg,True
03hj50651,Hochschule Fresenius,True
03037cz33,SRH Berlin School of Design and Communication,False
03aym6q96,Nordrhein-Westfälische Akademie der Wissenschaften und der Künste,False
057qv9h29,Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart,False
03bnmw459,University of Potsdam,True
01j9f6752,University of Koblenz and Landau,False
04eejsy70,Theologische Fakultät Fulda,True
00q644y50,Reutlingen University,False
014nnvj65,TH Köln - University of Applied Sciences,True
059vymd37,Hochschule Osnabrück,False
02e3hdx05,Trier University of Applied Sciences,False
05e5kd476,Hochschule Ulm,False
024xejm70,European School of Management and Technology,True
01trbq046,German Research School for Simulation Sciences,True
022r03w28,Stuttgart Media University,False
05q5pk319,Dresden University of Applied Sciences,False
012k1v959,Munich University of Applied Sciences,True
039gdg280,Stuttgart University of Applied Sciences,False
01c0m1t63,Karlsruhe University of Applied Sciences,False
04eka8j06,Ostwestfalen-Lippe University of Applied Sciences and Arts,True
04b9vrm74,Regensburg University of Applied Sciences,True
01crqqh49,Parmenides Foundation,False
00k62pe27,Technical University of Applied Sciences Wildau,False
031ph8d53,University of Applied Sciences Worms,False
045f0ws19,Universities of Giessen and Marburg Lung Center,True
056tzgr32,Zittau/Görlitz University of Applied Sciences,False
04gg60e72,Hochschule Aalen,False
03xwwgw91,Theologische Hochschule Reutlingen,False
03v4gjf40,Technical University of Berlin,False
05gqaka33,Martin Luther University Halle-Wittenberg,True
01c1w6d29,University of Bamberg,False
036smcz74,Vinzenz Pallotti University,False
04vmbkv36,Lutherische Theologische Hochschule Oberursel,False
024z2rq82,Heinrich Heine University Düsseldorf,False
00yq55g44,Witten/Herdecke University,True
015qjqf64,"University of Veterinary Medicine Hannover, Foundation",True
01rfnc002,Ernst Abbe University of Applied Sciences Jena,True
03nzdk586,Cooperative Clinical Drug Research and Development,False
01z1z7017,Forschungsinstitut für Kinderernährung,False
05jgq9443,Berlin-Brandenburg Academy of Sciences and Humanities,True
0473a4773,Hertie School,True
02ge27m07,Hochschule für Technik und Wirtschaft des Saarlandes,False
00s1ckt27,University of Wismar,False
04p7ekn23,Westfälische Hochschule,False
0076zct58,Anhalt University of Applied Sciences,True
042seb440,Berufsförderungszentrum Essen,False
04tqgg260,FH Aachen,False
04vq9c111,Karlsruhe College of Arts and Design,True
01w0fb867,Alanus University of Arts and Social Sciences,False
04b404920,Alice Salomon University of Applied Sciences Berlin,False
03gf02c22,Folkwang University of the Arts,True
05m3vpd98,FOM University of Applied Sciences for Economics and Management,True
03c0qqf32,Frankfurt University of Music and Performing Arts,True
038rep477,Friedensau Adventist University,False
00z9cn431,Kühne Logistics University,True
01d30w739,German University of Administrative Sciences,True
03xgcq477,Leipzig University of Applied Sciences,True
013kf9t32,Hanseatic University Rostock,False
0167rnj42,Ansbach University of Applied Sciences,False
02j0n6s98,Ludwigsburg University of Education,True
01tbgce33,Lutheran University of Applied Sciences Nuremberg,True
04f8x5b20,Merseburg University of Applied Sciences,False
03dv91853,Dortmund University of Applied Sciences and Arts,True
00qakfc35,Pforzheim University of Applied Sciences,True
02xdzy536,Baden-Wuerttemberg Cooperative State University,False
02vvvm705,Jade University of Applied Sciences,True
03w3a0h43,Protestant University of Applied Sciences Freiburg,False
0004r6b85,University of Applied Sciences Biberach,False
01t4pxy10,Dresden International University,False
05874db82,Excellence Cluster Universe,False
01fzsd381,HafenCity University Hamburg,True
048yn7628,Harz University of Applied Sciences,True
027b9qx26,Hochschule Niederrhein,False
03q0ab227,Fachhochschule Kiel,False
04j351e79,Koblenz University of Applied Sciences,False
04vjfp916,Hochschule Magdeburg-Stendal,False
04p61dj41,Mannheim University of Applied Sciences,False
00pv45a02,Münster University of Applied Sciences,True
02nq4wt82,Schmalkalden University of Applied Sciences,False
02qdc9985,Technische Hochschule Mittelhessen,True
016604a03,Augsburg University of Applied Sciences,False
00ftx0026,Hochschule Düsseldorf University of Applied Sciences,False
03zh5eq96,Offenburg University of Applied Sciences,False
01js9jv94,EBS University of Business and Law,False
03yjyed28,Karlshochschule International University,False
05m0ggf57,Catholic University of Applied Sciences,False
056cezx90,Esslingen University of Applied Sciences,False
04vq9c111,Karlsruhe College of Arts and Design,False
01w0fb867,Alanus University of Arts and Social Sciences,True
04b404920,Alice Salomon University of Applied Sciences Berlin,False
03gf02c22,Folkwang University of the Arts,False
05m3vpd98,FOM University of Applied Sciences for Economics and Management,True
03c0qqf32,Frankfurt University of Music and Performing Arts,False
038rep477,Friedensau Adventist University,True
00z9cn431,Kühne Logistics University,False
01d30w739,German University of Administrative Sciences,True
03xgcq477,Leipzig University of Applied Sciences,False
013kf9t32,Hanseatic University Rostock,True
0167rnj42,Ansbach University of Applied Sciences,False
02j0n6s98,Ludwigsburg University of Education,False
01tbgce33,Lutheran University of Applied Sciences Nuremberg,True
04f8x5b20,Merseburg University of Applied Sciences,True
03dv91853,Dortmund University of Applied Sciences and Arts,False
00qakfc35,Pforzheim University of Applied Sciences,True
02xdzy536,Baden-Wuerttemberg Cooperative State University,False
02vvvm705,Jade University of Applied Sciences,False
03w3a0h43,Protestant University of Applied Sciences Freiburg,False
05gxyna29,Frankfurt School of Finance & Management,False
00vjd4k74,HHL Leipzig Graduate School of Management,False
001yqrb02,Hochschule Bremerhaven,False
00f5q5839,University of Applied Sciences and Arts University of Applied Sciences and Arts Hildesheim/Holzminden/Göttingen,False
02p5hsv84,Coburg University of Applied Sciences,False
052gzq419,Hochschule für Jüdische Studien,True
01y01jq30,Carl Maria von Weber College of Music,False
000evwg49,University of Music FRANZ LISZT Weimar,False
05256tw11,Cologne University of Music,True
00dfbms98,University of Music and Theatre Hamburg,False
01ge5zt06,Eberswalde University for Sustainable Development,False
02kqy4228,Munich School of Philosophy,False
001rdde17,Hamm-Lippstadt University of Applied Sciences,False
03m2kj587,Hochschule Hannover,False
04g5gcg95,Heilbronn University,False
03b9q7371,Neubrandenburg University of Applied Sciences,True
00b6j6x40,International Psychoanalytic University Berlin,False
006thab72,Medical School Hamburg,False
012m9bp23,University of Applied Sciences Potsdam,False
028j9tc52,Niedersächsisches Institut für frühkindliche Bildung und Entwicklung,True
00zayq578,Staatliche Akademie der Bildenden Künste Stuttgart,True
01bk10867,Ostfalia University of Applied Sciences,False
02rtsfd15,University of Education Freiburg,False
0044w3h23,Heidelberg University of Education,True
04e1yzk82,Robert Schumann University of Music and Media,False
01t1kq612,Karlsruhe University of Education,False
01x84xc38,Sankt Georgen Graduate School of Philosophy and Theology,False
03efsge90,Steinbeis University Berlin,False
03ccc5z68,Evangelische Hochschule Ludwigsburg,True
03rkmps36,Berlin School of Economics and Law,False
04nkken68,Augustana-Hochschule Neuendettelsau,True
045gdxt02,Hochschule für bildende Künste,False
04wqsqf86,Dresden Academy of Fine Arts,False
03hzkp562,Hochschule für Grafik und Buchkunst Leipzig,False
00xnq7h44,Hochschule für Künste im Sozialen,False
01we8bn75,PFH Private University of Applied Sciences,False
05f3gj938,BTK University of Arts & Design,True
04fdat027,IU International University of Applied Sciences,False
03yxw1t21,Academy of Fine Arts Nuremberg,False
03afcx965,bbw University of Applied Sciences,False
05gxyna29,Frankfurt School of Finance & Management,True
00vjd4k74,HHL Leipzig Graduate School of Management,False
001yqrb02,Hochschule Bremerhaven,False
00f5q5839,University of Applied Sciences and Arts University of Applied Sciences and Arts Hildesheim/Holzminden/Göttingen,True
02p5hsv84,Coburg University of Applied Sciences,False
052gzq419,Hochschule für Jüdische Studien,False
01y01jq30,Carl Maria von Weber College of Music,True
000evwg49,University of Music FRANZ LISZT Weimar,False
05256tw11,Cologne University of Music,True
00dfbms98,University of Music and Theatre Hamburg,False
01ge5zt06,Eberswalde University for Sustainable Development,True
02kqy4228,Munich School of Philosophy,False
001rdde17,Hamm-Lippstadt University of Applied Sciences,True
03m2kj587,Hochschule Hannover,True
04g5gcg95,Heilbronn University,False
03b9q7371,Neubrandenburg University of Applied Sciences,True
00b6j6x40,International Psychoanalytic University Berlin,False
006thab72,Medical School Hamburg,False
012m9bp23,University of Applied Sciences Potsdam,True
028j9tc52,Niedersächsisches Institut für frühkindliche Bildung und Entwicklung,False
00zayq578,Staatliche Akademie der Bildenden Künste Stuttgart,True
01bk10867,Ostfalia University of Applied Sciences,False
02rtsfd15,University of Education Freiburg,False
0044w3h23,Heidelberg University of Education,False
04e1yzk82,Robert Schumann University of Music and Media,True
01t1kq612,Karlsruhe University of Education,True
01x84xc38,Sankt Georgen Graduate School of Philosophy and Theology,False
03efsge90,Steinbeis University Berlin,False
03ccc5z68,Evangelische Hochschule Ludwigsburg,False
03rkmps36,Berlin School of Economics and Law,False
04nkken68,Augustana-Hochschule Neuendettelsau,False
045gdxt02,Hochschule für bildende Künste,False
04wqsqf86,Dresden Academy of Fine Arts,True
03hzkp562,Hochschule für Grafik und Buchkunst Leipzig,True
00xnq7h44,Hochschule für Künste im Sozialen,False
01we8bn75,PFH Private University of Applied Sciences,False
05f3gj938,BTK University of Arts & Design,False
04fdat027,IU International University of Applied Sciences,False
03yxw1t21,Academy of Fine Arts Nuremberg,True
03afcx965,bbw University of Applied Sciences,False
04w49ae90,EBC Hochschule,False
04sms9203,Aschaffenburg University of Applied Sciences,False
05re2x545,Burg Giebichenstein University of Art and Design Halle,False
00f2wje32,Academy of Media Arts Cologne,True
00dnfj623,Hanns Eisler College or Academy of Music,True
01hkc4630,University of Applied Sciences Erfurt,False
03kzgcv48,Giessen School of Theology,True
00996c044,Catholic University of Applied Social Sciences,True
00vd2h880,Catholic University of Applied Sciences Freiburg,False
033jd5r25,Technische Hochschule Georg Agricola,True
01h7vw195,German Police University,True
05fwp8t64,Hochschule der Deutschen Bundesbank,False
02re32a17,University of Applied Sciences Mainz,True
01w09y597,Mannheim University of Music and Performing Arts,False
03aky0p13,Mediadesign Hochschule für Design und Informatik,False
03pqf0084,International University Institute,False
04w23p232,Evangelische Hochschule Darmstadt,False
024nr0776,Catholic University of Applied Sciences of North Rhine – Westphalia,True
00txhpa83,RFH - University of Applied Sciences Cologne,False
03vz3qc29,Protestant University of Applied Sciences Rhineland-Westphalia-Lippe,False
05b7xvc63,Nuremberg University of Music,True
000tpgs13,Muthesius University in Kiel,True
030sdwr92,University of Art and Design Offenbach,False
01prjcc04,SRH University Berlin,False
00g07sz63,SRH Hochschule Heidelberg,True
026kenw55,SRH Hochschule für Gesundheit Gera,True
04fxab197,Natural Science and Technical Academy Isny,False
021f61w41,Lübeck Academy of Music,True
029r33q13,Hochschule für Musik Saar,False
05m1pqv80,University of Music Würzburg,True
02832sw36,Trossingen University of Music,False
02d89at43,University of Applied Labour Studies of the Federal Employment Agency,True
026c3xn33,University of Applied Management Studies,True
038fwdn76,University of Applied Management,True
016zq4f37,University of Design Schwäbisch Gmünd,False
00vcnds94,Philosophisch-Theologische Hochschule Benediktbeuern,True
031eq5e98,University of Education Weingarten,False
01ej3e061,Philosophisch-Theologische Hochschule SVD St. Augustin,True
02hdve317,Academy of Fine Arts Karlsruhe,False
044rf5p19,Academy of Fine Arts Munich,True
02m7p2c22,Hochschule für Musik und Theater München,False
03bthq143,West Coast University of Applied Sciences,True
00zbhen47,Kunsthochschule Berlin-Weißensee,False
03py54049,Ernst Busch Academy of Dramatic Arts,True
040dxjz28,"Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern",False
03y02pg02,University of Music Detmold,False
00jw3g525,Munich Business School,False
01j2dwr66,Katholische Stiftungsfachhochschule München,True
04z03cz64,Hochschule der Bildenden Künste Saar,False
02743t710,Norddeutsche Hochschule für Rechtspflege,True
02g11qe83,Fachhochschule für Rechtspflege Nordrhein Westfalen,True
0572yc306,SRH Hochschule für Wirtschaft und Medien Calw,False
04tr4sk76,Fachhochschule für Finanzen Nordrhein Westfalen,False
04j1sr579,"Hochschule für Gesundheit & Sport, Technik & Kunst",False
01d4n6n22,Hochschule für Kunsttherapie Nürtingen,False
05ygfpx91,SRH Fernhochschule Riedlingen,False
02qbcmz19,University of Applied Sciences for Public Administration and Management,False
0530gbs37,IB Hochschule,False
05d6z1532,Hochschule für Finanzen Rheinland Pfalz,True
02e5n0e79,Akademie Mode & Design,False
02a8wk986,AKAD University,False
0167r2g29,Merz Akademie,False
0243j3z07,Europäische Fernhochschule Hamburg,True
04580fn28,Hamburger Fern-Hochschule,False
0560e8961,Hamburg School of Business Administration,True
01eyhzm47,Fachhochschule für Verwaltung des Saarlandes,False
03waye253,Fachhochschule der Sächsischen Verwaltung Meißen,True
01qjbb734,Saxon Police Force,True
015a98c38,Accadis Hochschule Bad Homburg,False
00vkbtf98,Wilhelm Büchner Hochschule,False
01gm0md04,Provadis School of International Management and Technology,True
04mvanw22,University of Applied Police Sciences Saxony Anhalt,False
051rc7j94,Diploma Hochschule,True
003xt6d81,Fachhochschule für Verwaltung und Dienstleistung,False
00xdvw685,Hochschule 21,True
05eyxqf74,Private Hochschule für Wirtschaft und Technik,False
00jbwpt44,University of Applied Sciences for Media Communication and Business,False
04m4shs41,Dekra Hochschule für Medien,True
01f5b8367,Fachhochschule des Mittelstands,False
017bbsh25,BSP Business School Berlin,False
05gxhfq53,Hochschule der Polizei Rheinland Pfalz,False
04tenkb98,German Graduate School of Management and Law,False
01a2z2x66,Cologne Institute for Economic Research,False
00nm1ws09,Institut für Nachhaltiges Management,False
01nbps758,International University of Cooperative Education,False
02qtztk24,Abnoba (Germany),False
05jghsy80,Holbein-Gymnasium Augsburg,False
039a0eq51,Ostkirchliches Institut Regensburg,True
05pb4em20,Bonn-Cologne Graduate School of Physics and Astronomy,False
02hapf869,Institute of Early Childhood Research,False
04b98k103,Döpfer Schulen Regensburg,False
03zvpee43,Hochschule für Gesundheitsorientierte Wissenschaften Rhein-Neckar,False
02gf6fa33,Research Institute for Music Theater Studies,True
03gsqqb61,Institut für Soziale Infrastruktur,True
058ddgs73,Center for Art and Media Karlsruhe,False
05k2sh226,Bard College Berlin,False
007bw6q41,Evangelische Hochschule Berlin,False
0260evc53,Maschinenbauschule Ansbach,False
03z6vda50,University of Applied Sciences FHDW Hannover,False
00e8f1a50,Theologische Fakultät Paderborn,False
04rnfrn04,Center for Psychobiology and Behavioral Medicine,False
03w8kgm26,SB Science Management,True
01qvmm256,Academy of Arts Education,False
01awf8081,BilSE - Institut für Bildung und Forschung,False
003cqeh33,Institut Dr. Flad,False
00f7ytv44,Curculio Institute,True
05eqhkk72,German Adult Education Association,True
04d5zsn45,Deutsch Amerikanisches Institut Saarland,True
01b2gkw73,Deutsche Angestellten-Akademie,False
02qchbs48,Psychologische Hochschule Berlin,False
044w5t390,European Centre for Community Education,False
045ky2r08,Erich-Brost-Institut,False
0583z7951,Eckert Schools International,True
03a8y0358,FIVE - Forschungs- und Innovationsverbund an der Evangelischen Hochschule Freiburg,False
03b7zcy46,Fachinstitut für Informatik und Grafikdesign,False
038ftp957,German Foreign Trade and Transport Academy,False
05b38ps04,Landesinstitut für Lehrerbildung und Schulentwicklung,False
02ezvhm25,Progenius,True
019vk5v89,Hamburg Institute for Vocational Education and Training,True
01m2aa958,Hanse Institut Oldenburg Bildung und Gesundheit,False
01kxwcg54,Schweißtechnische Lehr- und Versuchsanstalt Nord,False
00pg0dt16,Hessische Lehrkräfteakademie,True
03xkxsc82,Institut für Berufs- und Sozialpädagogik,True
03e5gcq07,Institut für Ausbildung Jugendlicher,False
00ea83k06,Institut für Kommunikation und Wirtschaftsbildung,True
00dg4wf63,Institut zur Förderung von Bildung und Integration,True
01n1byn02,Institut der Feuerwehr Nordrhein-Westfalen,True
00sf4jq50,Institut für Brand- und Katastrophenschutz Heyrothsberge,False
04fcjpg80,Holzbau Deutschland-Institut,False
